"Table for Henderson Time Range: 01/05/2017 00:00 to 01/06/2017 00:00"
"Source",,,"AC Henderson WDR_RAW 10min average",,"AC Henderson WSP_RAW 10min average"
"Date","Time","AC Henderson WDR_RAW 10min average [°]","AC Henderson WDR_RAW 1h average [°]","AC Henderson WSP_RAW 10min average [m/s]","AC Henderson WSP_RAW 1h average [m/s]"
01/05/2017,00:10,275,,2.7,
01/05/2017,00:20,278,,2.2,
01/05/2017,00:30,277,,2.3,
01/05/2017,00:40,284,,2.6,
01/05/2017,00:50,295,,3.0,
01/05/2017,01:00,287,,2.4,
01/05/2017,01:10,277,,3.4,
01/05/2017,01:20,274,,3.1,
01/05/2017,01:30,282,,2.3,
01/05/2017,01:40,277,,1.9,
01/05/2017,01:50,276,,2.4,
01/05/2017,02:00,272,276,2.4,2.6
01/05/2017,02:10,283,,2.0,
01/05/2017,02:20,282,,2.3,
01/05/2017,02:30,269,,2.4,
01/05/2017,02:40,269,,2.2,
01/05/2017,02:50,268,,2.2,
01/05/2017,03:00,266,273,2.5,2.3
01/05/2017,03:10,256,,1.3,
01/05/2017,03:20,225,,1.0,
01/05/2017,03:30,215,,1.3,
01/05/2017,03:40,224,,1.0,
01/05/2017,03:50,221,,1.0,
01/05/2017,04:00,206,225,0.9,1.1
01/05/2017,04:10,190,,0.8,
01/05/2017,04:20,195,,0.9,
01/05/2017,04:30,197,,0.8,
01/05/2017,04:40,195,,0.7,
01/05/2017,04:50,195,,1.2,
01/05/2017,05:00,198,195,1.1,0.9
01/05/2017,05:10,192,,1.5,
01/05/2017,05:20,199,,1.2,
01/05/2017,05:30,198,,1.1,
01/05/2017,05:40,190,,1.0,
01/05/2017,05:50,204,,1.4,
01/05/2017,06:00,198,197,1.0,1.2
01/05/2017,06:10,191,,0.9,
01/05/2017,06:20,200,,0.9,
01/05/2017,06:30,191,,1.4,
01/05/2017,06:40,197,,0.9,
01/05/2017,06:50,193,,1.2,
01/05/2017,07:00,191,194,1.2,1.1
01/05/2017,07:10,193,,1.4,
01/05/2017,07:20,189,,1.5,
01/05/2017,07:30,184,,1.2,
01/05/2017,07:40,197,,0.7,
01/05/2017,07:50,200,,0.8,
01/05/2017,08:00,189,192,0.7,1.1
01/05/2017,08:10,188,,0.8,
01/05/2017,08:20,194,,0.7,
01/05/2017,08:30,190,,0.8,
01/05/2017,08:40,195,,1.1,
01/05/2017,08:50,187,,1.3,
01/05/2017,09:00,192,191,1.5,1.0
01/05/2017,09:10,196,,1.7,
01/05/2017,09:20,189,,1.7,
01/05/2017,09:30,183,,1.5,
01/05/2017,09:40,179,,1.7,
01/05/2017,09:50,177,,2.0,
01/05/2017,10:00,180,184,1.6,1.7
01/05/2017,10:10,197,,1.4,
01/05/2017,10:20,173,,1.5,
01/05/2017,10:30,161,,1.9,
01/05/2017,10:40,167,,1.7,
01/05/2017,10:50,165,,1.5,
01/05/2017,11:00,189,175,1.4,1.6
01/05/2017,11:10,193,,1.1,
01/05/2017,11:20,182,,0.9,
01/05/2017,11:30,195,,1.3,
01/05/2017,11:40,195,,1.2,
01/05/2017,11:50,198,,1.4,
01/05/2017,12:00,195,193,1.4,1.2
01/05/2017,12:10,208,,1.7,
01/05/2017,12:20,213,,1.7,
01/05/2017,12:30,208,,1.5,
01/05/2017,12:40,206,,1.7,
01/05/2017,12:50,199,,1.8,
01/05/2017,13:00,204,206,1.8,1.7
01/05/2017,13:10,204,,1.9,
01/05/2017,13:20,210,,2.0,
01/05/2017,13:30,205,,1.9,
01/05/2017,13:40,198,,1.7,
01/05/2017,13:50,200,,2.1,
01/05/2017,14:00,198,202,1.6,1.9
01/05/2017,14:10,210,,2.3,
01/05/2017,14:20,202,,2.0,
01/05/2017,14:30,212,,2.3,
01/05/2017,14:40,203,,2.0,
01/05/2017,14:50,203,,1.6,
01/05/2017,15:00,202,205,1.5,2.0
01/05/2017,15:10,207,,2.2,
01/05/2017,15:20,211,,2.2,
01/05/2017,15:30,205,,1.6,
01/05/2017,15:40,206,,1.7,
01/05/2017,15:50,207,,1.7,
01/05/2017,16:00,204,206,1.7,1.8
01/05/2017,16:10,204,,1.8,
01/05/2017,16:20,208,,1.7,
01/05/2017,16:30,202,,1.2,
01/05/2017,16:40,205,,1.3,
01/05/2017,16:50,203,,1.3,
01/05/2017,17:00,203,204,0.9,1.4
01/05/2017,17:10,208,,1.3,
01/05/2017,17:20,205,,1.0,
01/05/2017,17:30,205,,0.9,
01/05/2017,17:40,203,,0.7,
01/05/2017,17:50,202,,0.9,
01/05/2017,18:00,202,204,0.9,1.0
01/05/2017,18:10,202,,0.8,
01/05/2017,18:20,201,,0.6,
01/05/2017,18:30,199,,0.6,
01/05/2017,18:40,202,,0.7,
01/05/2017,18:50,197,,0.5,
01/05/2017,19:00,199,200,0.5,0.6
01/05/2017,19:10,195,,0.4,
01/05/2017,19:20,199,,0.5,
01/05/2017,19:30,198,,0.5,
01/05/2017,19:40,199,,0.5,
01/05/2017,19:50,194,,0.3,
01/05/2017,20:00,195,197,0.4,0.4
01/05/2017,20:10,196,,0.3,
01/05/2017,20:20,200,,0.4,
01/05/2017,20:30,190,,0.3,
01/05/2017,20:40,200,,0.3,
01/05/2017,20:50,251,,0.9,
01/05/2017,21:00,213,208,0.4,0.4
01/05/2017,21:10,228,,0.4,
01/05/2017,21:20,244,,0.5,
01/05/2017,21:30,267,,1.0,
01/05/2017,21:40,271,,1.1,
01/05/2017,21:50,246,,0.5,
01/05/2017,22:00,265,253,0.3,0.6
01/05/2017,22:10,214,,0.5,
01/05/2017,22:20,197,,0.6,
01/05/2017,22:30,186,,0.6,
01/05/2017,22:40,186,,0.5,
01/05/2017,22:50,190,,0.6,
01/05/2017,23:00,201,196,0.5,0.5
01/05/2017,23:10,246,,0.5,
01/05/2017,23:20,258,,0.7,
01/05/2017,23:30,236,,0.4,
01/05/2017,23:40,252,,0.7,
01/05/2017,23:50,204,,0.5,
01/05/2017,24:00,207,234,0.3,0.5
02/05/2017,00:10,217,,0.6,
02/05/2017,00:20,193,,0.3,
02/05/2017,00:30,247,,0.1,
02/05/2017,00:40,319,,0.1,
02/05/2017,00:50,211,,0.4,
02/05/2017,01:00,187,,0.5,
02/05/2017,01:10,188,,0.9,
02/05/2017,01:20,193,,0.9,
02/05/2017,01:30,195,,0.8,
02/05/2017,01:40,208,,0.5,
02/05/2017,01:50,199,,0.6,
02/05/2017,02:00,221,201,0.3,0.7
02/05/2017,02:10,195,,0.3,
02/05/2017,02:20,207,,0.3,
02/05/2017,02:30,189,,0.3,
02/05/2017,02:40,151,,0.3,
02/05/2017,02:50,238,,0.6,
02/05/2017,03:00,207,198,0.4,0.4
02/05/2017,03:10,206,,0.2,
02/05/2017,03:20,94,,0.3,
02/05/2017,03:30,156,,0.3,
02/05/2017,03:40,183,,0.3,
02/05/2017,03:50,201,,0.2,
02/05/2017,04:00,269,185,0.2,0.3
02/05/2017,04:10,127,,0.2,
02/05/2017,04:20,180,,0.3,
02/05/2017,04:30,259,,0.0,
02/05/2017,04:40,300,,0.5,
02/05/2017,04:50,261,,0.3,
02/05/2017,05:00,285,235,0.6,0.3
02/05/2017,05:10,319,,0.6,
02/05/2017,05:20,320,,0.4,
02/05/2017,05:30,297,,0.7,
02/05/2017,05:40,261,,0.6,
02/05/2017,05:50,223,,0.6,
02/05/2017,06:00,199,270,0.4,0.6
02/05/2017,06:10,195,,0.4,
02/05/2017,06:20,197,,0.5,
02/05/2017,06:30,193,,0.5,
02/05/2017,06:40,202,,0.4,
02/05/2017,06:50,231,,0.4,
02/05/2017,07:00,232,208,0.6,0.5
02/05/2017,07:10,203,,0.4,
02/05/2017,07:20,193,,0.5,
02/05/2017,07:30,200,,0.5,
02/05/2017,07:40,281,,0.3,
02/05/2017,07:50,358,,0.2,
02/05/2017,08:00,124,226,0.2,0.3
02/05/2017,08:10,108,,0.4,
02/05/2017,08:20,325,,0.4,
02/05/2017,08:30,337,,0.2,
02/05/2017,08:40,181,,0.1,
02/05/2017,08:50,196,,0.4,
02/05/2017,09:00,111,210,0.5,0.3
02/05/2017,09:10,,,,
02/05/2017,09:20,136,,0.2,
02/05/2017,09:30,169,,0.6,
02/05/2017,09:40,130,,1.1,
02/05/2017,09:50,180,,0.6,
02/05/2017,10:00,191,161,0.6,0.6
02/05/2017,10:10,159,,0.9,
02/05/2017,10:20,173,,0.9,
02/05/2017,10:30,161,,1.3,
02/05/2017,10:40,164,,1.5,
02/05/2017,10:50,190,,1.1,
02/05/2017,11:00,176,170,1.1,1.1
02/05/2017,11:10,147,,1.6,
02/05/2017,11:20,154,,1.2,
02/05/2017,11:30,145,,1.4,
02/05/2017,11:40,145,,1.7,
02/05/2017,11:50,169,,1.2,
02/05/2017,12:00,167,155,0.9,1.3
02/05/2017,12:10,142,,1.5,
02/05/2017,12:20,158,,0.8,
02/05/2017,12:30,189,,0.8,
02/05/2017,12:40,163,,0.7,
02/05/2017,12:50,138,,1.5,
02/05/2017,13:00,192,164,0.4,1.0
02/05/2017,13:10,213,,0.7,
02/05/2017,13:20,164,,0.3,
02/05/2017,13:30,147,,0.3,
02/05/2017,13:40,,,,
02/05/2017,13:50,,,,
02/05/2017,14:00,,,,
02/05/2017,14:10,,,,
02/05/2017,14:20,,,,
02/05/2017,14:30,,,,
02/05/2017,14:40,,,,
02/05/2017,14:50,,,,
02/05/2017,15:00,142,,1.7,
02/05/2017,15:10,145,,1.6,
02/05/2017,15:20,144,,2.1,
02/05/2017,15:30,157,,1.6,
02/05/2017,15:40,140,,1.9,
02/05/2017,15:50,142,,1.8,
02/05/2017,16:00,145,145,1.9,1.8
02/05/2017,16:10,156,,1.4,
02/05/2017,16:20,195,,0.9,
02/05/2017,16:30,179,,0.7,
02/05/2017,16:40,190,,0.7,
02/05/2017,16:50,193,,0.8,
02/05/2017,17:00,205,186,0.6,0.9
02/05/2017,17:10,201,,0.6,
02/05/2017,17:20,201,,0.6,
02/05/2017,17:30,201,,0.5,
02/05/2017,17:40,202,,0.4,
02/05/2017,17:50,220,,0.3,
02/05/2017,18:00,214,206,0.4,0.4
02/05/2017,18:10,206,,0.3,
02/05/2017,18:20,230,,0.2,
02/05/2017,18:30,238,,0.4,
02/05/2017,18:40,256,,0.3,
02/05/2017,18:50,282,,0.5,
02/05/2017,19:00,283,249,0.4,0.4
02/05/2017,19:10,239,,0.4,
02/05/2017,19:20,227,,0.4,
02/05/2017,19:30,220,,0.6,
02/05/2017,19:40,259,,0.4,
02/05/2017,19:50,306,,0.9,
02/05/2017,20:00,306,260,0.6,0.6
02/05/2017,20:10,275,,0.8,
02/05/2017,20:20,259,,0.9,
02/05/2017,20:30,278,,0.7,
02/05/2017,20:40,271,,1.0,
02/05/2017,20:50,252,,0.5,
02/05/2017,21:00,214,258,0.4,0.7
02/05/2017,21:10,252,,0.2,
02/05/2017,21:20,232,,0.2,
02/05/2017,21:30,210,,0.2,
02/05/2017,21:40,229,,0.1,
02/05/2017,21:50,210,,0.3,
02/05/2017,22:00,269,234,0.3,0.2
02/05/2017,22:10,222,,0.2,
02/05/2017,22:20,268,,0.2,
02/05/2017,22:30,211,,0.2,
02/05/2017,22:40,218,,0.1,
02/05/2017,22:50,220,,0.2,
02/05/2017,23:00,257,233,0.3,0.2
02/05/2017,23:10,205,,0.1,
02/05/2017,23:20,192,,0.2,
02/05/2017,23:30,197,,0.1,
02/05/2017,23:40,232,,0.2,
02/05/2017,23:50,204,,0.2,
02/05/2017,24:00,196,204,0.2,0.2
03/05/2017,00:10,219,,0.3,
03/05/2017,00:20,198,,0.2,
03/05/2017,00:30,54,,0.1,
03/05/2017,00:40,343,,0.4,
03/05/2017,00:50,21,,0.1,
03/05/2017,01:00,213,,0.2,
03/05/2017,01:10,211,,0.2,
03/05/2017,01:20,197,,0.3,
03/05/2017,01:30,157,,0.2,
03/05/2017,01:40,194,,0.2,
03/05/2017,01:50,313,,0.2,
03/05/2017,02:00,283,226,0.4,0.2
03/05/2017,02:10,276,,0.3,
03/05/2017,02:20,245,,0.3,
03/05/2017,02:30,220,,0.1,
03/05/2017,02:40,235,,0.1,
03/05/2017,02:50,252,,0.2,
03/05/2017,03:00,209,239,0.2,0.2
03/05/2017,03:10,179,,0.2,
03/05/2017,03:20,198,,0.3,
03/05/2017,03:30,187,,0.3,
03/05/2017,03:40,197,,0.2,
03/05/2017,03:50,228,,0.3,
03/05/2017,04:00,253,207,0.4,0.3
03/05/2017,04:10,263,,0.6,
03/05/2017,04:20,193,,0.2,
03/05/2017,04:30,102,,0.1,
03/05/2017,04:40,250,,0.3,
03/05/2017,04:50,260,,0.7,
03/05/2017,05:00,214,214,0.3,0.3
03/05/2017,05:10,184,,0.1,
03/05/2017,05:20,185,,0.2,
03/05/2017,05:30,195,,0.2,
03/05/2017,05:40,169,,0.2,
03/05/2017,05:50,198,,0.2,
03/05/2017,06:00,184,186,0.1,0.2
03/05/2017,06:10,271,,0.2,
03/05/2017,06:20,332,,0.2,
03/05/2017,06:30,260,,0.2,
03/05/2017,06:40,218,,0.2,
03/05/2017,06:50,209,,0.1,
03/05/2017,07:00,199,248,0.1,0.2
03/05/2017,07:10,221,,0.2,
03/05/2017,07:20,307,,0.3,
03/05/2017,07:30,129,,0.2,
03/05/2017,07:40,193,,0.2,
03/05/2017,07:50,304,,0.3,
03/05/2017,08:00,317,245,0.5,0.3
03/05/2017,08:10,20,,0.2,
03/05/2017,08:20,59,,0.2,
03/05/2017,08:30,321,,0.3,
03/05/2017,08:40,304,,0.4,
03/05/2017,08:50,302,,0.3,
03/05/2017,09:00,245,209,0.3,0.3
03/05/2017,09:10,301,,0.5,
03/05/2017,09:20,314,,0.7,
03/05/2017,09:30,317,,0.6,
03/05/2017,09:40,304,,0.8,
03/05/2017,09:50,307,,1.1,
03/05/2017,10:00,289,305,1.6,0.9
03/05/2017,10:10,297,,1.4,
03/05/2017,10:20,298,,2.3,
03/05/2017,10:30,299,,2.0,
03/05/2017,10:40,298,,2.4,
03/05/2017,10:50,301,,2.2,
03/05/2017,11:00,287,297,2.0,2.0
03/05/2017,11:10,297,,2.2,
03/05/2017,11:20,309,,1.8,
03/05/2017,11:30,309,,1.9,
03/05/2017,11:40,278,,2.6,
03/05/2017,11:50,305,,1.6,
03/05/2017,12:00,301,300,2.3,2.1
03/05/2017,12:10,291,,2.8,
03/05/2017,12:20,290,,2.6,
03/05/2017,12:30,281,,2.8,
03/05/2017,12:40,282,,2.5,
03/05/2017,12:50,295,,2.1,
03/05/2017,13:00,298,290,1.8,2.4
03/05/2017,13:10,273,,1.9,
03/05/2017,13:20,270,,1.3,
03/05/2017,13:30,290,,0.7,
03/05/2017,13:40,301,,0.8,
03/05/2017,13:50,316,,1.0,
03/05/2017,14:00,306,293,1.2,1.2
03/05/2017,14:10,283,,1.8,
03/05/2017,14:20,286,,1.5,
03/05/2017,14:30,306,,1.4,
03/05/2017,14:40,278,,1.5,
03/05/2017,14:50,275,,1.9,
03/05/2017,15:00,292,287,2.2,1.7
03/05/2017,15:10,291,,2.0,
03/05/2017,15:20,288,,1.8,
03/05/2017,15:30,277,,1.5,
03/05/2017,15:40,270,,2.2,
03/05/2017,15:50,262,,1.6,
03/05/2017,16:00,267,276,1.3,1.7
03/05/2017,16:10,283,,0.9,
03/05/2017,16:20,268,,0.7,
03/05/2017,16:30,261,,1.3,
03/05/2017,16:40,272,,2.2,
03/05/2017,16:50,289,,1.6,
03/05/2017,17:00,301,279,1.9,1.4
03/05/2017,17:10,300,,1.6,
03/05/2017,17:20,297,,1.5,
03/05/2017,17:30,291,,1.0,
03/05/2017,17:40,286,,0.7,
03/05/2017,17:50,302,,0.7,
03/05/2017,18:00,335,302,0.3,1.0
03/05/2017,18:10,354,,0.5,
03/05/2017,18:20,330,,0.5,
03/05/2017,18:30,318,,0.6,
03/05/2017,18:40,307,,0.5,
03/05/2017,18:50,310,,0.5,
03/05/2017,19:00,313,322,0.3,0.5
03/05/2017,19:10,283,,0.2,
03/05/2017,19:20,298,,0.3,
03/05/2017,19:30,323,,0.3,
03/05/2017,19:40,313,,0.3,
03/05/2017,19:50,317,,0.5,
03/05/2017,20:00,286,303,0.3,0.3
03/05/2017,20:10,2,,0.1,
03/05/2017,20:20,93,,0.4,
03/05/2017,20:30,99,,0.6,
03/05/2017,20:40,127,,0.4,
03/05/2017,20:50,126,,0.4,
03/05/2017,21:00,111,93,0.4,0.4
03/05/2017,21:10,105,,0.5,
03/05/2017,21:20,107,,0.8,
03/05/2017,21:30,104,,0.7,
03/05/2017,21:40,208,,0.3,
03/05/2017,21:50,139,,0.3,
03/05/2017,22:00,51,119,0.2,0.5
03/05/2017,22:10,98,,0.2,
03/05/2017,22:20,108,,0.4,
03/05/2017,22:30,22,,0.3,
03/05/2017,22:40,3,,0.6,
03/05/2017,22:50,351,,0.5,
03/05/2017,23:00,333,153,0.5,0.4
03/05/2017,23:10,347,,0.5,
03/05/2017,23:20,326,,0.5,
03/05/2017,23:30,344,,0.6,
03/05/2017,23:40,326,,0.5,
03/05/2017,23:50,312,,0.7,
03/05/2017,24:00,306,327,1.2,0.7
04/05/2017,00:10,311,,1.0,
04/05/2017,00:20,314,,0.8,
04/05/2017,00:30,297,,1.3,
04/05/2017,00:40,306,,1.0,
04/05/2017,00:50,297,,1.5,
04/05/2017,01:00,301,,2.1,
04/05/2017,01:10,300,,1.6,
04/05/2017,01:20,308,,1.0,
04/05/2017,01:30,331,,0.9,
04/05/2017,01:40,301,,1.3,
04/05/2017,01:50,298,,1.5,
04/05/2017,02:00,293,305,1.6,1.3
04/05/2017,02:10,324,,1.4,
04/05/2017,02:20,317,,1.3,
04/05/2017,02:30,245,,1.0,
04/05/2017,02:40,230,,1.7,
04/05/2017,02:50,250,,1.2,
04/05/2017,03:00,242,268,0.6,1.2
04/05/2017,03:10,242,,0.4,
04/05/2017,03:20,246,,0.9,
04/05/2017,03:30,242,,1.6,
04/05/2017,03:40,219,,1.4,
04/05/2017,03:50,217,,1.6,
04/05/2017,04:00,219,231,1.7,1.3
04/05/2017,04:10,224,,1.1,
04/05/2017,04:20,216,,1.0,
04/05/2017,04:30,211,,0.9,
04/05/2017,04:40,213,,1.3,
04/05/2017,04:50,213,,1.1,
04/05/2017,05:00,218,216,1.3,1.1
04/05/2017,05:10,217,,1.4,
04/05/2017,05:20,223,,0.9,
04/05/2017,05:30,220,,1.4,
04/05/2017,05:40,221,,1.1,
04/05/2017,05:50,223,,1.2,
04/05/2017,06:00,218,220,1.2,1.2
04/05/2017,06:10,215,,1.4,
04/05/2017,06:20,214,,1.0,
04/05/2017,06:30,229,,0.9,
04/05/2017,06:40,229,,1.2,
04/05/2017,06:50,237,,0.9,
04/05/2017,07:00,246,228,1.2,1.1
04/05/2017,07:10,227,,1.1,
04/05/2017,07:20,227,,1.3,
04/05/2017,07:30,228,,1.3,
04/05/2017,07:40,220,,1.3,
04/05/2017,07:50,238,,1.2,
04/05/2017,08:00,238,230,1.2,1.2
04/05/2017,08:10,223,,1.2,
04/05/2017,08:20,217,,1.5,
04/05/2017,08:30,226,,2.1,
04/05/2017,08:40,223,,1.9,
04/05/2017,08:50,214,,1.4,
04/05/2017,09:00,213,219,1.5,1.6
04/05/2017,09:10,213,,1.4,
04/05/2017,09:20,215,,1.4,
04/05/2017,09:30,227,,1.5,
04/05/2017,09:40,,,,
04/05/2017,09:50,,,,
04/05/2017,10:00,,,,
04/05/2017,10:10,,,,
04/05/2017,10:20,,,,
04/05/2017,10:30,,,,
04/05/2017,10:40,,,,
04/05/2017,10:50,,,,
04/05/2017,11:00,,,,
04/05/2017,11:10,,,,
04/05/2017,11:20,,,,
04/05/2017,11:30,,,,
04/05/2017,11:40,,,,
04/05/2017,11:50,,,,
04/05/2017,12:00,,,,
04/05/2017,12:10,,,,
04/05/2017,12:20,,,,
04/05/2017,12:30,,,,
04/05/2017,12:40,,,,
04/05/2017,12:50,,,,
04/05/2017,13:00,,,,
04/05/2017,13:10,,,,
04/05/2017,13:20,,,,
04/05/2017,13:30,,,,
04/05/2017,13:40,,,,
04/05/2017,13:50,,,,
04/05/2017,14:00,,,,
04/05/2017,14:10,,,,
04/05/2017,14:20,,,,
04/05/2017,14:30,,,,
04/05/2017,14:40,,,,
04/05/2017,14:50,,,,
04/05/2017,15:00,,,,
04/05/2017,15:10,,,,
04/05/2017,15:20,,,,
04/05/2017,15:30,,,,
04/05/2017,15:40,,,,
04/05/2017,15:50,,,,
04/05/2017,16:00,,,,
04/05/2017,16:10,,,,
04/05/2017,16:20,,,,
04/05/2017,16:30,,,,
04/05/2017,16:40,,,,
04/05/2017,16:50,,,,
04/05/2017,17:00,,,,
04/05/2017,17:10,,,,
04/05/2017,17:20,,,,
04/05/2017,17:30,,,,
04/05/2017,17:40,,,,
04/05/2017,17:50,,,,
04/05/2017,18:00,,,,
04/05/2017,18:10,,,,
04/05/2017,18:20,,,,
04/05/2017,18:30,,,,
04/05/2017,18:40,,,,
04/05/2017,18:50,,,,
04/05/2017,19:00,,,,
04/05/2017,19:10,,,,
04/05/2017,19:20,,,,
04/05/2017,19:30,,,,
04/05/2017,19:40,,,,
04/05/2017,19:50,,,,
04/05/2017,20:00,,,,
04/05/2017,20:10,,,,
04/05/2017,20:20,,,,
04/05/2017,20:30,,,,
04/05/2017,20:40,,,,
04/05/2017,20:50,,,,
04/05/2017,21:00,,,,
04/05/2017,21:10,,,,
04/05/2017,21:20,,,,
04/05/2017,21:30,,,,
04/05/2017,21:40,,,,
04/05/2017,21:50,,,,
04/05/2017,22:00,,,,
04/05/2017,22:10,,,,
04/05/2017,22:20,,,,
04/05/2017,22:30,,,,
04/05/2017,22:40,,,,
04/05/2017,22:50,,,,
04/05/2017,23:00,,,,
04/05/2017,23:10,,,,
04/05/2017,23:20,,,,
04/05/2017,23:30,,,,
04/05/2017,23:40,,,,
04/05/2017,23:50,,,,
04/05/2017,24:00,233,,1.6,
05/05/2017,00:10,239,,2.2,
05/05/2017,00:20,225,,1.3,
05/05/2017,00:30,237,,2.2,
05/05/2017,00:40,245,,2.0,
05/05/2017,00:50,245,,2.0,
05/05/2017,01:00,,,,
05/05/2017,01:10,,,,
05/05/2017,01:20,,,,
05/05/2017,01:30,,,,
05/05/2017,01:40,,,,
05/05/2017,01:50,,,,
05/05/2017,02:00,,,,
05/05/2017,02:10,,,,
05/05/2017,02:20,,,,
05/05/2017,02:30,,,,
05/05/2017,02:40,,,,
05/05/2017,02:50,,,,
05/05/2017,03:00,,,,
05/05/2017,03:10,,,,
05/05/2017,03:20,,,,
05/05/2017,03:30,,,,
05/05/2017,03:40,,,,
05/05/2017,03:50,,,,
05/05/2017,04:00,,,,
05/05/2017,04:10,,,,
05/05/2017,04:20,,,,
05/05/2017,04:30,,,,
05/05/2017,04:40,,,,
05/05/2017,04:50,,,,
05/05/2017,05:00,,,,
05/05/2017,05:10,,,,
05/05/2017,05:20,,,,
05/05/2017,05:30,,,,
05/05/2017,05:40,,,,
05/05/2017,05:50,,,,
05/05/2017,06:00,231,,1.3,
05/05/2017,06:10,228,,1.1,
05/05/2017,06:20,224,,1.5,
05/05/2017,06:30,224,,1.6,
05/05/2017,06:40,220,,1.9,
05/05/2017,06:50,227,,1.4,
05/05/2017,07:00,229,225,1.4,1.5
05/05/2017,07:10,220,,1.1,
05/05/2017,07:20,223,,1.0,
05/05/2017,07:30,223,,1.1,
05/05/2017,07:40,217,,1.1,
05/05/2017,07:50,215,,0.9,
05/05/2017,08:00,216,219,1.0,1.0
05/05/2017,08:10,214,,1.1,
05/05/2017,08:20,213,,1.0,
05/05/2017,08:30,215,,1.2,
05/05/2017,08:40,217,,1.1,
05/05/2017,08:50,217,,1.2,
05/05/2017,09:00,214,215,1.1,1.1
05/05/2017,09:10,215,,1.0,
05/05/2017,09:20,217,,1.3,
05/05/2017,09:30,211,,0.9,
05/05/2017,09:40,215,,1.0,
05/05/2017,09:50,219,,1.3,
05/05/2017,10:00,215,215,1.3,1.1
05/05/2017,10:10,220,,1.3,
05/05/2017,10:20,216,,1.5,
05/05/2017,10:30,216,,1.3,
05/05/2017,10:40,220,,1.3,
05/05/2017,10:50,203,,1.2,
05/05/2017,11:00,200,213,0.9,1.3
05/05/2017,11:10,198,,0.6,
05/05/2017,11:20,186,,0.7,
05/05/2017,11:30,191,,0.9,
05/05/2017,11:40,184,,1.0,
05/05/2017,11:50,189,,1.1,
05/05/2017,12:00,197,191,0.9,0.9
05/05/2017,12:10,199,,1.0,
05/05/2017,12:20,209,,1.4,
05/05/2017,12:30,220,,1.7,
05/05/2017,12:40,211,,1.4,
05/05/2017,12:50,217,,1.3,
05/05/2017,13:00,216,212,1.5,1.4
05/05/2017,13:10,196,,1.3,
05/05/2017,13:20,199,,1.3,
05/05/2017,13:30,214,,1.5,
05/05/2017,13:40,200,,1.5,
05/05/2017,13:50,195,,1.5,
05/05/2017,14:00,194,200,1.3,1.4
05/05/2017,14:10,195,,1.2,
05/05/2017,14:20,194,,1.2,
05/05/2017,14:30,192,,1.2,
05/05/2017,14:40,188,,1.3,
05/05/2017,14:50,199,,1.2,
05/05/2017,15:00,191,193,1.0,1.2
05/05/2017,15:10,194,,1.4,
05/05/2017,15:20,202,,1.1,
05/05/2017,15:30,198,,1.1,
05/05/2017,15:40,197,,1.0,
05/05/2017,15:50,192,,1.0,
05/05/2017,16:00,192,196,0.8,1.1
05/05/2017,16:10,199,,1.0,
05/05/2017,16:20,202,,0.8,
05/05/2017,16:30,198,,0.7,
05/05/2017,16:40,203,,0.8,
05/05/2017,16:50,209,,0.8,
05/05/2017,17:00,202,202,0.8,0.8
05/05/2017,17:10,208,,0.7,
05/05/2017,17:20,202,,0.7,
05/05/2017,17:30,206,,0.7,
05/05/2017,17:40,202,,0.5,
05/05/2017,17:50,208,,0.5,
05/05/2017,18:00,214,207,0.5,0.6
05/05/2017,18:10,222,,0.4,
05/05/2017,18:20,228,,0.3,
05/05/2017,18:30,266,,0.6,
05/05/2017,18:40,272,,0.7,
05/05/2017,18:50,301,,0.4,
05/05/2017,19:00,315,267,0.7,0.5
05/05/2017,19:10,299,,0.8,
05/05/2017,19:20,296,,0.7,
05/05/2017,19:30,265,,0.9,
05/05/2017,19:40,247,,0.4,
05/05/2017,19:50,276,,0.5,
05/05/2017,20:00,296,280,0.6,0.7
05/05/2017,20:10,30,,0.4,
05/05/2017,20:20,286,,0.8,
05/05/2017,20:30,278,,0.6,
05/05/2017,20:40,253,,1.2,
05/05/2017,20:50,262,,1.1,
05/05/2017,21:00,256,227,1.2,0.9
05/05/2017,21:10,253,,1.3,
05/05/2017,21:20,249,,0.9,
05/05/2017,21:30,244,,1.0,
05/05/2017,21:40,218,,0.3,
05/05/2017,21:50,286,,0.2,
05/05/2017,22:00,265,253,0.7,0.7
05/05/2017,22:10,227,,0.2,
05/05/2017,22:20,298,,0.3,
05/05/2017,22:30,242,,0.4,
05/05/2017,22:40,269,,0.7,
05/05/2017,22:50,251,,0.9,
05/05/2017,23:00,240,255,0.7,0.5
05/05/2017,23:10,205,,0.4,
05/05/2017,23:20,189,,0.3,
05/05/2017,23:30,142,,0.5,
05/05/2017,23:40,169,,0.3,
05/05/2017,23:50,201,,0.2,
05/05/2017,24:00,200,184,0.2,0.3
06/05/2017,00:10,147,,0.2,
06/05/2017,00:20,263,,0.2,
06/05/2017,00:30,256,,0.7,
06/05/2017,00:40,277,,0.4,
06/05/2017,00:50,253,,0.9,
06/05/2017,01:00,216,,0.3,
06/05/2017,01:10,227,,0.2,
06/05/2017,01:20,172,,0.2,
06/05/2017,01:30,346,,0.1,
06/05/2017,01:40,286,,0.4,
06/05/2017,01:50,210,,0.4,
06/05/2017,02:00,213,242,0.2,0.2
06/05/2017,02:10,157,,0.1,
