"Table for Henderson Time Range: 01/05/2017 00:00 to 01/06/2017 00:00"
"Source",,,"AC Henderson WDR_RAW 10min average",,"AC Henderson WSP_RAW 10min average"
"Date","Time","AC Henderson WDR_RAW 10min average [°]","AC Henderson WDR_RAW 1h average [°]","AC Henderson WSP_RAW 10min average [m/s]","AC Henderson WSP_RAW 1h average [m/s]"
26/05/2017,03:10,198,,0.5,
26/05/2017,03:20,192,,0.4,
26/05/2017,03:30,191,,0.6,
26/05/2017,03:40,194,,0.4,
26/05/2017,03:50,186,,0.7,
26/05/2017,04:00,195,193,0.5,0.5
26/05/2017,04:10,198,,0.6,
26/05/2017,04:20,194,,0.5,
26/05/2017,04:30,187,,0.6,
26/05/2017,04:40,201,,0.5,
26/05/2017,04:50,195,,0.5,
26/05/2017,05:00,187,193,0.6,0.5
26/05/2017,05:10,182,,0.5,
26/05/2017,05:20,191,,0.6,
26/05/2017,05:30,188,,0.6,
26/05/2017,05:40,186,,0.5,
26/05/2017,05:50,189,,0.6,
26/05/2017,06:00,194,188,0.5,0.6
26/05/2017,06:10,200,,0.5,
26/05/2017,06:20,193,,0.5,
26/05/2017,06:30,188,,0.5,
26/05/2017,06:40,195,,0.5,
26/05/2017,06:50,190,,0.5,
26/05/2017,07:00,203,195,0.2,0.5
26/05/2017,07:10,187,,0.5,
26/05/2017,07:20,185,,0.5,
26/05/2017,07:30,190,,0.6,
26/05/2017,07:40,228,,0.4,
26/05/2017,07:50,261,,0.4,
26/05/2017,08:00,176,205,0.4,0.5
26/05/2017,08:10,187,,0.5,
26/05/2017,08:20,201,,0.3,
26/05/2017,08:30,206,,0.3,
26/05/2017,08:40,215,,0.4,
26/05/2017,08:50,203,,0.3,
26/05/2017,09:00,158,195,0.3,0.4
26/05/2017,09:10,118,,1.0,
26/05/2017,09:20,99,,1.6,
26/05/2017,09:30,97,,1.3,
26/05/2017,09:40,99,,1.4,
26/05/2017,09:50,90,,1.3,
26/05/2017,10:00,82,97,1.2,1.3
26/05/2017,10:10,87,,1.0,
26/05/2017,10:20,86,,1.6,
26/05/2017,10:30,93,,1.8,
26/05/2017,10:40,85,,1.7,
26/05/2017,10:50,91,,2.1,
26/05/2017,11:00,81,87,2.1,1.7
26/05/2017,11:10,102,,2.0,
26/05/2017,11:20,94,,2.0,
26/05/2017,11:30,76,,1.9,
26/05/2017,11:40,73,,2.4,
26/05/2017,11:50,72,,2.4,
26/05/2017,12:00,57,79,3.3,2.4
26/05/2017,12:10,62,,2.9,
26/05/2017,12:20,64,,3.3,
26/05/2017,12:30,54,,3.5,
26/05/2017,12:40,49,,3.6,
26/05/2017,12:50,54,,3.5,
26/05/2017,13:00,59,57,3.0,3.3
26/05/2017,13:10,59,,3.2,
26/05/2017,13:20,64,,3.3,
26/05/2017,13:30,50,,3.5,
26/05/2017,13:40,56,,3.5,
26/05/2017,13:50,52,,3.1,
26/05/2017,14:00,50,55,3.3,3.3
26/05/2017,14:10,57,,3.2,
26/05/2017,14:20,58,,4.1,
26/05/2017,14:30,53,,3.1,
26/05/2017,14:40,59,,3.7,
26/05/2017,14:50,61,,2.9,
26/05/2017,15:00,65,59,3.1,3.3
26/05/2017,15:10,54,,2.8,
26/05/2017,15:20,67,,3.0,
26/05/2017,15:30,65,,3.3,
26/05/2017,15:40,63,,3.3,
26/05/2017,15:50,66,,3.1,
26/05/2017,16:00,65,63,3.2,3.1
26/05/2017,16:10,66,,3.4,
26/05/2017,16:20,64,,3.2,
26/05/2017,16:30,62,,3.2,
26/05/2017,16:40,59,,2.6,
26/05/2017,16:50,64,,2.9,
26/05/2017,17:00,65,63,2.9,3.0
26/05/2017,17:10,64,,2.6,
26/05/2017,17:20,65,,2.9,
26/05/2017,17:30,69,,2.2,
26/05/2017,17:40,67,,2.4,
26/05/2017,17:50,67,,2.3,
26/05/2017,18:00,74,68,2.0,2.4
26/05/2017,18:10,68,,1.8,
26/05/2017,18:20,77,,1.8,
26/05/2017,18:30,77,,1.5,
26/05/2017,18:40,71,,2.2,
26/05/2017,18:50,74,,1.8,
26/05/2017,19:00,71,73,1.9,1.8
26/05/2017,19:10,71,,2.0,
26/05/2017,19:20,71,,1.9,
26/05/2017,19:30,71,,2.3,
26/05/2017,19:40,72,,1.9,
26/05/2017,19:50,69,,1.9,
26/05/2017,20:00,79,72,1.6,2.0
26/05/2017,20:10,76,,1.4,
26/05/2017,20:20,75,,2.1,
26/05/2017,20:30,69,,2.3,
26/05/2017,20:40,74,,1.5,
26/05/2017,20:50,75,,1.9,
26/05/2017,21:00,73,74,2.3,1.9
26/05/2017,21:10,69,,2.5,
26/05/2017,21:20,66,,2.9,
26/05/2017,21:30,72,,2.3,
26/05/2017,21:40,70,,2.5,
26/05/2017,21:50,65,,2.3,
26/05/2017,22:00,53,66,2.0,2.4
26/05/2017,22:10,54,,2.0,
26/05/2017,22:20,50,,1.8,
26/05/2017,22:30,59,,1.4,
26/05/2017,22:40,64,,1.0,
26/05/2017,22:50,69,,0.7,
26/05/2017,23:00,62,60,0.6,1.2
26/05/2017,23:10,101,,0.5,
26/05/2017,23:20,245,,0.4,
26/05/2017,23:30,165,,0.1,
26/05/2017,23:40,110,,0.9,
26/05/2017,23:50,84,,0.3,
26/05/2017,24:00,138,140,0.1,0.4
27/05/2017,00:10,80,,0.4,
27/05/2017,00:20,112,,0.8,
27/05/2017,00:30,129,,0.6,
27/05/2017,00:40,167,,0.3,
27/05/2017,00:50,145,,0.7,
27/05/2017,01:00,167,,0.3,
27/05/2017,01:10,168,,0.4,
27/05/2017,01:20,153,,0.4,
27/05/2017,01:30,161,,0.6,
27/05/2017,01:40,155,,0.5,
27/05/2017,01:50,160,,0.4,
27/05/2017,02:00,190,164,0.3,0.4
27/05/2017,02:10,196,,0.4,
27/05/2017,02:20,197,,0.4,
27/05/2017,02:30,195,,0.3,
27/05/2017,02:40,198,,0.4,
27/05/2017,02:50,187,,0.4,
27/05/2017,03:00,184,193,0.3,0.4
27/05/2017,03:10,184,,0.3,
27/05/2017,03:20,180,,0.3,
27/05/2017,03:30,156,,0.7,
27/05/2017,03:40,157,,0.6,
27/05/2017,03:50,152,,1.0,
27/05/2017,04:00,175,167,0.4,0.5
27/05/2017,04:10,171,,0.3,
27/05/2017,04:20,203,,0.2,
27/05/2017,04:30,168,,0.3,
27/05/2017,04:40,193,,0.3,
27/05/2017,04:50,161,,0.5,
27/05/2017,05:00,158,176,0.6,0.4
27/05/2017,05:10,183,,0.3,
27/05/2017,05:20,198,,0.3,
27/05/2017,05:30,202,,0.3,
27/05/2017,05:40,145,,0.9,
27/05/2017,05:50,157,,0.5,
27/05/2017,06:00,163,175,0.4,0.5
27/05/2017,06:10,207,,0.1,
27/05/2017,06:20,206,,0.3,
27/05/2017,06:30,190,,0.4,
27/05/2017,06:40,201,,0.3,
27/05/2017,06:50,298,,0.1,
27/05/2017,07:00,213,219,0.2,0.2
27/05/2017,07:10,150,,0.8,
27/05/2017,07:20,181,,0.2,
27/05/2017,07:30,216,,0.2,
27/05/2017,07:40,222,,0.2,
27/05/2017,07:50,199,,0.2,
27/05/2017,08:00,164,189,0.5,0.3
27/05/2017,08:10,155,,1.0,
27/05/2017,08:20,150,,0.8,
27/05/2017,08:30,162,,0.4,
27/05/2017,08:40,177,,0.3,
27/05/2017,08:50,159,,0.4,
27/05/2017,09:00,133,156,0.9,0.6
27/05/2017,09:10,132,,0.8,
27/05/2017,09:20,157,,0.5,
27/05/2017,09:30,86,,0.5,
27/05/2017,09:40,91,,0.9,
27/05/2017,09:50,91,,0.6,
27/05/2017,10:00,29,98,0.4,0.6
27/05/2017,10:10,4,,0.4,
27/05/2017,10:20,87,,0.6,
27/05/2017,10:30,327,,0.4,
27/05/2017,10:40,315,,0.9,
27/05/2017,10:50,285,,1.4,
27/05/2017,11:00,329,224,0.9,0.8
27/05/2017,11:10,302,,1.1,
27/05/2017,11:20,286,,1.2,
27/05/2017,11:30,279,,1.2,
27/05/2017,11:40,299,,1.6,
27/05/2017,11:50,296,,1.8,
27/05/2017,12:00,270,289,2.1,1.5
27/05/2017,12:10,256,,1.3,
27/05/2017,12:20,254,,2.4,
27/05/2017,12:30,266,,2.7,
27/05/2017,12:40,266,,2.5,
27/05/2017,12:50,287,,2.5,
27/05/2017,13:00,265,266,3.1,2.4
27/05/2017,13:10,277,,2.9,
27/05/2017,13:20,265,,3.2,
27/05/2017,13:30,261,,3.4,
27/05/2017,13:40,262,,3.2,
27/05/2017,13:50,266,,2.9,
27/05/2017,14:00,269,267,2.3,3.0
27/05/2017,14:10,276,,2.8,
27/05/2017,14:20,278,,2.6,
27/05/2017,14:30,265,,2.7,
27/05/2017,14:40,269,,3.1,
27/05/2017,14:50,268,,2.9,
27/05/2017,15:00,268,271,3.2,2.9
27/05/2017,15:10,265,,3.1,
27/05/2017,15:20,269,,2.6,
27/05/2017,15:30,256,,2.1,
27/05/2017,15:40,273,,2.1,
27/05/2017,15:50,272,,2.5,
27/05/2017,16:00,273,268,2.4,2.5
27/05/2017,16:10,260,,2.3,
27/05/2017,16:20,266,,1.5,
27/05/2017,16:30,262,,1.3,
27/05/2017,16:40,262,,1.7,
27/05/2017,16:50,264,,1.8,
27/05/2017,17:00,266,263,1.7,1.7
27/05/2017,17:10,266,,1.7,
27/05/2017,17:20,265,,1.4,
27/05/2017,17:30,269,,1.7,
27/05/2017,17:40,271,,1.3,
27/05/2017,17:50,281,,0.9,
27/05/2017,18:00,277,272,0.7,1.3
27/05/2017,18:10,245,,0.6,
27/05/2017,18:20,252,,1.2,
27/05/2017,18:30,277,,1.3,
27/05/2017,18:40,295,,1.0,
27/05/2017,18:50,297,,1.3,
27/05/2017,19:00,272,273,1.0,1.1
27/05/2017,19:10,258,,1.3,
27/05/2017,19:20,254,,1.2,
27/05/2017,19:30,263,,1.2,
27/05/2017,19:40,270,,1.3,
27/05/2017,19:50,252,,0.8,
27/05/2017,20:00,211,251,0.3,1.0
27/05/2017,20:10,210,,0.2,
27/05/2017,20:20,269,,0.4,
27/05/2017,20:30,302,,0.3,
27/05/2017,20:40,344,,0.3,
27/05/2017,20:50,11,,0.3,
27/05/2017,21:00,308,241,0.5,0.3
27/05/2017,21:10,292,,0.8,
27/05/2017,21:20,297,,1.1,
27/05/2017,21:30,280,,0.8,
27/05/2017,21:40,290,,0.9,
27/05/2017,21:50,283,,0.9,
27/05/2017,22:00,280,287,0.7,0.9
27/05/2017,22:10,249,,0.5,
27/05/2017,22:20,288,,0.6,
27/05/2017,22:30,278,,0.7,
27/05/2017,22:40,213,,0.4,
27/05/2017,22:50,269,,0.4,
27/05/2017,23:00,291,265,0.7,0.6
27/05/2017,23:10,287,,0.9,
27/05/2017,23:20,269,,0.5,
27/05/2017,23:30,273,,0.5,
27/05/2017,23:40,282,,0.6,
27/05/2017,23:50,276,,1.0,
27/05/2017,24:00,276,277,1.1,0.8
28/05/2017,00:10,277,,1.0,
28/05/2017,00:20,273,,1.4,
28/05/2017,00:30,270,,0.6,
28/05/2017,00:40,226,,0.2,
28/05/2017,00:50,239,,0.3,
28/05/2017,01:00,247,,0.5,
28/05/2017,01:10,215,,0.2,
28/05/2017,01:20,256,,0.4,
28/05/2017,01:30,260,,0.4,
28/05/2017,01:40,235,,0.2,
28/05/2017,01:50,101,,0.1,
28/05/2017,02:00,92,193,0.2,0.2
28/05/2017,02:10,38,,0.2,
28/05/2017,02:20,347,,0.6,
28/05/2017,02:30,108,,0.5,
28/05/2017,02:40,1,,0.3,
28/05/2017,02:50,334,,0.3,
28/05/2017,03:00,268,183,0.1,0.3
28/05/2017,03:10,307,,0.5,
28/05/2017,03:20,305,,0.6,
28/05/2017,03:30,319,,0.2,
28/05/2017,03:40,300,,0.5,
28/05/2017,03:50,273,,0.7,
28/05/2017,04:00,261,294,1.0,0.6
28/05/2017,04:10,252,,0.9,
28/05/2017,04:20,259,,0.7,
28/05/2017,04:30,184,,0.2,
28/05/2017,04:40,303,,0.1,
28/05/2017,04:50,299,,0.3,
28/05/2017,05:00,312,268,0.2,0.4
28/05/2017,05:10,206,,0.1,
28/05/2017,05:20,317,,0.3,
28/05/2017,05:30,309,,0.4,
28/05/2017,05:40,283,,0.2,
28/05/2017,05:50,268,,0.4,
28/05/2017,06:00,293,279,0.7,0.3
28/05/2017,06:10,219,,0.2,
28/05/2017,06:20,47,,0.1,
28/05/2017,06:30,17,,0.2,
28/05/2017,06:40,298,,0.5,
28/05/2017,06:50,279,,0.5,
28/05/2017,07:00,268,188,0.6,0.3
28/05/2017,07:10,293,,0.9,
28/05/2017,07:20,271,,0.7,
28/05/2017,07:30,283,,0.8,
28/05/2017,07:40,274,,0.9,
28/05/2017,07:50,287,,0.8,
28/05/2017,08:00,258,278,0.5,0.7
28/05/2017,08:10,166,,0.3,
28/05/2017,08:20,205,,0.1,
28/05/2017,08:30,254,,0.4,
28/05/2017,08:40,306,,0.2,
28/05/2017,08:50,317,,0.5,
28/05/2017,09:00,288,256,0.8,0.4
28/05/2017,09:10,255,,0.4,
28/05/2017,09:20,288,,0.6,
28/05/2017,09:30,288,,1.2,
28/05/2017,09:40,289,,1.1,
28/05/2017,09:50,285,,1.7,
28/05/2017,10:00,272,280,1.2,1.0
28/05/2017,10:10,255,,1.0,
28/05/2017,10:20,251,,1.0,
28/05/2017,10:30,239,,0.9,
28/05/2017,10:40,261,,0.9,
28/05/2017,10:50,279,,1.0,
28/05/2017,11:00,252,256,1.4,1.0
28/05/2017,11:10,265,,1.0,
28/05/2017,11:20,285,,1.3,
28/05/2017,11:30,291,,2.3,
28/05/2017,11:40,272,,1.9,
28/05/2017,11:50,147,,1.2,
28/05/2017,12:00,173,239,0.7,1.4
28/05/2017,12:10,137,,0.6,
28/05/2017,12:20,119,,0.6,
28/05/2017,12:30,101,,1.1,
28/05/2017,12:40,109,,0.9,
28/05/2017,12:50,123,,1.4,
28/05/2017,13:00,121,118,1.4,1.0
28/05/2017,13:10,126,,0.5,
28/05/2017,13:20,236,,0.8,
28/05/2017,13:30,210,,0.4,
28/05/2017,13:40,209,,0.2,
28/05/2017,13:50,249,,0.1,
28/05/2017,14:00,288,220,0.2,0.4
28/05/2017,14:10,337,,0.3,
28/05/2017,14:20,360,,0.3,
28/05/2017,14:30,313,,1.0,
28/05/2017,14:40,305,,0.8,
28/05/2017,14:50,258,,1.0,
28/05/2017,15:00,277,308,0.5,0.7
28/05/2017,15:10,290,,0.2,
28/05/2017,15:20,1,,0.3,
28/05/2017,15:30,192,,0.4,
28/05/2017,15:40,142,,1.2,
28/05/2017,15:50,143,,1.2,
28/05/2017,16:00,157,154,0.5,0.6
28/05/2017,16:10,139,,1.0,
28/05/2017,16:20,332,,0.4,
28/05/2017,16:30,101,,0.6,
28/05/2017,16:40,135,,0.7,
28/05/2017,16:50,119,,0.5,
28/05/2017,17:00,226,175,0.2,0.5
28/05/2017,17:10,214,,0.3,
28/05/2017,17:20,211,,0.2,
28/05/2017,17:30,211,,0.2,
28/05/2017,17:40,186,,0.3,
28/05/2017,17:50,201,,0.2,
28/05/2017,18:00,191,202,0.2,0.2
28/05/2017,18:10,204,,0.2,
28/05/2017,18:20,207,,0.2,
28/05/2017,18:30,257,,0.3,
28/05/2017,18:40,272,,0.6,
28/05/2017,18:50,280,,0.4,
28/05/2017,19:00,299,253,0.6,0.4
28/05/2017,19:10,299,,0.8,
28/05/2017,19:20,303,,0.5,
28/05/2017,19:30,277,,0.8,
28/05/2017,19:40,274,,0.6,
28/05/2017,19:50,276,,0.9,
28/05/2017,20:00,282,285,0.6,0.7
28/05/2017,20:10,262,,0.9,
28/05/2017,20:20,268,,0.6,
28/05/2017,20:30,242,,0.5,
28/05/2017,20:40,250,,0.3,
28/05/2017,20:50,238,,0.1,
28/05/2017,21:00,281,257,0.0,0.4
28/05/2017,21:10,292,,0.3,
28/05/2017,21:20,297,,0.5,
28/05/2017,21:30,257,,0.3,
28/05/2017,21:40,216,,0.2,
28/05/2017,21:50,241,,0.1,
28/05/2017,22:00,236,257,0.2,0.2
28/05/2017,22:10,213,,0.2,
28/05/2017,22:20,216,,0.2,
28/05/2017,22:30,174,,0.2,
28/05/2017,22:40,206,,0.1,
28/05/2017,22:50,208,,0.1,
28/05/2017,23:00,91,185,0.1,0.2
28/05/2017,23:10,178,,0.1,
28/05/2017,23:20,164,,0.2,
28/05/2017,23:30,223,,0.3,
28/05/2017,23:40,248,,0.4,
28/05/2017,23:50,262,,0.2,
28/05/2017,24:00,266,223,0.8,0.3
29/05/2017,00:10,276,,0.4,
29/05/2017,00:20,259,,0.7,
29/05/2017,00:30,24,,0.2,
29/05/2017,00:40,269,,0.7,
29/05/2017,00:50,270,,0.8,
29/05/2017,01:00,286,,0.3,
29/05/2017,01:10,243,,0.1,
29/05/2017,01:20,33,,0.2,
29/05/2017,01:30,254,,0.3,
29/05/2017,01:40,183,,0.3,
29/05/2017,01:50,199,,0.3,
29/05/2017,02:00,197,185,0.3,0.3
29/05/2017,02:10,190,,0.3,
29/05/2017,02:20,67,,0.3,
29/05/2017,02:30,183,,0.2,
29/05/2017,02:40,122,,0.3,
29/05/2017,02:50,169,,0.2,
29/05/2017,03:00,201,155,0.2,0.2
29/05/2017,03:10,240,,0.3,
29/05/2017,03:20,250,,0.5,
29/05/2017,03:30,280,,0.5,
29/05/2017,03:40,303,,0.6,
29/05/2017,03:50,271,,0.7,
29/05/2017,04:00,241,264,0.4,0.5
29/05/2017,04:10,213,,0.3,
29/05/2017,04:20,205,,0.4,
29/05/2017,04:30,156,,0.6,
29/05/2017,04:40,166,,0.3,
29/05/2017,04:50,189,,0.3,
29/05/2017,05:00,234,194,0.2,0.4
29/05/2017,05:10,301,,0.9,
29/05/2017,05:20,284,,0.6,
29/05/2017,05:30,267,,1.1,
29/05/2017,05:40,243,,0.5,
29/05/2017,05:50,272,,0.3,
29/05/2017,06:00,335,284,0.2,0.6
29/05/2017,06:10,191,,0.1,
29/05/2017,06:20,204,,0.3,
29/05/2017,06:30,185,,0.3,
29/05/2017,06:40,202,,0.3,
29/05/2017,06:50,263,,0.4,
29/05/2017,07:00,249,216,0.8,0.4
29/05/2017,07:10,252,,0.5,
29/05/2017,07:20,298,,0.4,
29/05/2017,07:30,271,,0.3,
29/05/2017,07:40,172,,0.2,
29/05/2017,07:50,116,,0.3,
29/05/2017,08:00,32,190,0.2,0.3
29/05/2017,08:10,311,,0.7,
29/05/2017,08:20,305,,0.5,
29/05/2017,08:30,308,,0.4,
29/05/2017,08:40,271,,0.6,
29/05/2017,08:50,257,,0.5,
29/05/2017,09:00,252,284,0.8,0.6
29/05/2017,09:10,275,,0.5,
29/05/2017,09:20,267,,0.8,
29/05/2017,09:30,241,,0.4,
29/05/2017,09:40,133,,0.3,
29/05/2017,09:50,190,,0.4,
29/05/2017,10:00,208,219,0.4,0.5
29/05/2017,10:10,196,,0.4,
29/05/2017,10:20,121,,1.0,
29/05/2017,10:30,128,,1.0,
29/05/2017,10:40,124,,0.9,
29/05/2017,10:50,104,,0.7,
29/05/2017,11:00,93,128,0.4,0.7
29/05/2017,11:10,69,,0.5,
29/05/2017,11:20,350,,0.4,
29/05/2017,11:30,323,,0.7,
29/05/2017,11:40,23,,0.6,
29/05/2017,11:50,322,,0.6,
29/05/2017,12:00,142,205,0.0,0.5
29/05/2017,12:10,115,,1.9,
29/05/2017,12:20,117,,2.1,
29/05/2017,12:30,123,,2.0,
29/05/2017,12:40,137,,2.1,
29/05/2017,12:50,142,,1.3,
29/05/2017,13:00,129,127,0.8,1.7
29/05/2017,13:10,130,,0.6,
29/05/2017,13:20,78,,0.7,
29/05/2017,13:30,87,,0.7,
29/05/2017,13:40,18,,0.7,
29/05/2017,13:50,297,,0.4,
29/05/2017,14:00,73,114,0.8,0.7
29/05/2017,14:10,155,,0.7,
29/05/2017,14:20,312,,1.1,
29/05/2017,14:30,267,,2.1,
29/05/2017,14:40,234,,1.5,
29/05/2017,14:50,213,,0.7,
29/05/2017,15:00,210,232,0.7,1.1
29/05/2017,15:10,250,,1.3,
29/05/2017,15:20,261,,2.2,
29/05/2017,15:30,263,,2.0,
29/05/2017,15:40,253,,1.5,
29/05/2017,15:50,243,,1.1,
29/05/2017,16:00,243,252,1.2,1.5
29/05/2017,16:10,262,,2.5,
29/05/2017,16:20,257,,2.1,
29/05/2017,16:30,249,,1.8,
29/05/2017,16:40,246,,1.4,
29/05/2017,16:50,244,,1.3,
29/05/2017,17:00,223,247,1.0,1.7
29/05/2017,17:10,244,,1.0,
29/05/2017,17:20,257,,1.4,
29/05/2017,17:30,244,,0.7,
29/05/2017,17:40,249,,0.8,
29/05/2017,17:50,224,,0.6,
29/05/2017,18:00,219,239,0.6,0.8
29/05/2017,18:10,179,,0.4,
29/05/2017,18:20,159,,0.3,
29/05/2017,18:30,167,,0.2,
29/05/2017,18:40,292,,0.5,
29/05/2017,18:50,291,,0.5,
29/05/2017,19:00,250,223,0.5,0.4
29/05/2017,19:10,271,,0.6,
29/05/2017,19:20,273,,0.5,
29/05/2017,19:30,265,,0.9,
29/05/2017,19:40,278,,0.6,
29/05/2017,19:50,278,,0.8,
29/05/2017,20:00,266,272,0.8,0.7
29/05/2017,20:10,258,,0.4,
29/05/2017,20:20,263,,0.5,
29/05/2017,20:30,264,,0.3,
29/05/2017,20:40,304,,0.4,
29/05/2017,20:50,285,,0.5,
29/05/2017,21:00,256,272,0.3,0.4
29/05/2017,21:10,240,,0.2,
29/05/2017,21:20,218,,0.2,
29/05/2017,21:30,190,,0.2,
29/05/2017,21:40,237,,0.3,
29/05/2017,21:50,227,,0.3,
29/05/2017,22:00,251,227,0.4,0.3
29/05/2017,22:10,212,,0.2,
29/05/2017,22:20,185,,0.3,
29/05/2017,22:30,293,,0.2,
29/05/2017,22:40,255,,0.3,
29/05/2017,22:50,271,,0.4,
29/05/2017,23:00,328,257,0.3,0.3
29/05/2017,23:10,340,,0.4,
29/05/2017,23:20,356,,0.2,
29/05/2017,23:30,280,,0.9,
29/05/2017,23:40,261,,0.7,
29/05/2017,23:50,235,,0.6,
29/05/2017,24:00,237,285,0.3,0.5
30/05/2017,00:10,277,,0.1,
30/05/2017,00:20,326,,0.5,
30/05/2017,00:30,282,,0.9,
30/05/2017,00:40,283,,0.9,
30/05/2017,00:50,269,,1.0,
30/05/2017,01:00,250,,0.8,
30/05/2017,01:10,257,,0.7,
30/05/2017,01:20,198,,0.1,
30/05/2017,01:30,189,,0.1,
30/05/2017,01:40,282,,0.2,
30/05/2017,01:50,271,,0.4,
30/05/2017,02:00,280,246,0.9,0.4
30/05/2017,02:10,269,,0.9,
30/05/2017,02:20,267,,1.1,
30/05/2017,02:30,284,,0.7,
30/05/2017,02:40,259,,1.0,
30/05/2017,02:50,261,,1.1,
30/05/2017,03:00,209,258,0.5,0.9
30/05/2017,03:10,254,,0.9,
30/05/2017,03:20,232,,0.5,
30/05/2017,03:30,271,,0.9,
30/05/2017,03:40,226,,0.5,
30/05/2017,03:50,205,,0.4,
30/05/2017,04:00,292,247,0.9,0.7
30/05/2017,04:10,276,,0.4,
30/05/2017,04:20,277,,0.1,
30/05/2017,04:30,245,,0.3,
30/05/2017,04:40,256,,0.3,
30/05/2017,04:50,267,,0.4,
30/05/2017,05:00,213,256,0.1,0.2
30/05/2017,05:10,285,,0.7,
30/05/2017,05:20,274,,0.7,
30/05/2017,05:30,281,,0.6,
30/05/2017,05:40,215,,0.5,
30/05/2017,05:50,194,,0.3,
30/05/2017,06:00,286,256,0.2,0.5
30/05/2017,06:10,310,,0.6,
30/05/2017,06:20,257,,0.5,
30/05/2017,06:30,246,,0.6,
30/05/2017,06:40,255,,0.5,
30/05/2017,06:50,286,,0.6,
30/05/2017,07:00,261,269,0.4,0.5
30/05/2017,07:10,286,,0.4,
30/05/2017,07:20,277,,0.3,
30/05/2017,07:30,297,,1.0,
30/05/2017,07:40,290,,0.8,
30/05/2017,07:50,297,,0.6,
30/05/2017,08:00,233,280,0.3,0.6
30/05/2017,08:10,297,,0.3,
30/05/2017,08:20,322,,0.3,
30/05/2017,08:30,57,,0.3,
30/05/2017,08:40,9,,0.8,
30/05/2017,08:50,323,,0.6,
30/05/2017,09:00,307,219,0.6,0.5
30/05/2017,09:10,328,,0.6,
30/05/2017,09:20,303,,0.9,
30/05/2017,09:30,300,,1.3,
30/05/2017,09:40,297,,1.4,
30/05/2017,09:50,312,,1.0,
30/05/2017,10:00,334,312,0.8,1.0
30/05/2017,10:10,347,,1.1,
30/05/2017,10:20,307,,1.1,
30/05/2017,10:30,302,,1.4,
30/05/2017,10:40,345,,1.2,
30/05/2017,10:50,323,,1.4,
30/05/2017,11:00,305,321,2.1,1.4
30/05/2017,11:10,293,,2.0,
30/05/2017,11:20,327,,1.1,
30/05/2017,11:30,310,,1.5,
30/05/2017,11:40,300,,2.4,
30/05/2017,11:50,308,,2.2,
30/05/2017,12:00,317,309,2.1,1.9
30/05/2017,12:10,318,,1.6,
30/05/2017,12:20,271,,1.7,
30/05/2017,12:30,274,,1.7,
30/05/2017,12:40,300,,2.3,
30/05/2017,12:50,310,,1.6,
30/05/2017,13:00,295,294,2.1,1.8
30/05/2017,13:10,299,,1.9,
30/05/2017,13:20,304,,2.1,
30/05/2017,13:30,301,,2.1,
30/05/2017,13:40,339,,1.5,
30/05/2017,13:50,323,,1.0,
30/05/2017,14:00,327,316,1.2,1.6
30/05/2017,14:10,309,,1.9,
30/05/2017,14:20,300,,2.3,
30/05/2017,14:30,301,,2.2,
30/05/2017,14:40,304,,1.8,
30/05/2017,14:50,306,,1.8,
30/05/2017,15:00,317,306,1.5,1.9
30/05/2017,15:10,310,,1.8,
30/05/2017,15:20,304,,1.3,
30/05/2017,15:30,307,,1.7,
30/05/2017,15:40,306,,1.6,
30/05/2017,15:50,302,,1.3,
30/05/2017,16:00,306,306,1.2,1.5
30/05/2017,16:10,299,,1.7,
30/05/2017,16:20,299,,1.4,
30/05/2017,16:30,297,,1.2,
30/05/2017,16:40,303,,1.2,
30/05/2017,16:50,345,,0.9,
30/05/2017,17:00,323,311,0.6,1.2
30/05/2017,17:10,350,,0.8,
30/05/2017,17:20,300,,0.7,
30/05/2017,17:30,304,,0.5,
30/05/2017,17:40,325,,0.4,
30/05/2017,17:50,350,,0.7,
30/05/2017,18:00,345,329,0.8,0.6
30/05/2017,18:10,342,,0.7,
30/05/2017,18:20,352,,0.9,
30/05/2017,18:30,351,,1.2,
30/05/2017,18:40,6,,0.8,
30/05/2017,18:50,19,,0.8,
30/05/2017,19:00,21,182,0.9,0.9
30/05/2017,19:10,14,,0.5,
30/05/2017,19:20,25,,0.7,
30/05/2017,19:30,71,,1.1,
30/05/2017,19:40,95,,0.4,
30/05/2017,19:50,39,,0.7,
30/05/2017,20:00,302,91,1.0,0.7
30/05/2017,20:10,300,,0.9,
30/05/2017,20:20,290,,0.2,
30/05/2017,20:30,354,,0.6,
30/05/2017,20:40,302,,0.7,
30/05/2017,20:50,308,,0.5,
30/05/2017,21:00,334,315,0.6,0.6
30/05/2017,21:10,314,,0.6,
30/05/2017,21:20,338,,0.7,
30/05/2017,21:30,351,,1.4,
30/05/2017,21:40,59,,1.4,
30/05/2017,21:50,15,,1.2,
30/05/2017,22:00,9,181,0.8,1.0
30/05/2017,22:10,262,,0.5,
30/05/2017,22:20,202,,0.3,
30/05/2017,22:30,286,,0.4,
30/05/2017,22:40,0,,0.2,
30/05/2017,22:50,331,,0.4,
30/05/2017,23:00,328,235,0.6,0.4
30/05/2017,23:10,273,,0.8,
30/05/2017,23:20,250,,1.1,
30/05/2017,23:30,226,,0.3,
30/05/2017,23:40,103,,0.4,
30/05/2017,23:50,353,,0.1,
30/05/2017,24:00,276,247,0.4,0.5
31/05/2017,00:10,241,,0.0,
