"Table for Pakuranga Time Range: 01/07/2017 00:00 to 01/08/2017 00:00"
"Source",,,"AC Pakuranga WDR_RAW 10min average","AC Pakuranga WDR_RAW 1h average",,"AC Pakuranga WSP_RAW 10min average","AC Pakuranga WSP_RAW 1h average"
"Date","Time","AC Pakuranga WDR_RAW 10min average [°]","AC Pakuranga WDR_RAW 1h average [°]","AC Pakuranga WDR_RAW 24h average [°]","AC Pakuranga WSP_RAW 10min average [m/s]","AC Pakuranga WSP_RAW 1h average [m/s]","AC Pakuranga WSP_RAW 24h average [m/s]"
23/07/2017,13:00,306,297,,0.4,0.8,
23/07/2017,13:10,9,,,0.6,,
23/07/2017,13:20,23,,,0.5,,
23/07/2017,13:30,2,,,0.7,,
23/07/2017,13:40,296,,,0.6,,
23/07/2017,13:50,318,,,1.1,,
23/07/2017,14:00,341,165,,0.9,0.7,
23/07/2017,14:10,340,,,1.2,,
23/07/2017,14:20,30,,,0.4,,
23/07/2017,14:30,334,,,0.4,,
23/07/2017,14:40,264,,,1.1,,
23/07/2017,14:50,288,,,1.2,,
23/07/2017,15:00,312,261,,0.7,0.8,
23/07/2017,15:10,306,,,1.1,,
23/07/2017,15:20,290,,,1.0,,
23/07/2017,15:30,264,,,1.1,,
23/07/2017,15:40,256,,,1.4,,
23/07/2017,15:50,272,,,0.9,,
23/07/2017,16:00,261,275,,1.3,1.1,
23/07/2017,16:10,274,,,1.2,,
23/07/2017,16:20,238,,,2.0,,
23/07/2017,16:30,232,,,1.5,,
23/07/2017,16:40,229,,,1.4,,
23/07/2017,16:50,231,,,1.3,,
23/07/2017,17:00,233,239,,1.2,1.4,
23/07/2017,17:10,250,,,1.0,,
23/07/2017,17:20,255,,,1.0,,
23/07/2017,17:30,258,,,1.2,,
23/07/2017,17:40,256,,,1.2,,
23/07/2017,17:50,249,,,1.3,,
23/07/2017,18:00,247,252,,1.1,1.1,
23/07/2017,18:10,227,,,0.7,,
23/07/2017,18:20,224,,,0.8,,
23/07/2017,18:30,266,,,0.5,,
23/07/2017,18:40,257,,,0.7,,
23/07/2017,18:50,261,,,0.7,,
23/07/2017,19:00,237,245,,0.9,0.7,
23/07/2017,19:10,235,,,0.8,,
23/07/2017,19:20,245,,,0.6,,
23/07/2017,19:30,257,,,1.1,,
23/07/2017,19:40,253,,,1.5,,
23/07/2017,19:50,252,,,1.6,,
23/07/2017,20:00,225,244,,1.5,1.2,
23/07/2017,20:10,224,,,1.3,,
23/07/2017,20:20,221,,,1.2,,
23/07/2017,20:30,254,,,0.6,,
23/07/2017,20:40,242,,,0.7,,
23/07/2017,20:50,232,,,1.6,,
23/07/2017,21:00,236,235,,1.5,1.2,
23/07/2017,21:10,235,,,1.6,,
23/07/2017,21:20,252,,,1.4,,
23/07/2017,21:30,233,,,1.3,,
23/07/2017,21:40,230,,,1.7,,
23/07/2017,21:50,222,,,2.8,,
23/07/2017,22:00,224,233,,2.5,1.9,
23/07/2017,22:10,222,,,2.1,,
23/07/2017,22:20,222,,,2.6,,
23/07/2017,22:30,224,,,2.7,,
23/07/2017,22:40,251,,,1.2,,
23/07/2017,22:50,260,,,1.2,,
23/07/2017,23:00,247,238,,0.7,1.7,
23/07/2017,23:10,215,,,0.9,,
23/07/2017,23:20,207,,,0.7,,
23/07/2017,23:30,198,,,0.7,,
23/07/2017,23:40,222,,,0.5,,
23/07/2017,23:50,265,,,0.2,,
23/07/2017,24:00,321,238,240,0.5,0.6,0.9
24/07/2017,00:10,333,,,0.5,,
24/07/2017,00:20,357,,,0.3,,
24/07/2017,00:30,328,,,0.3,,
24/07/2017,00:40,347,,,0.5,,
24/07/2017,00:50,327,,,0.4,,
24/07/2017,01:00,280,329,,0.4,0.4,
24/07/2017,01:10,254,,,1.1,,
24/07/2017,01:20,232,,,0.9,,
24/07/2017,01:30,256,,,0.8,,
24/07/2017,01:40,275,,,0.9,,
24/07/2017,01:50,274,,,0.6,,
24/07/2017,02:00,299,265,,0.3,0.8,
24/07/2017,02:10,279,,,0.9,,
24/07/2017,02:20,257,,,0.8,,
24/07/2017,02:30,257,,,0.6,,
24/07/2017,02:40,285,,,0.7,,
24/07/2017,02:50,292,,,0.3,,
24/07/2017,03:00,281,275,,0.6,0.6,
24/07/2017,03:10,270,,,0.7,,
24/07/2017,03:20,286,,,0.6,,
24/07/2017,03:30,286,,,0.5,,
24/07/2017,03:40,312,,,0.4,,
24/07/2017,03:50,278,,,0.7,,
24/07/2017,04:00,285,286,,0.6,0.6,
24/07/2017,04:10,327,,,0.3,,
24/07/2017,04:20,5,,,0.3,,
24/07/2017,04:30,354,,,0.3,,
24/07/2017,04:40,241,,,0.6,,
24/07/2017,04:50,242,,,1.0,,
24/07/2017,05:00,250,237,,0.7,0.6,
24/07/2017,05:10,265,,,0.6,,
24/07/2017,05:20,255,,,0.4,,
24/07/2017,05:30,21,,,0.3,,
24/07/2017,05:40,38,,,0.3,,
24/07/2017,05:50,47,,,0.3,,
24/07/2017,06:00,34,110,,0.3,0.4,
24/07/2017,06:10,121,,,0.2,,
24/07/2017,06:20,285,,,0.7,,
24/07/2017,06:30,277,,,0.9,,
24/07/2017,06:40,262,,,1.3,,
24/07/2017,06:50,263,,,1.0,,
24/07/2017,07:00,272,247,,1.0,0.9,
24/07/2017,07:10,262,,,1.2,,
24/07/2017,07:20,253,,,1.3,,
24/07/2017,07:30,253,,,1.3,,
24/07/2017,07:40,234,,,1.4,,
24/07/2017,07:50,225,,,1.5,,
24/07/2017,08:00,221,241,,1.3,1.3,
24/07/2017,08:10,221,,,1.3,,
24/07/2017,08:20,226,,,0.7,,
24/07/2017,08:30,261,,,0.8,,
24/07/2017,08:40,261,,,0.9,,
24/07/2017,08:50,278,,,1.3,,
24/07/2017,09:00,270,253,,0.8,1.0,
24/07/2017,09:10,265,,,1.0,,
24/07/2017,09:20,264,,,0.9,,
24/07/2017,09:30,269,,,0.7,,
24/07/2017,09:40,250,,,1.2,,
24/07/2017,09:50,243,,,1.0,,
24/07/2017,10:00,248,257,,1.2,1.0,
24/07/2017,10:10,253,,,1.5,,
24/07/2017,10:20,265,,,1.7,,
24/07/2017,10:30,256,,,1.8,,
24/07/2017,10:40,239,,,2.7,,
24/07/2017,10:50,251,,,2.4,,
24/07/2017,11:00,244,251,,2.2,2.0,
24/07/2017,11:10,239,,,1.8,,
24/07/2017,11:20,240,,,2.3,,
24/07/2017,11:30,250,,,2.0,,
24/07/2017,11:40,236,,,2.3,,
24/07/2017,11:50,243,,,2.3,,
24/07/2017,12:00,258,244,,2.3,2.2,
24/07/2017,12:10,245,,,2.5,,
24/07/2017,12:20,241,,,2.1,,
24/07/2017,12:30,243,,,2.2,,
24/07/2017,12:40,233,,,2.3,,
24/07/2017,12:50,229,,,2.4,,
24/07/2017,13:00,224,236,,3.5,2.5,
24/07/2017,13:10,227,,,2.5,,
24/07/2017,13:20,228,,,2.8,,
24/07/2017,13:30,223,,,3.3,,
24/07/2017,13:40,229,,,2.7,,
24/07/2017,13:50,238,,,2.6,,
24/07/2017,14:00,246,232,,2.7,2.8,
24/07/2017,14:10,227,,,1.9,,
24/07/2017,14:20,245,,,1.5,,
24/07/2017,14:30,244,,,1.5,,
24/07/2017,14:40,239,,,2.3,,
24/07/2017,14:50,242,,,2.4,,
24/07/2017,15:00,260,243,,2.2,2.0,
24/07/2017,15:10,259,,,2.4,,
24/07/2017,15:20,238,,,2.4,,
24/07/2017,15:30,250,,,2.5,,
24/07/2017,15:40,257,,,2.2,,
24/07/2017,15:50,250,,,2.2,,
24/07/2017,16:00,245,250,,1.8,2.2,
24/07/2017,16:10,258,,,2.1,,
24/07/2017,16:20,252,,,1.7,,
24/07/2017,16:30,259,,,1.9,,
24/07/2017,16:40,254,,,2.0,,
24/07/2017,16:50,266,,,2.0,,
24/07/2017,17:00,262,259,,1.6,1.9,
24/07/2017,17:10,265,,,2.0,,
24/07/2017,17:20,260,,,1.6,,
24/07/2017,17:30,261,,,1.2,,
24/07/2017,17:40,263,,,1.0,,
24/07/2017,17:50,261,,,0.7,,
24/07/2017,18:00,270,263,,0.6,1.2,
24/07/2017,18:10,296,,,0.4,,
24/07/2017,18:20,24,,,0.2,,
24/07/2017,18:30,3,,,0.1,,
24/07/2017,18:40,6,,,0.3,,
24/07/2017,18:50,41,,,0.3,,
24/07/2017,19:00,14,64,,0.3,0.3,
24/07/2017,19:10,64,,,0.2,,
24/07/2017,19:20,32,,,0.2,,
24/07/2017,19:30,38,,,0.5,,
24/07/2017,19:40,40,,,0.4,,
24/07/2017,19:50,34,,,0.2,,
24/07/2017,20:00,219,71,,0.1,0.3,
24/07/2017,20:10,355,,,0.1,,
24/07/2017,20:20,18,,,0.2,,
24/07/2017,20:30,355,,,0.2,,
24/07/2017,20:40,6,,,0.3,,
24/07/2017,20:50,357,,,0.3,,
24/07/2017,21:00,15,184,,0.2,0.2,
24/07/2017,21:10,4,,,0.4,,
24/07/2017,21:20,12,,,0.5,,
24/07/2017,21:30,12,,,0.5,,
24/07/2017,21:40,355,,,0.7,,
24/07/2017,21:50,348,,,0.9,,
24/07/2017,22:00,335,177,,0.7,0.6,
24/07/2017,22:10,338,,,0.6,,
24/07/2017,22:20,356,,,0.6,,
24/07/2017,22:30,353,,,0.9,,
24/07/2017,22:40,355,,,0.8,,
24/07/2017,22:50,0,,,0.9,,
24/07/2017,23:00,351,292,,0.9,0.8,
24/07/2017,23:10,343,,,0.8,,
24/07/2017,23:20,349,,,0.9,,
24/07/2017,23:30,345,,,1.1,,
24/07/2017,23:40,348,,,1.1,,
24/07/2017,23:50,348,,,1.1,,
24/07/2017,24:00,351,347,234,1.4,1.0,1.1
25/07/2017,00:10,349,,,0.9,,
25/07/2017,00:20,333,,,0.7,,
25/07/2017,00:30,333,,,1.2,,
25/07/2017,00:40,343,,,1.0,,
25/07/2017,00:50,349,,,0.6,,
25/07/2017,01:00,8,286,,0.6,0.8,
25/07/2017,01:10,27,,,0.1,,
25/07/2017,01:20,92,,,0.2,,
25/07/2017,01:30,79,,,0.2,,
25/07/2017,01:40,25,,,0.3,,
25/07/2017,01:50,10,,,0.3,,
25/07/2017,02:00,360,99,,0.3,0.2,
25/07/2017,02:10,34,,,0.3,,
25/07/2017,02:20,60,,,0.2,,
25/07/2017,02:30,16,,,0.5,,
25/07/2017,02:40,357,,,0.4,,
25/07/2017,02:50,36,,,0.3,,
25/07/2017,03:00,170,112,,0.4,0.4,
25/07/2017,03:10,9,,,0.1,,
25/07/2017,03:20,346,,,0.5,,
25/07/2017,03:30,334,,,1.2,,
25/07/2017,03:40,331,,,1.3,,
25/07/2017,03:50,334,,,0.9,,
25/07/2017,04:00,322,279,,0.7,0.8,
25/07/2017,04:10,342,,,0.8,,
25/07/2017,04:20,354,,,0.6,,
25/07/2017,04:30,27,,,0.3,,
25/07/2017,04:40,45,,,0.3,,
25/07/2017,04:50,56,,,0.5,,
25/07/2017,05:00,47,145,,0.3,0.5,
25/07/2017,05:10,22,,,0.2,,
25/07/2017,05:20,28,,,0.4,,
25/07/2017,05:30,339,,,0.1,,
25/07/2017,05:40,36,,,0.2,,
25/07/2017,05:50,14,,,0.2,,
25/07/2017,06:00,32,78,,0.2,0.2,
25/07/2017,06:10,310,,,0.4,,
25/07/2017,06:20,309,,,0.6,,
25/07/2017,06:30,342,,,0.2,,
25/07/2017,06:40,19,,,0.1,,
25/07/2017,06:50,272,,,0.2,,
25/07/2017,07:00,283,256,,0.5,0.3,
25/07/2017,07:10,311,,,0.5,,
25/07/2017,07:20,301,,,0.6,,
25/07/2017,07:30,296,,,0.8,,
25/07/2017,07:40,287,,,0.8,,
25/07/2017,07:50,300,,,0.8,,
25/07/2017,08:00,279,296,,0.7,0.7,
25/07/2017,08:10,263,,,0.7,,
25/07/2017,08:20,268,,,0.4,,
25/07/2017,08:30,254,,,0.7,,
25/07/2017,08:40,259,,,0.8,,
25/07/2017,08:50,258,,,0.8,,
25/07/2017,09:00,250,259,,0.6,0.7,
25/07/2017,09:10,121,,,0.3,,
25/07/2017,09:20,271,,,0.3,,
25/07/2017,09:30,259,,,1.2,,
25/07/2017,09:40,307,,,1.1,,
25/07/2017,09:50,280,,,1.1,,
25/07/2017,10:00,282,254,,0.7,0.8,
25/07/2017,10:10,282,,,0.7,,
25/07/2017,10:20,260,,,1.0,,
25/07/2017,10:30,265,,,1.8,,
25/07/2017,10:40,242,,,1.5,,
25/07/2017,10:50,254,,,1.4,,
25/07/2017,11:00,252,259,,1.6,1.3,
25/07/2017,11:10,236,,,1.8,,
25/07/2017,11:20,251,,,1.6,,
25/07/2017,11:30,236,,,1.9,,
25/07/2017,11:40,231,,,2.2,,
25/07/2017,11:50,245,,,2.0,,
25/07/2017,12:00,222,237,,2.0,1.9,
25/07/2017,12:10,220,,,2.6,,
25/07/2017,12:20,216,,,2.7,,
25/07/2017,12:30,223,,,3.2,,
25/07/2017,12:40,226,,,3.3,,
25/07/2017,12:50,227,,,3.0,,
25/07/2017,13:00,231,224,,3.0,3.0,
25/07/2017,13:10,222,,,3.8,,
25/07/2017,13:20,224,,,3.6,,
25/07/2017,13:30,221,,,3.0,,
25/07/2017,13:40,220,,,3.4,,
25/07/2017,13:50,217,,,2.6,,
25/07/2017,14:00,219,220,,2.8,3.2,
25/07/2017,14:10,226,,,3.6,,
25/07/2017,14:20,214,,,3.2,,
25/07/2017,14:30,213,,,2.7,,
25/07/2017,14:40,216,,,3.0,,
25/07/2017,14:50,217,,,3.3,,
25/07/2017,15:00,221,218,,3.2,3.2,
25/07/2017,15:10,223,,,3.7,,
25/07/2017,15:20,221,,,4.2,,
25/07/2017,15:30,225,,,3.7,,
25/07/2017,15:40,226,,,3.4,,
25/07/2017,15:50,221,,,4.3,,
25/07/2017,16:00,223,223,,3.1,3.7,
25/07/2017,16:10,219,,,3.4,,
25/07/2017,16:20,229,,,3.6,,
25/07/2017,16:30,242,,,2.4,,
25/07/2017,16:40,233,,,1.9,,
25/07/2017,16:50,224,,,2.6,,
25/07/2017,17:00,224,229,,3.3,2.8,
25/07/2017,17:10,227,,,2.7,,
25/07/2017,17:20,229,,,1.7,,
25/07/2017,17:30,220,,,1.7,,
25/07/2017,17:40,214,,,1.5,,
25/07/2017,17:50,211,,,1.3,,
25/07/2017,18:00,225,221,,1.2,1.7,
25/07/2017,18:10,227,,,0.9,,
25/07/2017,18:20,237,,,0.9,,
25/07/2017,18:30,237,,,1.1,,
25/07/2017,18:40,232,,,1.2,,
25/07/2017,18:50,229,,,1.6,,
25/07/2017,19:00,232,232,,1.8,1.3,
25/07/2017,19:10,231,,,1.6,,
25/07/2017,19:20,224,,,1.5,,
25/07/2017,19:30,219,,,2.0,,
25/07/2017,19:40,222,,,2.2,,
25/07/2017,19:50,225,,,1.3,,
25/07/2017,20:00,225,224,,1.4,1.7,
25/07/2017,20:10,226,,,1.7,,
25/07/2017,20:20,227,,,2.0,,
25/07/2017,20:30,227,,,1.9,,
25/07/2017,20:40,227,,,1.4,,
25/07/2017,20:50,234,,,0.9,,
25/07/2017,21:00,239,230,,0.7,1.4,
25/07/2017,21:10,211,,,0.9,,
25/07/2017,21:20,226,,,0.3,,
25/07/2017,21:30,237,,,0.7,,
25/07/2017,21:40,231,,,1.3,,
25/07/2017,21:50,226,,,1.5,,
25/07/2017,22:00,227,226,,1.5,1.0,
25/07/2017,22:10,226,,,1.3,,
25/07/2017,22:20,230,,,0.7,,
25/07/2017,22:30,241,,,0.5,,
25/07/2017,22:40,247,,,0.6,,
25/07/2017,22:50,227,,,1.2,,
25/07/2017,23:00,218,231,,1.7,1.0,
25/07/2017,23:10,221,,,1.6,,
25/07/2017,23:20,223,,,1.3,,
25/07/2017,23:30,245,,,0.4,,
25/07/2017,23:40,240,,,0.4,,
25/07/2017,23:50,244,,,0.6,,
25/07/2017,24:00,244,236,220,1.2,0.9,1.4
26/07/2017,00:10,228,,,1.5,,
26/07/2017,00:20,228,,,1.2,,
26/07/2017,00:30,235,,,0.8,,
26/07/2017,00:40,188,,,0.8,,
26/07/2017,00:50,203,,,0.7,,
26/07/2017,01:00,242,221,,1.0,1.0,
26/07/2017,01:10,239,,,1.0,,
26/07/2017,01:20,232,,,0.9,,
26/07/2017,01:30,235,,,0.9,,
26/07/2017,01:40,230,,,0.6,,
26/07/2017,01:50,207,,,0.1,,
26/07/2017,02:00,35,196,,0.2,0.6,
26/07/2017,02:10,48,,,0.1,,
26/07/2017,02:20,105,,,0.0,,
26/07/2017,02:30,201,,,0.2,,
26/07/2017,02:40,241,,,0.2,,
26/07/2017,02:50,277,,,0.1,,
26/07/2017,03:00,335,201,,0.2,0.1,
26/07/2017,03:10,145,,,0.1,,
26/07/2017,03:20,3,,,0.2,,
26/07/2017,03:30,294,,,0.1,,
26/07/2017,03:40,221,,,0.4,,
26/07/2017,03:50,241,,,0.6,,
26/07/2017,04:00,215,186,,0.4,0.3,
26/07/2017,04:10,205,,,0.4,,
26/07/2017,04:20,225,,,0.3,,
26/07/2017,04:30,255,,,0.3,,
26/07/2017,04:40,220,,,0.3,,
26/07/2017,04:50,234,,,0.4,,
26/07/2017,05:00,224,227,,0.8,0.4,
26/07/2017,05:10,217,,,0.5,,
26/07/2017,05:20,205,,,0.2,,
26/07/2017,05:30,206,,,0.2,,
26/07/2017,05:40,238,,,0.4,,
26/07/2017,05:50,247,,,0.9,,
26/07/2017,06:00,227,224,,0.6,0.5,
26/07/2017,06:10,208,,,0.5,,
26/07/2017,06:20,216,,,1.9,,
26/07/2017,06:30,219,,,0.9,,
26/07/2017,06:40,221,,,0.3,,
26/07/2017,06:50,244,,,0.3,,
26/07/2017,07:00,224,222,,3.9,1.3,
26/07/2017,07:10,222,,,1.6,,
26/07/2017,07:20,242,,,0.7,,
26/07/2017,07:30,251,,,0.4,,
26/07/2017,07:40,212,,,0.3,,
26/07/2017,07:50,264,,,0.2,,
26/07/2017,08:00,291,247,,0.1,0.6,
26/07/2017,08:10,58,,,0.3,,
26/07/2017,08:20,353,,,0.4,,
26/07/2017,08:30,314,,,0.5,,
26/07/2017,08:40,271,,,0.4,,
26/07/2017,08:50,269,,,0.6,,
26/07/2017,09:00,285,258,,0.4,0.4,
26/07/2017,09:10,268,,,0.8,,
26/07/2017,09:20,235,,,1.0,,
26/07/2017,09:30,224,,,1.0,,
26/07/2017,09:40,229,,,1.2,,
26/07/2017,09:50,233,,,1.9,,
26/07/2017,10:00,233,237,,1.8,1.3,
26/07/2017,10:10,228,,,2.4,,
26/07/2017,10:20,221,,,3.1,,
26/07/2017,10:30,230,,,2.3,,
26/07/2017,10:40,235,,,3.1,,
26/07/2017,10:50,226,,,3.5,,
26/07/2017,11:00,231,229,,3.1,2.9,
26/07/2017,11:10,232,,,3.4,,
26/07/2017,11:20,238,,,3.0,,
26/07/2017,11:30,245,,,3.0,,
26/07/2017,11:40,239,,,2.9,,
26/07/2017,11:50,223,,,3.4,,
26/07/2017,12:00,223,233,,3.9,3.3,
26/07/2017,12:10,222,,,3.6,,
26/07/2017,12:20,219,,,3.2,,
26/07/2017,12:30,214,,,3.1,,
26/07/2017,12:40,215,,,2.5,,
26/07/2017,12:50,224,,,2.7,,
26/07/2017,13:00,236,222,,3.1,3.0,
26/07/2017,13:10,220,,,3.5,,
26/07/2017,13:20,223,,,2.6,,
26/07/2017,13:30,227,,,2.4,,
26/07/2017,13:40,225,,,5.0,,
26/07/2017,13:50,234,,,3.4,,
26/07/2017,14:00,228,226,,3.4,3.4,
26/07/2017,14:10,226,,,3.3,,
26/07/2017,14:20,237,,,2.9,,
26/07/2017,14:30,244,,,3.2,,
26/07/2017,14:40,237,,,3.2,,
26/07/2017,14:50,240,,,3.1,,
26/07/2017,15:00,241,238,,3.0,3.1,
26/07/2017,15:10,242,,,3.0,,
26/07/2017,15:20,224,,,3.9,,
26/07/2017,15:30,225,,,3.2,,
26/07/2017,15:40,227,,,3.3,,
26/07/2017,15:50,242,,,2.8,,
26/07/2017,16:00,238,233,,2.6,3.1,
26/07/2017,16:10,237,,,3.0,,
26/07/2017,16:20,241,,,2.4,,
26/07/2017,16:30,235,,,1.9,,
26/07/2017,16:40,232,,,2.2,,
26/07/2017,16:50,229,,,2.3,,
26/07/2017,17:00,234,235,,2.1,2.3,
26/07/2017,17:10,231,,,1.6,,
26/07/2017,17:20,248,,,1.3,,
26/07/2017,17:30,249,,,1.9,,
26/07/2017,17:40,251,,,1.2,,
26/07/2017,17:50,257,,,1.1,,
26/07/2017,18:00,267,251,,0.7,1.3,
26/07/2017,18:10,263,,,1.0,,
26/07/2017,18:20,264,,,1.0,,
26/07/2017,18:30,276,,,0.7,,
26/07/2017,18:40,273,,,0.6,,
26/07/2017,18:50,292,,,0.6,,
26/07/2017,19:00,307,279,,0.6,0.8,
26/07/2017,19:10,305,,,0.4,,
26/07/2017,19:20,301,,,0.7,,
26/07/2017,19:30,281,,,0.6,,
26/07/2017,19:40,293,,,0.6,,
26/07/2017,19:50,250,,,0.3,,
26/07/2017,20:00,273,284,,0.6,0.5,
26/07/2017,20:10,280,,,0.4,,
26/07/2017,20:20,2,,,0.2,,
26/07/2017,20:30,336,,,0.5,,
26/07/2017,20:40,345,,,0.4,,
26/07/2017,20:50,349,,,0.4,,
26/07/2017,21:00,345,276,,0.5,0.4,
26/07/2017,21:10,314,,,0.4,,
26/07/2017,21:20,317,,,0.4,,
26/07/2017,21:30,39,,,0.2,,
26/07/2017,21:40,67,,,0.1,,
26/07/2017,21:50,330,,,0.2,,
26/07/2017,22:00,209,213,,0.1,0.2,
26/07/2017,22:10,348,,,0.2,,
26/07/2017,22:20,329,,,0.3,,
26/07/2017,22:30,308,,,0.7,,
26/07/2017,22:40,19,,,0.6,,
26/07/2017,22:50,330,,,0.2,,
26/07/2017,23:00,294,271,,0.4,0.4,
26/07/2017,23:10,294,,,0.1,,
26/07/2017,23:20,20,,,0.4,,
26/07/2017,23:30,359,,,0.2,,
26/07/2017,23:40,63,,,0.1,,
26/07/2017,23:50,212,,,0.2,,
26/07/2017,24:00,32,163,232,0.1,0.2,1.3
27/07/2017,00:10,141,,,0.1,,
27/07/2017,00:20,210,,,0.2,,
27/07/2017,00:30,308,,,0.2,,
27/07/2017,00:40,76,,,0.0,,
27/07/2017,00:50,255,,,0.1,,
27/07/2017,01:00,354,224,,0.2,0.1,
27/07/2017,01:10,1,,,0.2,,
27/07/2017,01:20,9,,,0.1,,
27/07/2017,01:30,142,,,0.1,,
27/07/2017,01:40,218,,,0.3,,
27/07/2017,01:50,209,,,0.2,,
27/07/2017,02:00,230,135,,0.1,0.2,
27/07/2017,02:10,340,,,0.2,,
27/07/2017,02:20,358,,,0.5,,
27/07/2017,02:30,345,,,0.4,,
27/07/2017,02:40,346,,,0.4,,
27/07/2017,02:50,356,,,0.2,,
27/07/2017,03:00,339,348,,1.0,0.5,
27/07/2017,03:10,344,,,1.0,,
27/07/2017,03:20,357,,,0.9,,
27/07/2017,03:30,349,,,0.7,,
27/07/2017,03:40,354,,,1.0,,
27/07/2017,03:50,356,,,0.9,,
27/07/2017,04:00,359,353,,0.6,0.9,
27/07/2017,04:10,1,,,0.5,,
27/07/2017,04:20,3,,,0.6,,
27/07/2017,04:30,5,,,0.4,,
27/07/2017,04:40,358,,,0.4,,
27/07/2017,04:50,5,,,0.7,,
27/07/2017,05:00,10,64,,0.7,0.5,
27/07/2017,05:10,12,,,0.6,,
27/07/2017,05:20,14,,,0.7,,
27/07/2017,05:30,3,,,0.9,,
27/07/2017,05:40,7,,,0.7,,
27/07/2017,05:50,1,,,0.6,,
27/07/2017,06:00,343,63,,0.0,0.6,
27/07/2017,06:10,5,,,0.1,,
27/07/2017,06:20,8,,,0.4,,
27/07/2017,06:30,22,,,0.3,,
27/07/2017,06:40,10,,,0.4,,
27/07/2017,06:50,2,,,0.8,,
27/07/2017,07:00,359,68,,0.6,0.4,
27/07/2017,07:10,359,,,0.6,,
27/07/2017,07:20,360,,,1.3,,
27/07/2017,07:30,356,,,1.4,,
27/07/2017,07:40,355,,,1.3,,
27/07/2017,07:50,358,,,1.4,,
27/07/2017,08:00,356,357,,1.4,1.2,
27/07/2017,08:10,354,,,1.4,,
27/07/2017,08:20,359,,,1.4,,
27/07/2017,08:30,0,,,1.5,,
27/07/2017,08:40,358,,,1.7,,
27/07/2017,08:50,355,,,1.9,,
27/07/2017,09:00,358,297,,1.4,1.6,
27/07/2017,09:10,4,,,1.7,,
27/07/2017,09:20,12,,,1.3,,
27/07/2017,09:30,9,,,1.5,,
27/07/2017,09:40,3,,,1.5,,
27/07/2017,09:50,354,,,1.5,,
27/07/2017,10:00,357,123,,1.6,1.5,
27/07/2017,10:10,0,,,2.0,,
27/07/2017,10:20,4,,,1.8,,
27/07/2017,10:30,17,,,1.4,,
27/07/2017,10:40,12,,,1.3,,
27/07/2017,10:50,12,,,1.7,,
27/07/2017,11:00,11,9,,1.8,1.7,
27/07/2017,11:10,7,,,1.8,,
27/07/2017,11:20,2,,,2.1,,
27/07/2017,11:30,356,,,2.3,,
27/07/2017,11:40,0,,,2.2,,
27/07/2017,11:50,2,,,1.8,,
27/07/2017,12:00,9,63,,1.7,2.0,
27/07/2017,12:10,6,,,1.8,,
27/07/2017,12:20,0,,,1.6,,
27/07/2017,12:30,9,,,1.4,,
27/07/2017,12:40,13,,,1.6,,
27/07/2017,12:50,15,,,2.0,,
27/07/2017,13:00,11,9,,1.7,1.7,
27/07/2017,13:10,3,,,2.0,,
27/07/2017,13:20,1,,,1.8,,
27/07/2017,13:30,2,,,1.4,,
27/07/2017,13:40,1,,,1.7,,
27/07/2017,13:50,0,,,1.8,,
27/07/2017,14:00,358,61,,1.6,1.7,
27/07/2017,14:10,360,,,1.1,,
27/07/2017,14:20,29,,,0.7,,
27/07/2017,14:30,21,,,0.7,,
27/07/2017,14:40,29,,,0.7,,
27/07/2017,14:50,34,,,0.7,,
27/07/2017,15:00,69,90,,1.8,0.9,
27/07/2017,15:10,22,,,1.0,,
27/07/2017,15:20,18,,,0.9,,
27/07/2017,15:30,8,,,1.3,,
27/07/2017,15:40,6,,,1.8,,
27/07/2017,15:50,8,,,1.7,,
27/07/2017,16:00,360,70,,2.2,1.5,
27/07/2017,16:10,352,,,2.6,,
27/07/2017,16:20,345,,,1.7,,
27/07/2017,16:30,351,,,0.8,,
27/07/2017,16:40,357,,,1.0,,
27/07/2017,16:50,357,,,1.0,,
27/07/2017,17:00,348,352,,1.2,1.4,
27/07/2017,17:10,350,,,1.4,,
27/07/2017,17:20,345,,,1.7,,
27/07/2017,17:30,343,,,1.4,,
27/07/2017,17:40,344,,,1.4,,
27/07/2017,17:50,334,,,1.0,,
27/07/2017,18:00,340,343,,1.1,1.3,
27/07/2017,18:10,348,,,1.2,,
27/07/2017,18:20,349,,,1.1,,
27/07/2017,18:30,3,,,0.7,,
27/07/2017,18:40,360,,,0.8,,
27/07/2017,18:50,347,,,0.7,,
27/07/2017,19:00,330,289,,0.8,0.9,
27/07/2017,19:10,346,,,0.7,,
27/07/2017,19:20,356,,,0.8,,
27/07/2017,19:30,344,,,0.8,,
27/07/2017,19:40,342,,,0.7,,
27/07/2017,19:50,355,,,0.5,,
27/07/2017,20:00,12,293,,0.4,0.7,
27/07/2017,20:10,331,,,0.4,,
27/07/2017,20:20,321,,,0.8,,
27/07/2017,20:30,318,,,0.5,,
27/07/2017,20:40,306,,,0.5,,
27/07/2017,20:50,326,,,0.8,,
27/07/2017,21:00,316,320,,0.7,0.6,
27/07/2017,21:10,252,,,0.5,,
27/07/2017,21:20,263,,,0.7,,
27/07/2017,21:30,262,,,0.6,,
27/07/2017,21:40,335,,,0.6,,
27/07/2017,21:50,323,,,0.6,,
27/07/2017,22:00,328,294,,1.0,0.7,
27/07/2017,22:10,315,,,1.9,,
