"Table for Pakuranga Time Range: 01/07/2017 00:00 to 01/08/2017 00:00"
"Source",,,"AC Pakuranga WDR_RAW 10min average","AC Pakuranga WDR_RAW 1h average",,"AC Pakuranga WSP_RAW 10min average","AC Pakuranga WSP_RAW 1h average"
"Date","Time","AC Pakuranga WDR_RAW 10min average [°]","AC Pakuranga WDR_RAW 1h average [°]","AC Pakuranga WDR_RAW 24h average [°]","AC Pakuranga WSP_RAW 10min average [m/s]","AC Pakuranga WSP_RAW 1h average [m/s]","AC Pakuranga WSP_RAW 24h average [m/s]"
05/07/2017,12:10,351,,,1.1,,
05/07/2017,12:20,339,,,0.9,,
05/07/2017,12:30,316,,,1.1,,
05/07/2017,12:40,298,,,0.9,,
05/07/2017,12:50,269,,,0.7,,
05/07/2017,13:00,331,317,,0.8,0.9,
05/07/2017,13:10,322,,,0.7,,
05/07/2017,13:20,320,,,0.2,,
05/07/2017,13:30,287,,,0.7,,
05/07/2017,13:40,248,,,0.9,,
05/07/2017,13:50,304,,,0.7,,
05/07/2017,14:00,288,295,,0.3,0.6,
05/07/2017,14:10,199,,,0.6,,
05/07/2017,14:20,192,,,0.7,,
05/07/2017,14:30,269,,,0.5,,
05/07/2017,14:40,355,,,0.2,,
05/07/2017,14:50,4,,,0.6,,
05/07/2017,15:00,356,229,,0.8,0.6,
05/07/2017,15:10,348,,,1.2,,
05/07/2017,15:20,5,,,0.7,,
05/07/2017,15:30,345,,,1.1,,
05/07/2017,15:40,350,,,1.0,,
05/07/2017,15:50,7,,,1.0,,
05/07/2017,16:00,355,235,,0.7,0.9,
05/07/2017,16:10,23,,,0.6,,
05/07/2017,16:20,349,,,0.8,,
05/07/2017,16:30,4,,,0.8,,
05/07/2017,16:40,343,,,1.0,,
05/07/2017,16:50,331,,,1.4,,
05/07/2017,17:00,315,228,,0.8,0.9,
05/07/2017,17:10,334,,,0.7,,
05/07/2017,17:20,291,,,0.9,,
05/07/2017,17:30,262,,,0.8,,
05/07/2017,17:40,226,,,1.0,,
05/07/2017,17:50,217,,,0.7,,
05/07/2017,18:00,222,259,,0.6,0.8,
05/07/2017,18:10,128,,,0.5,,
05/07/2017,18:20,21,,,0.4,,
05/07/2017,18:30,10,,,0.4,,
05/07/2017,18:40,4,,,0.4,,
05/07/2017,18:50,24,,,0.3,,
05/07/2017,19:00,24,35,,0.3,0.4,
05/07/2017,19:10,11,,,0.2,,
05/07/2017,19:20,4,,,0.2,,
05/07/2017,19:30,333,,,0.3,,
05/07/2017,19:40,348,,,0.2,,
05/07/2017,19:50,26,,,0.2,,
05/07/2017,20:00,7,121,,0.3,0.2,
05/07/2017,20:10,13,,,0.4,,
05/07/2017,20:20,10,,,0.8,,
05/07/2017,20:30,12,,,0.9,,
05/07/2017,20:40,327,,,1.2,,
05/07/2017,20:50,341,,,1.0,,
05/07/2017,21:00,,,,,,
05/07/2017,21:10,,,,,,
05/07/2017,21:20,,,,,,
05/07/2017,21:30,,,,,,
05/07/2017,21:40,,,,,,
05/07/2017,21:50,,,,,,
05/07/2017,22:00,,,,,,
05/07/2017,22:10,,,,,,
05/07/2017,22:20,,,,,,
05/07/2017,22:30,,,,,,
05/07/2017,22:40,,,,,,
05/07/2017,22:50,,,,,,
05/07/2017,23:00,,,,,,
05/07/2017,23:10,,,,,,
05/07/2017,23:20,,,,,,
05/07/2017,23:30,,,,,,
05/07/2017,23:40,,,,,,
05/07/2017,23:50,,,,,,
05/07/2017,24:00,79,,179,0.3,,0.4
06/07/2017,00:10,43,,,0.4,,
06/07/2017,00:20,35,,,0.1,,
06/07/2017,00:30,43,,,0.2,,
06/07/2017,00:40,66,,,0.2,,
06/07/2017,00:50,39,,,0.2,,
06/07/2017,01:00,74,50,,0.6,0.3,
06/07/2017,01:10,77,,,0.5,,
06/07/2017,01:20,164,,,0.5,,
06/07/2017,01:30,83,,,1.1,,
06/07/2017,01:40,64,,,0.5,,
06/07/2017,01:50,74,,,0.4,,
06/07/2017,02:00,82,91,,0.7,0.6,
06/07/2017,02:10,96,,,0.9,,
06/07/2017,02:20,85,,,0.8,,
06/07/2017,02:30,72,,,0.7,,
06/07/2017,02:40,91,,,0.7,,
06/07/2017,02:50,93,,,1.0,,
06/07/2017,03:00,82,87,,0.6,0.8,
06/07/2017,03:10,61,,,1.1,,
06/07/2017,03:20,93,,,1.4,,
06/07/2017,03:30,84,,,0.8,,
06/07/2017,03:40,83,,,0.7,,
06/07/2017,03:50,89,,,0.7,,
06/07/2017,04:00,78,81,,0.7,0.9,
06/07/2017,04:10,95,,,1.3,,
06/07/2017,04:20,75,,,0.6,,
06/07/2017,04:30,71,,,0.6,,
06/07/2017,04:40,58,,,0.6,,
06/07/2017,04:50,59,,,0.4,,
06/07/2017,05:00,69,71,,0.5,0.7,
06/07/2017,05:10,56,,,0.4,,
06/07/2017,05:20,63,,,0.4,,
06/07/2017,05:30,55,,,0.4,,
06/07/2017,05:40,44,,,0.3,,
06/07/2017,05:50,49,,,0.4,,
06/07/2017,06:00,60,55,,0.5,0.4,
06/07/2017,06:10,73,,,0.5,,
06/07/2017,06:20,8,,,0.3,,
06/07/2017,06:30,49,,,0.4,,
06/07/2017,06:40,310,,,0.5,,
06/07/2017,06:50,313,,,0.4,,
06/07/2017,07:00,80,139,,0.2,0.4,
06/07/2017,07:10,46,,,0.4,,
06/07/2017,07:20,331,,,0.3,,
06/07/2017,07:30,357,,,0.2,,
06/07/2017,07:40,290,,,0.3,,
06/07/2017,07:50,343,,,0.2,,
06/07/2017,08:00,84,242,,0.6,0.3,
06/07/2017,08:10,83,,,0.5,,
06/07/2017,08:20,78,,,0.2,,
06/07/2017,08:30,91,,,0.6,,
06/07/2017,08:40,74,,,0.4,,
06/07/2017,08:50,69,,,0.5,,
06/07/2017,09:00,59,76,,0.4,0.4,
06/07/2017,09:10,71,,,0.5,,
06/07/2017,09:20,51,,,0.3,,
06/07/2017,09:30,74,,,0.3,,
06/07/2017,09:40,51,,,0.4,,
06/07/2017,09:50,61,,,0.6,,
06/07/2017,10:00,73,64,,0.7,0.5,
06/07/2017,10:10,56,,,0.5,,
06/07/2017,10:20,56,,,0.5,,
06/07/2017,10:30,64,,,0.6,,
06/07/2017,10:40,57,,,0.5,,
06/07/2017,10:50,75,,,0.6,,
06/07/2017,11:00,83,65,,0.8,0.6,
06/07/2017,11:10,51,,,0.4,,
06/07/2017,11:20,73,,,0.6,,
06/07/2017,11:30,48,,,0.7,,
06/07/2017,11:40,45,,,0.5,,
06/07/2017,11:50,46,,,0.5,,
06/07/2017,12:00,46,51,,0.7,0.6,
06/07/2017,12:10,54,,,0.8,,
06/07/2017,12:20,57,,,0.6,,
06/07/2017,12:30,52,,,0.8,,
06/07/2017,12:40,42,,,0.8,,
06/07/2017,12:50,47,,,0.7,,
06/07/2017,13:00,55,51,,0.7,0.7,
06/07/2017,13:10,47,,,0.7,,
06/07/2017,13:20,61,,,0.7,,
06/07/2017,13:30,47,,,0.5,,
06/07/2017,13:40,33,,,0.9,,
06/07/2017,13:50,57,,,0.5,,
06/07/2017,14:00,91,56,,0.6,0.7,
06/07/2017,14:10,76,,,0.2,,
06/07/2017,14:20,74,,,0.4,,
06/07/2017,14:30,96,,,1.7,,
06/07/2017,14:40,82,,,0.9,,
06/07/2017,14:50,52,,,0.5,,
06/07/2017,15:00,37,69,,0.6,0.7,
06/07/2017,15:10,319,,,1.5,,
06/07/2017,15:20,21,,,1.1,,
06/07/2017,15:30,356,,,0.8,,
06/07/2017,15:40,348,,,0.2,,
06/07/2017,15:50,18,,,0.6,,
06/07/2017,16:00,27,181,,0.4,0.8,
06/07/2017,16:10,13,,,0.4,,
06/07/2017,16:20,20,,,0.6,,
06/07/2017,16:30,5,,,0.7,,
06/07/2017,16:40,34,,,0.8,,
06/07/2017,16:50,22,,,0.7,,
06/07/2017,17:00,298,65,,1.1,0.7,
06/07/2017,17:10,275,,,2.9,,
06/07/2017,17:20,316,,,1.1,,
06/07/2017,17:30,269,,,1.2,,
06/07/2017,17:40,223,,,2.2,,
06/07/2017,17:50,208,,,1.4,,
06/07/2017,18:00,233,254,,0.9,1.6,
06/07/2017,18:10,262,,,0.7,,
06/07/2017,18:20,41,,,0.3,,
06/07/2017,18:30,60,,,0.3,,
06/07/2017,18:40,73,,,0.3,,
06/07/2017,18:50,9,,,0.3,,
06/07/2017,19:00,357,134,,0.4,0.4,
06/07/2017,19:10,3,,,0.7,,
06/07/2017,19:20,34,,,0.7,,
06/07/2017,19:30,61,,,0.9,,
06/07/2017,19:40,58,,,0.7,,
06/07/2017,19:50,43,,,0.5,,
06/07/2017,20:00,8,34,,0.5,0.7,
06/07/2017,20:10,15,,,0.5,,
06/07/2017,20:20,3,,,0.7,,
06/07/2017,20:30,28,,,1.0,,
06/07/2017,20:40,16,,,0.6,,
06/07/2017,20:50,7,,,0.6,,
06/07/2017,21:00,3,12,,0.8,0.7,
06/07/2017,21:10,46,,,0.3,,
06/07/2017,21:20,22,,,0.5,,
06/07/2017,21:30,47,,,0.5,,
06/07/2017,21:40,44,,,0.4,,
06/07/2017,21:50,59,,,0.6,,
06/07/2017,22:00,62,47,,0.6,0.5,
06/07/2017,22:10,71,,,0.7,,
06/07/2017,22:20,64,,,0.7,,
06/07/2017,22:30,20,,,0.2,,
06/07/2017,22:40,61,,,0.3,,
06/07/2017,22:50,52,,,0.3,,
06/07/2017,23:00,28,49,,0.3,0.4,
06/07/2017,23:10,24,,,0.3,,
06/07/2017,23:20,97,,,0.1,,
06/07/2017,23:30,43,,,0.3,,
06/07/2017,23:40,53,,,0.4,,
06/07/2017,23:50,30,,,0.3,,
06/07/2017,24:00,54,50,86,0.2,0.3,0.6
07/07/2017,00:10,55,,,0.4,,
07/07/2017,00:20,56,,,0.4,,
07/07/2017,00:30,11,,,0.2,,
07/07/2017,00:40,290,,,0.2,,
07/07/2017,00:50,59,,,0.1,,
07/07/2017,01:00,63,89,,0.3,0.2,
07/07/2017,01:10,62,,,0.3,,
07/07/2017,01:20,54,,,0.3,,
07/07/2017,01:30,51,,,0.3,,
07/07/2017,01:40,60,,,0.4,,
07/07/2017,01:50,89,,,0.3,,
07/07/2017,02:00,90,68,,0.4,0.3,
07/07/2017,02:10,104,,,0.3,,
07/07/2017,02:20,176,,,0.2,,
07/07/2017,02:30,289,,,0.3,,
07/07/2017,02:40,306,,,1.1,,
07/07/2017,02:50,16,,,0.2,,
07/07/2017,03:00,78,162,,0.8,0.5,
07/07/2017,03:10,69,,,0.5,,
07/07/2017,03:20,71,,,0.8,,
07/07/2017,03:30,56,,,0.4,,
07/07/2017,03:40,279,,,0.8,,
07/07/2017,03:50,333,,,1.1,,
07/07/2017,04:00,330,190,,0.8,0.7,
07/07/2017,04:10,230,,,0.1,,
07/07/2017,04:20,305,,,1.2,,
07/07/2017,04:30,11,,,0.1,,
07/07/2017,04:40,232,,,0.6,,
07/07/2017,04:50,187,,,0.8,,
07/07/2017,05:00,187,192,,0.9,0.6,
07/07/2017,05:10,185,,,0.3,,
07/07/2017,05:20,83,,,0.2,,
07/07/2017,05:30,133,,,0.4,,
07/07/2017,05:40,30,,,0.2,,
07/07/2017,05:50,20,,,0.2,,
07/07/2017,06:00,283,122,,0.1,0.2,
07/07/2017,06:10,51,,,0.1,,
07/07/2017,06:20,99,,,0.3,,
07/07/2017,06:30,89,,,0.1,,
07/07/2017,06:40,358,,,0.2,,
07/07/2017,06:50,290,,,0.2,,
07/07/2017,07:00,189,179,,0.2,0.2,
07/07/2017,07:10,37,,,0.2,,
07/07/2017,07:20,144,,,0.1,,
07/07/2017,07:30,294,,,0.1,,
07/07/2017,07:40,350,,,0.2,,
07/07/2017,07:50,2,,,0.3,,
07/07/2017,08:00,52,147,,0.2,0.2,
07/07/2017,08:10,334,,,0.4,,
07/07/2017,08:20,1,,,0.2,,
07/07/2017,08:30,22,,,0.1,,
07/07/2017,08:40,120,,,0.1,,
07/07/2017,08:50,116,,,0.4,,
07/07/2017,09:00,30,104,,0.2,0.2,
07/07/2017,09:10,30,,,0.3,,
07/07/2017,09:20,22,,,0.4,,
07/07/2017,09:30,351,,,0.5,,
07/07/2017,09:40,33,,,0.6,,
07/07/2017,09:50,29,,,0.3,,
07/07/2017,10:00,16,80,,0.5,0.5,
07/07/2017,10:10,21,,,0.8,,
07/07/2017,10:20,5,,,0.6,,
07/07/2017,10:30,13,,,0.7,,
07/07/2017,10:40,30,,,0.7,,
07/07/2017,10:50,32,,,1.0,,
07/07/2017,11:00,1,17,,0.7,0.7,
07/07/2017,11:10,7,,,0.4,,
07/07/2017,11:20,20,,,0.5,,
07/07/2017,11:30,11,,,0.6,,
07/07/2017,11:40,25,,,0.4,,
07/07/2017,11:50,52,,,0.5,,
07/07/2017,12:00,50,27,,0.4,0.5,
07/07/2017,12:10,358,,,0.7,,
07/07/2017,12:20,342,,,0.8,,
07/07/2017,12:30,350,,,0.7,,
07/07/2017,12:40,341,,,1.1,,
07/07/2017,12:50,235,,,0.8,,
07/07/2017,13:00,191,303,,0.7,0.8,
07/07/2017,13:10,251,,,0.1,,
07/07/2017,13:20,337,,,0.2,,
07/07/2017,13:30,44,,,0.3,,
07/07/2017,13:40,339,,,0.2,,
07/07/2017,13:50,250,,,1.6,,
07/07/2017,14:00,251,245,,1.7,0.7,
07/07/2017,14:10,246,,,1.4,,
07/07/2017,14:20,234,,,1.4,,
07/07/2017,14:30,235,,,1.7,,
07/07/2017,14:40,232,,,1.5,,
07/07/2017,14:50,234,,,1.6,,
07/07/2017,15:00,223,234,,1.5,1.5,
07/07/2017,15:10,212,,,1.2,,
07/07/2017,15:20,201,,,1.3,,
07/07/2017,15:30,201,,,1.4,,
07/07/2017,15:40,201,,,0.9,,
07/07/2017,15:50,185,,,1.1,,
07/07/2017,16:00,192,199,,0.9,1.1,
07/07/2017,16:10,202,,,1.2,,
07/07/2017,16:20,209,,,1.0,,
07/07/2017,16:30,215,,,1.3,,
07/07/2017,16:40,212,,,0.9,,
07/07/2017,16:50,211,,,0.6,,
07/07/2017,17:00,217,211,,0.8,1.0,
07/07/2017,17:10,221,,,0.8,,
07/07/2017,17:20,130,,,0.7,,
07/07/2017,17:30,167,,,0.7,,
07/07/2017,17:40,180,,,1.1,,
07/07/2017,17:50,178,,,1.0,,
07/07/2017,18:00,184,177,,0.8,0.9,
07/07/2017,18:10,174,,,1.3,,
07/07/2017,18:20,178,,,1.1,,
07/07/2017,18:30,194,,,1.0,,
07/07/2017,18:40,182,,,0.8,,
07/07/2017,18:50,135,,,0.6,,
07/07/2017,19:00,188,175,,0.5,0.9,
07/07/2017,19:10,216,,,0.9,,
07/07/2017,19:20,221,,,1.0,,
07/07/2017,19:30,229,,,0.8,,
07/07/2017,19:40,249,,,0.8,,
07/07/2017,19:50,232,,,1.0,,
07/07/2017,20:00,236,230,,1.2,1.0,
07/07/2017,20:10,226,,,1.5,,
07/07/2017,20:20,223,,,1.5,,
07/07/2017,20:30,223,,,2.0,,
07/07/2017,20:40,220,,,1.9,,
07/07/2017,20:50,218,,,1.2,,
07/07/2017,21:00,208,220,,0.8,1.5,
07/07/2017,21:10,208,,,0.9,,
07/07/2017,21:20,222,,,1.2,,
07/07/2017,21:30,215,,,1.1,,
07/07/2017,21:40,213,,,1.3,,
07/07/2017,21:50,200,,,1.0,,
07/07/2017,22:00,187,208,,0.8,1.1,
07/07/2017,22:10,205,,,0.8,,
07/07/2017,22:20,225,,,0.5,,
07/07/2017,22:30,227,,,0.7,,
07/07/2017,22:40,211,,,0.5,,
07/07/2017,22:50,214,,,0.5,,
07/07/2017,23:00,277,226,,0.4,0.6,
07/07/2017,23:10,280,,,0.7,,
07/07/2017,23:20,270,,,0.6,,
07/07/2017,23:30,244,,,0.5,,
07/07/2017,23:40,207,,,0.5,,
07/07/2017,23:50,206,,,0.4,,
07/07/2017,24:00,249,243,169,0.1,0.5,0.7
08/07/2017,00:10,298,,,0.6,,
08/07/2017,00:20,288,,,0.6,,
08/07/2017,00:30,255,,,0.5,,
08/07/2017,00:40,265,,,0.3,,
08/07/2017,00:50,289,,,0.2,,
08/07/2017,01:00,171,261,,0.2,0.4,
08/07/2017,01:10,233,,,0.0,,
08/07/2017,01:20,94,,,0.2,,
08/07/2017,01:30,189,,,0.1,,
08/07/2017,01:40,272,,,0.2,,
08/07/2017,01:50,8,,,0.3,,
08/07/2017,02:00,11,135,,0.2,0.2,
08/07/2017,02:10,162,,,0.2,,
08/07/2017,02:20,197,,,0.4,,
08/07/2017,02:30,180,,,0.3,,
08/07/2017,02:40,205,,,0.4,,
08/07/2017,02:50,231,,,0.1,,
08/07/2017,03:00,327,217,,0.3,0.3,
08/07/2017,03:10,316,,,0.2,,
08/07/2017,03:20,347,,,0.3,,
08/07/2017,03:30,96,,,0.1,,
08/07/2017,03:40,188,,,0.0,,
08/07/2017,03:50,102,,,0.2,,
08/07/2017,04:00,20,178,,0.1,0.1,
08/07/2017,04:10,320,,,0.1,,
08/07/2017,04:20,340,,,0.2,,
08/07/2017,04:30,186,,,0.3,,
08/07/2017,04:40,278,,,0.2,,
08/07/2017,04:50,330,,,0.1,,
08/07/2017,05:00,230,281,,0.1,0.2,
08/07/2017,05:10,103,,,0.1,,
08/07/2017,05:20,249,,,0.2,,
08/07/2017,05:30,321,,,0.1,,
08/07/2017,05:40,348,,,0.2,,
08/07/2017,05:50,74,,,0.2,,
08/07/2017,06:00,237,222,,0.1,0.1,
08/07/2017,06:10,85,,,0.1,,
08/07/2017,06:20,184,,,0.0,,
08/07/2017,06:30,330,,,0.3,,
08/07/2017,06:40,360,,,0.3,,
08/07/2017,06:50,14,,,0.2,,
08/07/2017,07:00,183,193,,0.2,0.2,
08/07/2017,07:10,189,,,0.3,,
08/07/2017,07:20,351,,,0.1,,
08/07/2017,07:30,192,,,0.2,,
08/07/2017,07:40,133,,,0.2,,
08/07/2017,07:50,298,,,0.2,,
08/07/2017,08:00,266,238,,0.1,0.2,
08/07/2017,08:10,235,,,0.2,,
08/07/2017,08:20,345,,,0.3,,
08/07/2017,08:30,325,,,0.3,,
08/07/2017,08:40,205,,,0.1,,
08/07/2017,08:50,315,,,0.2,,
08/07/2017,09:00,288,285,,0.3,0.2,
08/07/2017,09:10,353,,,0.1,,
08/07/2017,09:20,37,,,0.7,,
08/07/2017,09:30,32,,,0.4,,
08/07/2017,09:40,289,,,0.5,,
08/07/2017,09:50,21,,,0.5,,
08/07/2017,10:00,335,178,,0.1,0.4,
08/07/2017,10:10,338,,,0.1,,
08/07/2017,10:20,358,,,0.4,,
08/07/2017,10:30,16,,,0.2,,
08/07/2017,10:40,354,,,0.4,,
08/07/2017,10:50,4,,,0.5,,
08/07/2017,11:00,22,182,,0.5,0.4,
08/07/2017,11:10,19,,,0.4,,
08/07/2017,11:20,62,,,0.2,,
08/07/2017,11:30,7,,,0.8,,
08/07/2017,11:40,359,,,0.7,,
08/07/2017,11:50,6,,,0.8,,
08/07/2017,12:00,13,78,,0.8,0.6,
08/07/2017,12:10,18,,,0.8,,
08/07/2017,12:20,2,,,0.8,,
08/07/2017,12:30,354,,,0.8,,
08/07/2017,12:40,2,,,0.6,,
08/07/2017,12:50,353,,,0.7,,
08/07/2017,13:00,5,122,,0.8,0.8,
08/07/2017,13:10,322,,,0.7,,
08/07/2017,13:20,351,,,0.8,,
08/07/2017,13:30,331,,,1.0,,
08/07/2017,13:40,355,,,0.6,,
08/07/2017,13:50,359,,,1.1,,
08/07/2017,14:00,359,346,,0.8,0.8,
08/07/2017,14:10,292,,,1.3,,
08/07/2017,14:20,270,,,1.5,,
08/07/2017,14:30,326,,,0.9,,
08/07/2017,14:40,314,,,1.3,,
08/07/2017,14:50,296,,,1.2,,
08/07/2017,15:00,293,298,,1.2,1.3,
08/07/2017,15:10,270,,,1.1,,
08/07/2017,15:20,274,,,0.9,,
08/07/2017,15:30,294,,,1.0,,
08/07/2017,15:40,305,,,0.9,,
08/07/2017,15:50,317,,,1.0,,
08/07/2017,16:00,324,297,,0.7,0.9,
08/07/2017,16:10,338,,,0.9,,
08/07/2017,16:20,333,,,1.0,,
08/07/2017,16:30,348,,,0.7,,
08/07/2017,16:40,7,,,0.9,,
08/07/2017,16:50,352,,,0.9,,
08/07/2017,17:00,351,288,,0.7,0.9,
08/07/2017,17:10,347,,,0.4,,
08/07/2017,17:20,44,,,0.4,,
08/07/2017,17:30,10,,,0.3,,
08/07/2017,17:40,351,,,0.6,,
08/07/2017,17:50,334,,,0.8,,
08/07/2017,18:00,343,238,,0.6,0.5,
08/07/2017,18:10,351,,,0.7,,
08/07/2017,18:20,344,,,0.8,,
08/07/2017,18:30,358,,,0.6,,
08/07/2017,18:40,343,,,0.6,,
08/07/2017,18:50,341,,,0.8,,
08/07/2017,19:00,13,292,,0.4,0.6,
08/07/2017,19:10,15,,,0.2,,
08/07/2017,19:20,76,,,0.1,,
08/07/2017,19:30,28,,,0.2,,
08/07/2017,19:40,34,,,0.3,,
08/07/2017,19:50,324,,,0.4,,
08/07/2017,20:00,342,136,,0.3,0.2,
08/07/2017,20:10,196,,,0.1,,
08/07/2017,20:20,204,,,0.1,,
08/07/2017,20:30,315,,,0.2,,
08/07/2017,20:40,334,,,0.4,,
08/07/2017,20:50,1,,,0.1,,
08/07/2017,21:00,2,175,,0.3,0.2,
08/07/2017,21:10,354,,,0.3,,
08/07/2017,21:20,354,,,0.1,,
08/07/2017,21:30,330,,,0.1,,
08/07/2017,21:40,340,,,0.2,,
08/07/2017,21:50,311,,,0.2,,
08/07/2017,22:00,4,282,,0.3,0.2,
08/07/2017,22:10,355,,,0.3,,
08/07/2017,22:20,349,,,0.4,,
08/07/2017,22:30,6,,,0.5,,
08/07/2017,22:40,4,,,0.5,,
08/07/2017,22:50,352,,,0.6,,
08/07/2017,23:00,17,181,,0.6,0.5,
08/07/2017,23:10,16,,,0.7,,
08/07/2017,23:20,16,,,0.6,,
08/07/2017,23:30,11,,,0.7,,
08/07/2017,23:40,18,,,0.7,,
08/07/2017,23:50,8,,,0.5,,
08/07/2017,24:00,27,16,213,0.7,0.7,0.5
09/07/2017,00:10,348,,,2.2,,
09/07/2017,00:20,340,,,1.5,,
09/07/2017,00:30,331,,,1.1,,
09/07/2017,00:40,350,,,0.8,,
09/07/2017,00:50,13,,,0.4,,
09/07/2017,01:00,29,235,,0.1,1.0,
09/07/2017,01:10,157,,,0.0,,
09/07/2017,01:20,53,,,0.3,,
09/07/2017,01:30,263,,,0.0,,
09/07/2017,01:40,26,,,0.1,,
09/07/2017,01:50,7,,,0.2,,
09/07/2017,02:00,121,104,,0.1,0.1,
09/07/2017,02:10,248,,,0.5,,
09/07/2017,02:20,283,,,0.2,,
09/07/2017,02:30,46,,,0.9,,
09/07/2017,02:40,334,,,0.6,,
09/07/2017,02:50,307,,,1.0,,
09/07/2017,03:00,329,258,,0.5,0.6,
09/07/2017,03:10,87,,,0.6,,
09/07/2017,03:20,81,,,1.4,,
09/07/2017,03:30,68,,,0.9,,
09/07/2017,03:40,70,,,0.8,,
09/07/2017,03:50,81,,,0.8,,
09/07/2017,04:00,83,78,,1.1,0.9,
09/07/2017,04:10,78,,,0.7,,
09/07/2017,04:20,167,,,0.1,,
09/07/2017,04:30,253,,,0.5,,
09/07/2017,04:40,269,,,0.3,,
09/07/2017,04:50,24,,,0.3,,
09/07/2017,05:00,336,188,,0.3,0.3,
09/07/2017,05:10,27,,,0.5,,
09/07/2017,05:20,34,,,0.2,,
09/07/2017,05:30,347,,,0.2,,
09/07/2017,05:40,345,,,0.4,,
09/07/2017,05:50,358,,,0.3,,
09/07/2017,06:00,76,198,,0.1,0.3,
09/07/2017,06:10,341,,,0.2,,
09/07/2017,06:20,357,,,0.2,,
09/07/2017,06:30,347,,,0.5,,
09/07/2017,06:40,340,,,0.5,,
09/07/2017,06:50,11,,,0.4,,
09/07/2017,07:00,40,239,,0.2,0.3,
09/07/2017,07:10,233,,,0.2,,
09/07/2017,07:20,158,,,0.2,,
09/07/2017,07:30,208,,,0.4,,
09/07/2017,07:40,313,,,0.4,,
09/07/2017,07:50,1,,,0.3,,
09/07/2017,08:00,349,210,,0.4,0.3,
09/07/2017,08:10,340,,,0.3,,
09/07/2017,08:20,13,,,0.5,,
09/07/2017,08:30,355,,,0.5,,
09/07/2017,08:40,345,,,0.8,,
09/07/2017,08:50,327,,,0.8,,
09/07/2017,09:00,324,284,,0.8,0.6,
09/07/2017,09:10,321,,,1.4,,
09/07/2017,09:20,289,,,1.1,,
09/07/2017,09:30,292,,,1.5,,
09/07/2017,09:40,297,,,2.0,,
09/07/2017,09:50,293,,,1.1,,
09/07/2017,10:00,312,301,,1.1,1.4,
09/07/2017,10:10,312,,,0.8,,
09/07/2017,10:20,270,,,0.5,,
09/07/2017,10:30,278,,,1.2,,
09/07/2017,10:40,286,,,1.5,,
09/07/2017,10:50,283,,,1.5,,
09/07/2017,11:00,288,286,,1.4,1.1,
09/07/2017,11:10,275,,,2.4,,
09/07/2017,11:20,272,,,2.5,,
09/07/2017,11:30,274,,,2.8,,
09/07/2017,11:40,282,,,2.8,,
09/07/2017,11:50,286,,,3.0,,
09/07/2017,12:00,267,276,,2.0,2.6,
09/07/2017,12:10,261,,,1.3,,
09/07/2017,12:20,266,,,2.1,,
09/07/2017,12:30,254,,,1.4,,
09/07/2017,12:40,252,,,2.1,,
09/07/2017,12:50,256,,,2.0,,
09/07/2017,13:00,271,260,,1.8,1.8,
09/07/2017,13:10,257,,,1.7,,
09/07/2017,13:20,268,,,2.4,,
09/07/2017,13:30,259,,,1.6,,
09/07/2017,13:40,243,,,1.7,,
09/07/2017,13:50,273,,,1.5,,
09/07/2017,14:00,244,258,,2.6,1.9,
09/07/2017,14:10,240,,,2.2,,
09/07/2017,14:20,226,,,1.3,,
09/07/2017,14:30,245,,,1.2,,
09/07/2017,14:40,253,,,1.2,,
09/07/2017,14:50,252,,,1.7,,
09/07/2017,15:00,254,245,,1.4,1.5,
09/07/2017,15:10,261,,,1.5,,
09/07/2017,15:20,256,,,1.7,,
09/07/2017,15:30,252,,,1.6,,
09/07/2017,15:40,233,,,1.7,,
09/07/2017,15:50,229,,,1.9,,
09/07/2017,16:00,229,243,,1.6,1.7,
09/07/2017,16:10,228,,,1.7,,
09/07/2017,16:20,229,,,1.6,,
09/07/2017,16:30,228,,,1.1,,
09/07/2017,16:40,221,,,1.4,,
09/07/2017,16:50,224,,,1.5,,
09/07/2017,17:00,229,227,,1.3,1.4,
09/07/2017,17:10,255,,,0.8,,
09/07/2017,17:20,246,,,0.4,,
09/07/2017,17:30,301,,,0.2,,
09/07/2017,17:40,254,,,0.3,,
09/07/2017,17:50,261,,,0.4,,
09/07/2017,18:00,272,265,,0.9,0.5,
09/07/2017,18:10,271,,,0.6,,
09/07/2017,18:20,255,,,0.5,,
09/07/2017,18:30,263,,,0.5,,
09/07/2017,18:40,230,,,0.3,,
09/07/2017,18:50,236,,,0.5,,
09/07/2017,19:00,228,247,,0.8,0.5,
09/07/2017,19:10,237,,,0.7,,
09/07/2017,19:20,247,,,0.6,,
09/07/2017,19:30,250,,,0.6,,
09/07/2017,19:40,249,,,0.6,,
09/07/2017,19:50,253,,,0.6,,
09/07/2017,20:00,243,246,,0.6,0.6,
09/07/2017,20:10,245,,,0.6,,
09/07/2017,20:20,242,,,0.5,,
09/07/2017,20:30,251,,,0.5,,
09/07/2017,20:40,237,,,0.7,,
09/07/2017,20:50,228,,,1.7,,
09/07/2017,21:00,232,239,,1.5,0.9,
09/07/2017,21:10,229,,,1.6,,
09/07/2017,21:20,228,,,1.7,,
09/07/2017,21:30,227,,,1.5,,
09/07/2017,21:40,226,,,1.5,,
09/07/2017,21:50,226,,,1.5,,
09/07/2017,22:00,226,227,,1.7,1.6,
