"Table for Penrose Time Range: 01/03/2017 00:00 to 01/04/2017 00:00"
"Source",,,"AC Penrose WDR 10min average",,"AC Penrose WDR_RAW 10min average","AC Penrose WDR_RAW 1h average",,"AC Penrose WSP 10min average","AC Penrose WSP 1h average",,"AC Penrose WSP_RAW 10min average","AC Penrose WSP_RAW 1h average"
"Date","Time","AC Penrose WDR 10min average [°]","AC Penrose WDR 1h average [°]","AC Penrose WDR_RAW 10min average [°]","AC Penrose WDR_RAW 1h average [°]","AC Penrose WDR_RAW 24h average [°]","AC Penrose WSP 10min average [m/s]","AC Penrose WSP 1h average [m/s]","AC Penrose WSP 24h average [m/s]","AC Penrose WSP_RAW 10min average [m/s]","AC Penrose WSP_RAW 1h average [m/s]","AC Penrose WSP_RAW 24h average [m/s]"
09/03/2017,12:00,,,79,71,,,,,4.0,4.5,
09/03/2017,12:10,,,71,,,,,,4.9,,
09/03/2017,12:20,,,76,,,,,,4.3,,
09/03/2017,12:30,,,82,,,,,,4.0,,
09/03/2017,12:40,,,86,,,,,,5.0,,
09/03/2017,12:50,,,79,,,,,,4.3,,
09/03/2017,13:00,,,82,79,,,,,3.9,4.4,
09/03/2017,13:10,,,82,,,,,,3.9,,
09/03/2017,13:20,,,74,,,,,,3.4,,
09/03/2017,13:30,,,74,,,,,,3.7,,
09/03/2017,13:40,,,68,,,,,,4.2,,
09/03/2017,13:50,,,71,,,,,,4.3,,
09/03/2017,14:00,,,74,74,,,,,4.4,4.0,
09/03/2017,14:10,,,77,,,,,,3.8,,
09/03/2017,14:20,,,79,,,,,,4.0,,
09/03/2017,14:30,,,78,,,,,,4.6,,
09/03/2017,14:40,,,85,,,,,,3.7,,
09/03/2017,14:50,,,82,,,,,,4.2,,
09/03/2017,15:00,,,85,81,,,,,4.4,4.1,
09/03/2017,15:10,,,86,,,,,,4.2,,
09/03/2017,15:20,,,82,,,,,,4.0,,
09/03/2017,15:30,,,86,,,,,,4.4,,
09/03/2017,15:40,,,86,,,,,,4.3,,
09/03/2017,15:50,,,84,,,,,,4.7,,
09/03/2017,16:00,,,82,84,,,,,4.8,4.4,
09/03/2017,16:10,,,71,,,,,,4.7,,
09/03/2017,16:20,,,75,,,,,,4.5,,
09/03/2017,16:30,,,74,,,,,,4.1,,
09/03/2017,16:40,,,72,,,,,,4.3,,
09/03/2017,16:50,,,73,,,,,,4.6,,
09/03/2017,17:00,,,75,73,,,,,4.0,4.4,
09/03/2017,17:10,,,83,,,,,,3.4,,
09/03/2017,17:20,,,83,,,,,,3.7,,
09/03/2017,17:30,,,91,,,,,,3.5,,
09/03/2017,17:40,,,91,,,,,,3.5,,
09/03/2017,17:50,,,84,,,,,,3.3,,
09/03/2017,18:00,,,87,86,,,,,4.2,3.6,
09/03/2017,18:10,,,83,,,,,,3.3,,
09/03/2017,18:20,,,87,,,,,,3.7,,
09/03/2017,18:30,,,85,,,,,,4.1,,
09/03/2017,18:40,,,83,,,,,,4.0,,
09/03/2017,18:50,,,81,,,,,,3.8,,
09/03/2017,19:00,,,86,84,,,,,3.8,3.8,
09/03/2017,19:10,,,85,,,,,,3.2,,
09/03/2017,19:20,,,85,,,,,,2.7,,
09/03/2017,19:30,,,78,,,,,,3.7,,
09/03/2017,19:40,,,81,,,,,,3.9,,
09/03/2017,19:50,,,90,,,,,,3.6,,
09/03/2017,20:00,,,88,85,,,,,3.4,3.4,
09/03/2017,20:10,,,84,,,,,,3.4,,
09/03/2017,20:20,,,78,,,,,,3.3,,
09/03/2017,20:30,,,88,,,,,,3.4,,
09/03/2017,20:40,,,89,,,,,,2.7,,
09/03/2017,20:50,,,84,,,,,,3.9,,
09/03/2017,21:00,,,89,85,,,,,2.9,3.3,
09/03/2017,21:10,,,87,,,,,,3.4,,
09/03/2017,21:20,,,85,,,,,,4.0,,
09/03/2017,21:30,,,86,,,,,,4.2,,
09/03/2017,21:40,,,91,,,,,,3.5,,
09/03/2017,21:50,,,85,,,,,,3.5,,
09/03/2017,22:00,,,85,86,,,,,3.1,3.6,
09/03/2017,22:10,,,85,,,,,,3.0,,
09/03/2017,22:20,,,86,,,,,,2.6,,
09/03/2017,22:30,,,85,,,,,,3.0,,
09/03/2017,22:40,,,83,,,,,,2.8,,
09/03/2017,22:50,,,85,,,,,,2.9,,
09/03/2017,23:00,,,81,84,,,,,3.1,2.9,
09/03/2017,23:10,,,84,,,,,,2.6,,
09/03/2017,23:20,,,81,,,,,,3.0,,
09/03/2017,23:30,,,83,,,,,,2.3,,
09/03/2017,23:40,,,83,,,,,,3.0,,
09/03/2017,23:50,,,80,,,,,,2.1,,
09/03/2017,24:00,,,80,82,87,,,,2.2,2.6,3.4
10/03/2017,00:10,,,72,,,,,,2.6,,
10/03/2017,00:20,,,72,,,,,,3.0,,
10/03/2017,00:30,,,73,,,,,,2.8,,
10/03/2017,00:40,,,76,,,,,,2.5,,
10/03/2017,00:50,,,79,,,,,,2.5,,
10/03/2017,01:00,,,66,73,,,,,3.2,2.8,
10/03/2017,01:10,,,66,,,,,,3.3,,
10/03/2017,01:20,,,65,,,,,,3.4,,
10/03/2017,01:30,,,71,,,,,,3.5,,
10/03/2017,01:40,,,63,,,,,,4.1,,
10/03/2017,01:50,,,60,,,,,,4.1,,
10/03/2017,02:00,,,62,65,,,,,3.7,3.7,
10/03/2017,02:10,,,63,,,,,,3.7,,
10/03/2017,02:20,,,70,,,,,,3.9,,
10/03/2017,02:30,,,70,,,,,,3.1,,
10/03/2017,02:40,,,68,,,,,,3.1,,
10/03/2017,02:50,,,66,,,,,,3.2,,
10/03/2017,03:00,,,70,68,,,,,3.2,3.4,
10/03/2017,03:10,,,63,,,,,,3.5,,
10/03/2017,03:20,,,68,,,,,,3.3,,
10/03/2017,03:30,,,70,,,,,,2.7,,
10/03/2017,03:40,,,64,,,,,,3.4,,
10/03/2017,03:50,,,66,,,,,,3.3,,
10/03/2017,04:00,,,68,67,,,,,3.4,3.3,
10/03/2017,04:10,,,74,,,,,,3.5,,
10/03/2017,04:20,,,75,,,,,,3.1,,
10/03/2017,04:30,,,67,,,,,,3.8,,
10/03/2017,04:40,,,64,,,,,,3.3,,
10/03/2017,04:50,,,61,,,,,,3.9,,
10/03/2017,05:00,,,65,68,,,,,4.0,3.6,
10/03/2017,05:10,,,63,,,,,,3.7,,
10/03/2017,05:20,,,65,,,,,,3.3,,
10/03/2017,05:30,,,70,,,,,,3.4,,
10/03/2017,05:40,,,75,,,,,,3.0,,
10/03/2017,05:50,,,61,,,,,,3.5,,
10/03/2017,06:00,,,65,66,,,,,2.8,3.3,
10/03/2017,06:10,,,69,,,,,,2.7,,
10/03/2017,06:20,,,71,,,,,,3.4,,
10/03/2017,06:30,,,64,,,,,,3.6,,
10/03/2017,06:40,,,66,,,,,,3.4,,
10/03/2017,06:50,,,64,,,,,,4.0,,
10/03/2017,07:00,,,68,67,,,,,3.6,3.4,
10/03/2017,07:10,,,69,,,,,,3.6,,
10/03/2017,07:20,,,65,,,,,,3.4,,
10/03/2017,07:30,,,69,,,,,,3.2,,
10/03/2017,07:40,,,64,,,,,,4.5,,
10/03/2017,07:50,,,70,,,,,,4.3,,
10/03/2017,08:00,,,65,67,,,,,4.7,4.0,
10/03/2017,08:10,,,70,,,,,,4.3,,
10/03/2017,08:20,,,68,,,,,,4.0,,
10/03/2017,08:30,,,68,,,,,,4.6,,
10/03/2017,08:40,,,62,,,,,,4.1,,
10/03/2017,08:50,,,67,,,,,,4.6,,
10/03/2017,09:00,,,67,67,,,,,4.5,4.3,
10/03/2017,09:10,,,68,,,,,,4.8,,
10/03/2017,09:20,,,68,,,,,,4.5,,
10/03/2017,09:30,,,62,,,,,,4.3,,
10/03/2017,09:40,,,64,,,,,,4.9,,
10/03/2017,09:50,,,68,,,,,,3.9,,
10/03/2017,10:00,,,64,66,,,,,4.8,4.5,
10/03/2017,10:10,,,64,,,,,,4.4,,
10/03/2017,10:20,,,64,,,,,,4.1,,
10/03/2017,10:30,,,60,,,,,,4.8,,
10/03/2017,10:40,,,64,,,,,,4.6,,
10/03/2017,10:50,,,64,,,,,,4.3,,
10/03/2017,11:00,,,65,64,,,,,4.1,4.4,
10/03/2017,11:10,,,60,,,,,,4.5,,
10/03/2017,11:20,,,65,,,,,,3.8,,
10/03/2017,11:30,,,62,,,,,,3.9,,
10/03/2017,11:40,,,59,,,,,,4.1,,
10/03/2017,11:50,,,67,,,,,,5.0,,
10/03/2017,12:00,,,60,62,,,,,4.2,4.2,
10/03/2017,12:10,,,62,,,,,,4.1,,
10/03/2017,12:20,,,64,,,,,,4.6,,
10/03/2017,12:30,,,64,,,,,,4.6,,
10/03/2017,12:40,,,63,,,,,,4.5,,
10/03/2017,12:50,,,60,,,,,,4.4,,
10/03/2017,13:00,,,55,61,,,,,3.6,4.3,
10/03/2017,13:10,,,63,,,,,,3.9,,
10/03/2017,13:20,,,57,,,,,,4.7,,
10/03/2017,13:30,,,59,,,,,,3.9,,
10/03/2017,13:40,,,61,,,,,,4.0,,
10/03/2017,13:50,,,63,,,,,,4.8,,
10/03/2017,14:00,,,55,60,,,,,4.2,4.2,
10/03/2017,14:10,,,65,,,,,,3.9,,
10/03/2017,14:20,,,65,,,,,,4.0,,
10/03/2017,14:30,,,67,,,,,,3.2,,
10/03/2017,14:40,,,61,,,,,,4.3,,
10/03/2017,14:50,,,61,,,,,,4.2,,
10/03/2017,15:00,,,61,63,,,,,4.3,4.0,
10/03/2017,15:10,,,69,,,,,,3.6,,
10/03/2017,15:20,,,61,,,,,,3.8,,
10/03/2017,15:30,,,60,,,,,,3.8,,
10/03/2017,15:40,,,60,,,,,,3.8,,
10/03/2017,15:50,,,58,,,,,,3.9,,
10/03/2017,16:00,,,62,62,,,,,3.6,3.8,
10/03/2017,16:10,,,70,,,,,,2.5,,
10/03/2017,16:20,,,83,,,,,,2.2,,
10/03/2017,16:30,,,79,,,,,,1.8,,
10/03/2017,16:40,,,90,,,,,,1.9,,
10/03/2017,16:50,,,65,,,,,,2.7,,
10/03/2017,17:00,,,45,72,,,,,2.1,2.2,
10/03/2017,17:10,,,69,,,,,,3.3,,
10/03/2017,17:20,,,56,,,,,,3.4,,
10/03/2017,17:30,,,51,,,,,,4.6,,
10/03/2017,17:40,,,54,,,,,,4.3,,
10/03/2017,17:50,,,48,,,,,,4.2,,
10/03/2017,18:00,,,46,54,,,,,3.2,3.8,
10/03/2017,18:10,,,60,,,,,,2.9,,
10/03/2017,18:20,,,65,,,,,,3.4,,
10/03/2017,18:30,,,63,,,,,,3.4,,
10/03/2017,18:40,,,63,,,,,,3.7,,
10/03/2017,18:50,,,49,,,,,,4.1,,
10/03/2017,19:00,,,60,60,,,,,4.4,3.7,
10/03/2017,19:10,,,61,,,,,,4.1,,
10/03/2017,19:20,,,27,,,,,,4.4,,
10/03/2017,19:30,,,5,,,,,,4.7,,
10/03/2017,19:40,,,10,,,,,,3.9,,
10/03/2017,19:50,,,14,,,,,,2.9,,
10/03/2017,20:00,,,9,21,,,,,3.0,3.8,
10/03/2017,20:10,,,6,,,,,,2.7,,
10/03/2017,20:20,,,12,,,,,,2.7,,
10/03/2017,20:30,,,16,,,,,,2.6,,
10/03/2017,20:40,,,13,,,,,,2.1,,
10/03/2017,20:50,,,9,,,,,,1.9,,
10/03/2017,21:00,,,12,11,,,,,1.7,2.3,
10/03/2017,21:10,,,26,,,,,,0.9,,
10/03/2017,21:20,,,67,,,,,,0.9,,
10/03/2017,21:30,,,91,,,,,,0.5,,
10/03/2017,21:40,,,62,,,,,,0.8,,
10/03/2017,21:50,,,51,,,,,,0.6,,
10/03/2017,22:00,,,72,61,,,,,0.8,0.7,
10/03/2017,22:10,,,93,,,,,,0.6,,
10/03/2017,22:20,,,344,,,,,,0.5,,
10/03/2017,22:30,,,37,,,,,,0.5,,
10/03/2017,22:40,,,86,,,,,,0.8,,
10/03/2017,22:50,,,23,,,,,,0.9,,
10/03/2017,23:00,,,359,157,,,,,1.7,0.8,
10/03/2017,23:10,,,7,,,,,,3.9,,
10/03/2017,23:20,,,7,,,,,,4.9,,
10/03/2017,23:30,,,4,,,,,,3.8,,
10/03/2017,23:40,,,6,,,,,,4.3,,
10/03/2017,23:50,,,8,,,,,,4.2,,
10/03/2017,24:00,,,2,6,62,,,,3.4,4.1,3.4
11/03/2017,00:10,,,357,,,,,,2.5,,
11/03/2017,00:20,,,12,,,,,,2.8,,
11/03/2017,00:30,,,9,,,,,,2.8,,
11/03/2017,00:40,,,17,,,,,,3.2,,
11/03/2017,00:50,,,23,,,,,,3.3,,
11/03/2017,01:00,,,23,73,,,,,3.9,3.1,
11/03/2017,01:10,,,24,,,,,,4.0,,
11/03/2017,01:20,,,33,,,,,,3.3,,
11/03/2017,01:30,,,24,,,,,,3.2,,
11/03/2017,01:40,,,21,,,,,,3.0,,
11/03/2017,01:50,,,28,,,,,,2.8,,
11/03/2017,02:00,,,21,25,,,,,3.3,3.3,
11/03/2017,02:10,,,30,,,,,,3.4,,
11/03/2017,02:20,,,31,,,,,,3.1,,
11/03/2017,02:30,,,36,,,,,,3.2,,
11/03/2017,02:40,,,36,,,,,,2.7,,
11/03/2017,02:50,,,40,,,,,,2.9,,
11/03/2017,03:00,,,41,36,,,,,3.3,3.1,
11/03/2017,03:10,,,35,,,,,,3.2,,
11/03/2017,03:20,,,30,,,,,,3.2,,
11/03/2017,03:30,,,34,,,,,,3.3,,
11/03/2017,03:40,,,31,,,,,,3.2,,
11/03/2017,03:50,,,25,,,,,,3.2,,
11/03/2017,04:00,,,23,30,,,,,3.4,3.2,
11/03/2017,04:10,,,29,,,,,,3.8,,
11/03/2017,04:20,,,28,,,,,,3.4,,
11/03/2017,04:30,,,31,,,,,,3.6,,
11/03/2017,04:40,,,27,,,,,,4.2,,
11/03/2017,04:50,,,31,,,,,,4.4,,
11/03/2017,05:00,,,29,29,,,,,4.0,3.9,
11/03/2017,05:10,,,24,,,,,,3.0,,
11/03/2017,05:20,,,24,,,,,,3.6,,
11/03/2017,05:30,,,26,,,,,,3.9,,
11/03/2017,05:40,,,25,,,,,,3.5,,
11/03/2017,05:50,,,24,,,,,,3.5,,
11/03/2017,06:00,,,35,26,,,,,2.7,3.4,
11/03/2017,06:10,,,26,,,,,,3.7,,
11/03/2017,06:20,,,22,,,,,,3.8,,
11/03/2017,06:30,,,11,,,,,,3.3,,
11/03/2017,06:40,,,27,,,,,,3.4,,
11/03/2017,06:50,,,27,,,,,,4.2,,
11/03/2017,07:00,,,358,79,,,,,4.7,3.8,
11/03/2017,07:10,,,348,,,,,,3.5,,
11/03/2017,07:20,,,358,,,,,,2.7,,
11/03/2017,07:30,,,355,,,,,,2.2,,
11/03/2017,07:40,,,15,,,,,,2.3,,
11/03/2017,07:50,,,17,,,,,,2.5,,
11/03/2017,08:00,,,20,186,,,,,2.8,2.7,
11/03/2017,08:10,,,17,,,,,,2.7,,
11/03/2017,08:20,,,32,,,,,,2.4,,
11/03/2017,08:30,,,28,,,,,,2.3,,
11/03/2017,08:40,,,41,,,,,,2.3,,
11/03/2017,08:50,,,41,,,,,,2.0,,
11/03/2017,09:00,,,38,33,,,,,2.3,2.3,
11/03/2017,09:10,,,23,,,,,,2.4,,
11/03/2017,09:20,,,40,,,,,,2.6,,
11/03/2017,09:30,,,45,,,,,,3.0,,
11/03/2017,09:40,,,32,,,,,,3.4,,
11/03/2017,09:50,,,30,,,,,,3.3,,
11/03/2017,10:00,,,27,33,,,,,2.8,2.9,
11/03/2017,10:10,,,24,,,,,,3.6,,
11/03/2017,10:20,,,30,,,,,,3.2,,
11/03/2017,10:30,,,27,,,,,,3.7,,
11/03/2017,10:40,,,26,,,,,,3.5,,
11/03/2017,10:50,,,31,,,,,,4.0,,
11/03/2017,11:00,,,34,29,,,,,3.4,3.6,
11/03/2017,11:10,,,27,,,,,,3.8,,
11/03/2017,11:20,,,23,,,,,,4.1,,
11/03/2017,11:30,,,20,,,,,,3.9,,
11/03/2017,11:40,,,23,,,,,,3.5,,
11/03/2017,11:50,,,32,,,,,,3.4,,
11/03/2017,12:00,,,28,26,,,,,3.2,3.7,
11/03/2017,12:10,,,20,,,,,,4.2,,
11/03/2017,12:20,,,20,,,,,,4.6,,
11/03/2017,12:30,,,23,,,,,,4.2,,
11/03/2017,12:40,,,28,,,,,,4.0,,
11/03/2017,12:50,,,23,,,,,,4.0,,
11/03/2017,13:00,,,21,22,,,,,4.1,4.2,
11/03/2017,13:10,,,17,,,,,,4.6,,
11/03/2017,13:20,,,20,,,,,,4.3,,
11/03/2017,13:30,,,22,,,,,,4.3,,
11/03/2017,13:40,,,26,,,,,,3.4,,
11/03/2017,13:50,,,23,,,,,,3.9,,
11/03/2017,14:00,,,29,23,,,,,4.9,4.2,
11/03/2017,14:10,,,32,,,,,,4.0,,
11/03/2017,14:20,,,27,,,,,,4.1,,
11/03/2017,14:30,,,22,,,,,,3.8,,
11/03/2017,14:40,,,24,,,,,,5.2,,
11/03/2017,14:50,,,18,,,,,,5.8,,
11/03/2017,15:00,,,18,23,,,,,4.5,4.6,
11/03/2017,15:10,,,23,,,,,,4.5,,
11/03/2017,15:20,,,28,,,,,,4.1,,
11/03/2017,15:30,,,19,,,,,,4.2,,
11/03/2017,15:40,,,21,,,,,,4.4,,
11/03/2017,15:50,,,17,,,,,,4.9,,
11/03/2017,16:00,,,18,21,,,,,4.8,4.5,
11/03/2017,16:10,,,21,,,,,,4.2,,
11/03/2017,16:20,,,19,,,,,,4.2,,
11/03/2017,16:30,,,15,,,,,,4.7,,
11/03/2017,16:40,,,18,,,,,,4.2,,
11/03/2017,16:50,,,23,,,,,,3.4,,
11/03/2017,17:00,,,24,20,,,,,4.1,4.1,
11/03/2017,17:10,,,28,,,,,,3.9,,
11/03/2017,17:20,,,34,,,,,,3.8,,
11/03/2017,17:30,,,28,,,,,,3.7,,
11/03/2017,17:40,,,34,,,,,,4.5,,
11/03/2017,17:50,,,29,,,,,,4.2,,
11/03/2017,18:00,,,25,30,,,,,4.6,4.1,
11/03/2017,18:10,,,28,,,,,,5.1,,
11/03/2017,18:20,,,25,,,,,,4.7,,
11/03/2017,18:30,,,20,,,,,,5.0,,
11/03/2017,18:40,,,15,,,,,,5.1,,
11/03/2017,18:50,,,18,,,,,,5.3,,
11/03/2017,19:00,,,22,21,,,,,4.5,5.0,
11/03/2017,19:10,,,25,,,,,,4.5,,
11/03/2017,19:20,,,22,,,,,,4.4,,
11/03/2017,19:30,,,25,,,,,,4.4,,
11/03/2017,19:40,,,20,,,,,,4.3,,
11/03/2017,19:50,,,22,,,,,,4.0,,
11/03/2017,20:00,,,20,22,,,,,4.2,4.3,
11/03/2017,20:10,,,21,,,,,,4.6,,
11/03/2017,20:20,,,19,,,,,,4.7,,
11/03/2017,20:30,,,20,,,,,,4.1,,
11/03/2017,20:40,,,16,,,,,,4.9,,
11/03/2017,20:50,,,17,,,,,,4.2,,
11/03/2017,21:00,,,20,19,,,,,4.2,4.4,
11/03/2017,21:10,,,20,,,,,,4.6,,
11/03/2017,21:20,,,18,,,,,,4.3,,
11/03/2017,21:30,,,21,,,,,,4.3,,
11/03/2017,21:40,,,26,,,,,,4.0,,
11/03/2017,21:50,,,20,,,,,,3.7,,
11/03/2017,22:00,,,25,22,,,,,3.3,4.0,
11/03/2017,22:10,,,21,,,,,,3.6,,
11/03/2017,22:20,,,23,,,,,,3.7,,
11/03/2017,22:30,,,23,,,,,,3.4,,
11/03/2017,22:40,,,24,,,,,,3.0,,
11/03/2017,22:50,,,30,,,,,,3.0,,
11/03/2017,23:00,,,25,24,,,,,3.1,3.3,
11/03/2017,23:10,,,25,,,,,,3.1,,
11/03/2017,23:20,,,26,,,,,,3.1,,
11/03/2017,23:30,,,21,,,,,,3.5,,
11/03/2017,23:40,,,19,,,,,,4.0,,
11/03/2017,23:50,,,19,,,,,,3.9,,
11/03/2017,24:00,,,18,21,36,,,,3.6,3.5,3.7
12/03/2017,00:10,,,22,,,,,,3.2,,
12/03/2017,00:20,,,17,,,,,,3.5,,
12/03/2017,00:30,,,19,,,,,,3.3,,
12/03/2017,00:40,,,22,,,,,,3.7,,
12/03/2017,00:50,,,26,,,,,,3.7,,
12/03/2017,01:00,,,25,22,,,,,4.1,3.6,
12/03/2017,01:10,,,22,,,,,,3.5,,
12/03/2017,01:20,,,28,,,,,,3.4,,
12/03/2017,01:30,,,25,,,,,,3.8,,
12/03/2017,01:40,,,25,,,,,,3.6,,
12/03/2017,01:50,,,23,,,,,,2.9,,
12/03/2017,02:00,,,22,24,,,,,3.1,3.4,
12/03/2017,02:10,,,19,,,,,,3.6,,
12/03/2017,02:20,,,12,,,,,,3.5,,
12/03/2017,02:30,,,15,,,,,,4.2,,
12/03/2017,02:40,,,14,,,,,,3.9,,
12/03/2017,02:50,,,13,,,,,,3.9,,
12/03/2017,03:00,,,17,15,,,,,3.9,3.8,
12/03/2017,03:10,,,18,,,,,,3.7,,
12/03/2017,03:20,,,19,,,,,,3.5,,
12/03/2017,03:30,,,17,,,,,,3.4,,
12/03/2017,03:40,,,22,,,,,,3.7,,
12/03/2017,03:50,,,24,,,,,,3.2,,
12/03/2017,04:00,,,21,20,,,,,3.5,3.5,
12/03/2017,04:10,,,25,,,,,,3.3,,
12/03/2017,04:20,,,33,,,,,,3.1,,
12/03/2017,04:30,,,34,,,,,,3.0,,
12/03/2017,04:40,,,34,,,,,,2.9,,
12/03/2017,04:50,,,30,,,,,,2.7,,
12/03/2017,05:00,,,26,30,,,,,2.8,3.0,
12/03/2017,05:10,,,31,,,,,,3.1,,
12/03/2017,05:20,,,30,,,,,,3.2,,
12/03/2017,05:30,,,40,,,,,,3.6,,
12/03/2017,05:40,,,29,,,,,,3.9,,
12/03/2017,05:50,,,27,,,,,,3.5,,
12/03/2017,06:00,,,26,30,,,,,4.1,3.6,
12/03/2017,06:10,,,25,,,,,,4.4,,
12/03/2017,06:20,,,24,,,,,,4.0,,
12/03/2017,06:30,,,25,,,,,,4.9,,
12/03/2017,06:40,,,18,,,,,,4.2,,
12/03/2017,06:50,,,22,,,,,,4.2,,
12/03/2017,07:00,,,24,23,,,,,4.7,4.4,
12/03/2017,07:10,,,18,,,,,,4.8,,
12/03/2017,07:20,,,27,,,,,,4.7,,
12/03/2017,07:30,,,26,,,,,,4.3,,
12/03/2017,07:40,,,25,,,,,,4.7,,
12/03/2017,07:50,,,27,,,,,,4.1,,
12/03/2017,08:00,,,25,25,,,,,5.0,4.6,
12/03/2017,08:10,,,28,,,,,,4.4,,
12/03/2017,08:20,,,23,,,,,,4.7,,
12/03/2017,08:30,,,28,,,,,,4.1,,
12/03/2017,08:40,,,26,,,,,,4.0,,
12/03/2017,08:50,,,35,,,,,,3.5,,
12/03/2017,09:00,,,43,31,,,,,3.3,4.0,
12/03/2017,09:10,,,49,,,,,,3.2,,
12/03/2017,09:20,,,44,,,,,,3.6,,
12/03/2017,09:30,,,48,,,,,,3.3,,
12/03/2017,09:40,,,64,,,,,,2.7,,
12/03/2017,09:50,,,64,,,,,,3.0,,
12/03/2017,10:00,,,92,60,,,,,1.9,2.9,
12/03/2017,10:10,,,87,,,,,,2.5,,
12/03/2017,10:20,,,100,,,,,,2.1,,
12/03/2017,10:30,,,126,,,,,,2.7,,
12/03/2017,10:40,,,108,,,,,,2.6,,
12/03/2017,10:50,,,114,,,,,,1.9,,
12/03/2017,11:00,,,123,110,,,,,1.9,2.3,
12/03/2017,11:10,,,143,,,,,,1.7,,
12/03/2017,11:20,,,186,,,,,,2.0,,
12/03/2017,11:30,,,233,,,,,,3.8,,
12/03/2017,11:40,,,248,,,,,,5.8,,
12/03/2017,11:50,,,243,,,,,,4.0,,
12/03/2017,12:00,,,232,214,,,,,4.1,3.6,
12/03/2017,12:10,,,218,,,,,,3.9,,
12/03/2017,12:20,,,213,,,,,,2.8,,
12/03/2017,12:30,,,221,,,,,,2.6,,
12/03/2017,12:40,,,238,,,,,,2.4,,
12/03/2017,12:50,,,250,,,,,,2.1,,
12/03/2017,13:00,,,243,230,,,,,2.1,2.7,
12/03/2017,13:10,,,251,,,,,,1.9,,
12/03/2017,13:20,,,251,,,,,,2.8,,
12/03/2017,13:30,,,251,,,,,,3.1,,
12/03/2017,13:40,,,244,,,,,,4.0,,
12/03/2017,13:50,,,249,,,,,,3.7,,
12/03/2017,14:00,,,265,252,,,,,3.3,3.1,
12/03/2017,14:10,,,254,,,,,,4.1,,
12/03/2017,14:20,,,258,,,,,,3.7,,
12/03/2017,14:30,,,260,,,,,,4.2,,
12/03/2017,14:40,,,255,,,,,,4.0,,
12/03/2017,14:50,,,265,,,,,,3.8,,
12/03/2017,15:00,,,257,258,,,,,3.9,4.0,
12/03/2017,15:10,,,260,,,,,,4.6,,
12/03/2017,15:20,,,264,,,,,,4.3,,
12/03/2017,15:30,,,264,,,,,,3.4,,
12/03/2017,15:40,,,253,,,,,,4.8,,
12/03/2017,15:50,,,249,,,,,,5.1,,
12/03/2017,16:00,,,254,257,,,,,4.5,4.5,
12/03/2017,16:10,,,267,,,,,,4.1,,
12/03/2017,16:20,,,274,,,,,,3.6,,
12/03/2017,16:30,,,267,,,,,,3.3,,
12/03/2017,16:40,,,286,,,,,,2.9,,
12/03/2017,16:50,,,280,,,,,,3.4,,
12/03/2017,17:00,,,279,275,,,,,3.0,3.4,
12/03/2017,17:10,,,281,,,,,,2.9,,
12/03/2017,17:20,,,267,,,,,,3.8,,
12/03/2017,17:30,,,256,,,,,,3.3,,
12/03/2017,17:40,,,274,,,,,,2.8,,
12/03/2017,17:50,,,277,,,,,,2.4,,
12/03/2017,18:00,,,288,274,,,,,1.6,2.8,
12/03/2017,18:10,,,299,,,,,,1.9,,
12/03/2017,18:20,,,284,,,,,,2.6,,
12/03/2017,18:30,,,287,,,,,,2.0,,
12/03/2017,18:40,,,273,,,,,,2.1,,
12/03/2017,18:50,,,280,,,,,,1.8,,
12/03/2017,19:00,,,286,285,,,,,1.7,2.0,
12/03/2017,19:10,,,283,,,,,,2.1,,
12/03/2017,19:20,,,272,,,,,,1.8,,
12/03/2017,19:30,,,273,,,,,,1.7,,
12/03/2017,19:40,,,275,,,,,,1.7,,
12/03/2017,19:50,,,300,,,,,,1.3,,
12/03/2017,20:00,,,294,283,,,,,1.3,1.6,
12/03/2017,20:10,,,273,,,,,,1.1,,
12/03/2017,20:20,,,297,,,,,,1.2,,
12/03/2017,20:30,,,299,,,,,,1.2,,
12/03/2017,20:40,,,318,,,,,,1.1,,
12/03/2017,20:50,,,316,,,,,,1.2,,
12/03/2017,21:00,,,323,304,,,,,1.6,1.2,
12/03/2017,21:10,,,327,,,,,,1.5,,
12/03/2017,21:20,,,322,,,,,,1.4,,
12/03/2017,21:30,,,322,,,,,,1.3,,
12/03/2017,21:40,,,313,,,,,,1.4,,
12/03/2017,21:50,,,323,,,,,,1.6,,
12/03/2017,22:00,,,340,325,,,,,1.1,1.4,
12/03/2017,22:10,,,341,,,,,,1.2,,
12/03/2017,22:20,,,320,,,,,,1.3,,
12/03/2017,22:30,,,317,,,,,,1.3,,
12/03/2017,22:40,,,324,,,,,,0.8,,
12/03/2017,22:50,,,346,,,,,,1.0,,
12/03/2017,23:00,,,352,334,,,,,1.1,1.1,
12/03/2017,23:10,,,360,,,,,,1.1,,
12/03/2017,23:20,,,339,,,,,,1.3,,
12/03/2017,23:30,,,354,,,,,,1.3,,
12/03/2017,23:40,,,317,,,,,,1.3,,
12/03/2017,23:50,,,331,,,,,,1.2,,
12/03/2017,24:00,,,334,339,168,,,,2.2,1.4,3.0
13/03/2017,00:10,,,330,,,,,,1.7,,
13/03/2017,00:20,,,341,,,,,,1.6,,
13/03/2017,00:30,,,357,,,,,,1.2,,
13/03/2017,00:40,,,9,,,,,,1.3,,
