"Table for Penrose Time Range: 01/03/2017 00:00 to 01/04/2017 00:00"
"Source",,,"AC Penrose WDR 10min average",,"AC Penrose WDR_RAW 10min average","AC Penrose WDR_RAW 1h average",,"AC Penrose WSP 10min average","AC Penrose WSP 1h average",,"AC Penrose WSP_RAW 10min average","AC Penrose WSP_RAW 1h average"
"Date","Time","AC Penrose WDR 10min average [°]","AC Penrose WDR 1h average [°]","AC Penrose WDR_RAW 10min average [°]","AC Penrose WDR_RAW 1h average [°]","AC Penrose WDR_RAW 24h average [°]","AC Penrose WSP 10min average [m/s]","AC Penrose WSP 1h average [m/s]","AC Penrose WSP 24h average [m/s]","AC Penrose WSP_RAW 10min average [m/s]","AC Penrose WSP_RAW 1h average [m/s]","AC Penrose WSP_RAW 24h average [m/s]"
16/03/2017,13:40,,,58,,,,,,2.4,,
16/03/2017,13:50,,,69,,,,,,1.9,,
16/03/2017,14:00,,,,55,,,,,,2.1,
16/03/2017,14:10,,,,,,,,,,,
16/03/2017,14:20,,,,,,,,,,,
16/03/2017,14:30,,,,,,,,,,,
16/03/2017,14:40,,,,,,,,,,,
16/03/2017,14:50,,,,,,,,,,,
16/03/2017,15:00,,,350,,,,,,3.4,,
16/03/2017,15:10,,,5,,,,,,2.4,,
16/03/2017,15:20,,,8,,,,,,2.3,,
16/03/2017,15:30,,,15,,,,,,2.2,,
16/03/2017,15:40,,,2,,,,,,2.5,,
16/03/2017,15:50,,,,,,,,,,,
16/03/2017,16:00,,,9,8,,,,,1.9,2.3,
16/03/2017,16:10,,,344,,,,,,2.1,,
16/03/2017,16:20,,,339,,,,,,1.6,,
16/03/2017,16:30,,,9,,,,,,2.5,,
16/03/2017,16:40,,,8,,,,,,2.4,,
16/03/2017,16:50,,,,,,,,,,,
16/03/2017,17:00,,,19,144,,,,,1.9,2.1,
16/03/2017,17:10,,,8,,,,,,1.6,,
16/03/2017,17:20,,,338,,,,,,2.1,,
16/03/2017,17:30,,,346,,,,,,2.3,,
16/03/2017,17:40,,,348,,,,,,2.3,,
16/03/2017,17:50,,,,,,,,,,,
16/03/2017,18:00,,,11,210,,,,,2.6,2.2,
16/03/2017,18:10,,,4,,,,,,2.7,,
16/03/2017,18:20,,,3,,,,,,2.1,,
16/03/2017,18:30,,,360,,,,,,1.6,,
16/03/2017,18:40,,,359,,,,,,2.0,,
16/03/2017,18:50,,,,,,,,,,,
16/03/2017,19:00,,,334,212,,,,,1.8,2.0,
16/03/2017,19:10,,,335,,,,,,1.4,,
16/03/2017,19:20,,,338,,,,,,1.2,,
16/03/2017,19:30,,,16,,,,,,1.0,,
16/03/2017,19:40,,,35,,,,,,1.0,,
16/03/2017,19:50,,,,,,,,,,,
16/03/2017,20:00,,,17,148,,,,,0.8,1.1,
16/03/2017,20:10,,,14,,,,,,0.8,,
16/03/2017,20:20,,,5,,,,,,0.7,,
16/03/2017,20:30,,,358,,,,,,0.6,,
16/03/2017,20:40,,,6,,,,,,0.4,,
16/03/2017,20:50,,,,,,,,,,,
16/03/2017,21:00,,,357,148,,,,,0.5,0.6,
16/03/2017,21:10,,,5,,,,,,0.5,,
16/03/2017,21:20,,,28,,,,,,0.5,,
16/03/2017,21:30,,,7,,,,,,0.3,,
16/03/2017,21:40,,,341,,,,,,0.4,,
16/03/2017,21:50,,,,,,,,,,,
16/03/2017,22:00,,,354,147,,,,,0.6,0.5,
16/03/2017,22:10,,,71,,,,,,0.4,,
16/03/2017,22:20,,,334,,,,,,0.6,,
16/03/2017,22:30,,,349,,,,,,0.7,,
16/03/2017,22:40,,,341,,,,,,0.7,,
16/03/2017,22:50,,,,,,,,,,,
16/03/2017,23:00,,,358,290,,,,,0.5,0.6,
16/03/2017,23:10,,,344,,,,,,0.6,,
16/03/2017,23:20,,,338,,,,,,0.3,,
16/03/2017,23:30,,,122,,,,,,0.7,,
16/03/2017,23:40,,,233,,,,,,0.5,,
16/03/2017,23:50,,,,,,,,,,,
16/03/2017,24:00,,,,,149,,,,,,1.3
17/03/2017,00:10,,,,,,,,,,,
17/03/2017,00:20,,,,,,,,,,,
17/03/2017,00:30,,,,,,,,,,,
17/03/2017,00:40,,,,,,,,,,,
17/03/2017,00:50,,,,,,,,,,,
17/03/2017,01:00,,,251,,,,,,0.8,,
17/03/2017,01:10,,,333,,,,,,0.0,,
17/03/2017,01:20,,,51,,,,,,0.4,,
17/03/2017,01:30,,,133,,,,,,0.8,,
17/03/2017,01:40,,,349,,,,,,0.6,,
17/03/2017,01:50,,,,,,,,,,,
17/03/2017,02:00,,,80,189,,,,,0.5,0.5,
17/03/2017,02:10,,,255,,,,,,0.4,,
17/03/2017,02:20,,,242,,,,,,0.5,,
17/03/2017,02:30,,,257,,,,,,0.1,,
17/03/2017,02:40,,,200,,,,,,0.1,,
17/03/2017,02:50,,,,,,,,,,,
17/03/2017,03:00,,,233,237,,,,,0.7,0.4,
17/03/2017,03:10,,,267,,,,,,0.7,,
17/03/2017,03:20,,,306,,,,,,0.6,,
17/03/2017,03:30,,,285,,,,,,0.5,,
17/03/2017,03:40,,,334,,,,,,0.4,,
17/03/2017,03:50,,,,,,,,,,,
17/03/2017,04:00,,,55,250,,,,,0.3,0.5,
17/03/2017,04:10,,,360,,,,,,0.2,,
17/03/2017,04:20,,,131,,,,,,0.2,,
17/03/2017,04:30,,,353,,,,,,0.4,,
17/03/2017,04:40,,,346,,,,,,0.5,,
17/03/2017,04:50,,,,,,,,,,,
17/03/2017,05:00,,,36,245,,,,,0.1,0.3,
17/03/2017,05:10,,,248,,,,,,0.4,,
17/03/2017,05:20,,,257,,,,,,0.5,,
17/03/2017,05:30,,,132,,,,,,0.4,,
17/03/2017,05:40,,,208,,,,,,0.7,,
17/03/2017,05:50,,,,,,,,,,,
17/03/2017,06:00,,,221,213,,,,,0.6,0.5,
17/03/2017,06:10,,,223,,,,,,0.5,,
17/03/2017,06:20,,,248,,,,,,0.7,,
17/03/2017,06:30,,,261,,,,,,0.4,,
17/03/2017,06:40,,,351,,,,,,0.3,,
17/03/2017,06:50,,,264,,,,,,0.8,,
17/03/2017,07:00,,,246,266,,,,,1.2,0.6,
17/03/2017,07:10,,,246,,,,,,1.0,,
17/03/2017,07:20,,,223,,,,,,0.8,,
17/03/2017,07:30,,,218,,,,,,1.0,,
17/03/2017,07:40,,,195,,,,,,0.6,,
17/03/2017,07:50,,,220,,,,,,0.3,,
17/03/2017,08:00,,,143,207,,,,,1.3,0.8,
17/03/2017,08:10,,,142,,,,,,1.0,,
17/03/2017,08:20,,,121,,,,,,0.4,,
17/03/2017,08:30,,,327,,,,,,0.2,,
17/03/2017,08:40,,,116,,,,,,0.3,,
17/03/2017,08:50,,,106,,,,,,1.0,,
17/03/2017,09:00,,,95,151,,,,,1.0,0.6,
17/03/2017,09:10,,,61,,,,,,1.1,,
17/03/2017,09:20,,,45,,,,,,1.4,,
17/03/2017,09:30,,,54,,,,,,1.7,,
17/03/2017,09:40,,,40,,,,,,1.8,,
17/03/2017,09:50,,,33,,,,,,1.7,,
17/03/2017,10:00,,,36,45,,,,,1.5,1.6,
17/03/2017,10:10,,,29,,,,,,1.6,,
17/03/2017,10:20,,,14,,,,,,2.1,,
17/03/2017,10:30,,,29,,,,,,1.8,,
17/03/2017,10:40,,,55,,,,,,2.0,,
17/03/2017,10:50,,,76,,,,,,1.2,,
17/03/2017,11:00,,,55,43,,,,,1.8,1.7,
17/03/2017,11:10,,,51,,,,,,2.4,,
17/03/2017,11:20,,,23,,,,,,1.9,,
17/03/2017,11:30,,,26,,,,,,1.9,,
17/03/2017,11:40,,,11,,,,,,1.9,,
17/03/2017,11:50,,,15,,,,,,2.5,,
17/03/2017,12:00,,,25,25,,,,,1.6,2.0,
17/03/2017,12:10,,,45,,,,,,1.8,,
17/03/2017,12:20,,,66,,,,,,1.6,,
17/03/2017,12:30,,,88,,,,,,1.9,,
17/03/2017,12:40,,,80,,,,,,2.5,,
17/03/2017,12:50,,,73,,,,,,2.5,,
17/03/2017,13:00,,,74,71,,,,,2.6,2.2,
17/03/2017,13:10,,,45,,,,,,2.1,,
17/03/2017,13:20,,,46,,,,,,2.2,,
17/03/2017,13:30,,,28,,,,,,2.2,,
17/03/2017,13:40,,,44,,,,,,1.9,,
17/03/2017,13:50,,,41,,,,,,1.6,,
17/03/2017,14:00,,,27,39,,,,,0.8,1.8,
17/03/2017,14:10,,,93,,,,,,0.9,,
17/03/2017,14:20,,,183,,,,,,0.5,,
17/03/2017,14:30,,,245,,,,,,0.9,,
17/03/2017,14:40,,,204,,,,,,0.8,,
17/03/2017,14:50,,,354,,,,,,1.5,,
17/03/2017,15:00,,,7,181,,,,,1.4,1.0,
17/03/2017,15:10,,,332,,,,,,2.8,,
17/03/2017,15:20,,,344,,,,,,2.7,,
17/03/2017,15:30,,,351,,,,,,3.1,,
17/03/2017,15:40,,,336,,,,,,2.9,,
17/03/2017,15:50,,,336,,,,,,2.4,,
17/03/2017,16:00,,,338,340,,,,,2.2,2.7,
17/03/2017,16:10,,,345,,,,,,2.7,,
17/03/2017,16:20,,,349,,,,,,2.9,,
17/03/2017,16:30,,,345,,,,,,2.8,,
17/03/2017,16:40,,,3,,,,,,2.9,,
17/03/2017,16:50,,,17,,,,,,3.2,,
17/03/2017,17:00,,,8,178,,,,,2.5,2.9,
17/03/2017,17:10,,,9,,,,,,2.5,,
17/03/2017,17:20,,,8,,,,,,2.2,,
17/03/2017,17:30,,,8,,,,,,2.1,,
17/03/2017,17:40,,,6,,,,,,1.9,,
17/03/2017,17:50,,,352,,,,,,1.7,,
17/03/2017,18:00,,,340,120,,,,,1.9,2.1,
17/03/2017,18:10,,,344,,,,,,1.8,,
17/03/2017,18:20,,,331,,,,,,1.4,,
17/03/2017,18:30,,,330,,,,,,1.3,,
17/03/2017,18:40,,,338,,,,,,1.6,,
17/03/2017,18:50,,,336,,,,,,1.7,,
17/03/2017,19:00,,,345,337,,,,,1.7,1.6,
17/03/2017,19:10,,,349,,,,,,1.6,,
17/03/2017,19:20,,,330,,,,,,1.3,,
17/03/2017,19:30,,,304,,,,,,1.1,,
17/03/2017,19:40,,,,,,,,,,,
17/03/2017,19:50,,,,,,,,,,,
17/03/2017,20:00,,,,,,,,,,,
17/03/2017,20:10,,,,,,,,,,,
17/03/2017,20:20,,,,,,,,,,,
17/03/2017,20:30,,,,,,,,,,,
17/03/2017,20:40,,,,,,,,,,,
17/03/2017,20:50,,,,,,,,,,,
17/03/2017,21:00,,,237,,,,,,1.7,,
17/03/2017,21:10,,,241,,,,,,1.7,,
17/03/2017,21:20,,,238,,,,,,1.4,,
17/03/2017,21:30,,,249,,,,,,1.3,,
17/03/2017,21:40,,,244,,,,,,1.3,,
17/03/2017,21:50,,,246,,,,,,1.1,,
17/03/2017,22:00,,,289,251,,,,,0.9,1.3,
17/03/2017,22:10,,,309,,,,,,0.6,,
17/03/2017,22:20,,,330,,,,,,0.9,,
17/03/2017,22:30,,,331,,,,,,0.9,,
17/03/2017,22:40,,,314,,,,,,0.8,,
17/03/2017,22:50,,,314,,,,,,0.7,,
17/03/2017,23:00,,,281,313,,,,,0.8,0.8,
17/03/2017,23:10,,,257,,,,,,0.9,,
17/03/2017,23:20,,,266,,,,,,0.7,,
17/03/2017,23:30,,,261,,,,,,0.7,,
17/03/2017,23:40,,,249,,,,,,1.1,,
17/03/2017,23:50,,,247,,,,,,1.1,,
17/03/2017,24:00,,,259,257,188,,,,0.7,0.9,1.3
18/03/2017,00:10,,,272,,,,,,0.6,,
18/03/2017,00:20,,,284,,,,,,1.1,,
18/03/2017,00:30,,,276,,,,,,1.3,,
18/03/2017,00:40,,,275,,,,,,1.0,,
18/03/2017,00:50,,,276,,,,,,0.9,,
18/03/2017,01:00,,,279,277,,,,,0.8,1.0,
18/03/2017,01:10,,,272,,,,,,0.6,,
18/03/2017,01:20,,,243,,,,,,1.0,,
18/03/2017,01:30,,,241,,,,,,1.0,,
18/03/2017,01:40,,,254,,,,,,1.1,,
18/03/2017,01:50,,,254,,,,,,1.2,,
18/03/2017,02:00,,,285,258,,,,,0.7,0.9,
18/03/2017,02:10,,,273,,,,,,1.0,,
18/03/2017,02:20,,,273,,,,,,0.9,,
18/03/2017,02:30,,,250,,,,,,1.4,,
18/03/2017,02:40,,,246,,,,,,1.1,,
18/03/2017,02:50,,,236,,,,,,0.9,,
18/03/2017,03:00,,,191,245,,,,,0.8,1.0,
18/03/2017,03:10,,,208,,,,,,1.1,,
18/03/2017,03:20,,,212,,,,,,1.3,,
18/03/2017,03:30,,,210,,,,,,1.4,,
18/03/2017,03:40,,,215,,,,,,1.6,,
18/03/2017,03:50,,,214,,,,,,1.7,,
18/03/2017,04:00,,,215,212,,,,,2.0,1.5,
18/03/2017,04:10,,,217,,,,,,2.3,,
18/03/2017,04:20,,,216,,,,,,1.9,,
18/03/2017,04:30,,,219,,,,,,2.2,,
18/03/2017,04:40,,,220,,,,,,1.9,,
18/03/2017,04:50,,,217,,,,,,2.0,,
18/03/2017,05:00,,,229,220,,,,,1.8,2.0,
18/03/2017,05:10,,,230,,,,,,2.1,,
18/03/2017,05:20,,,230,,,,,,2.0,,
18/03/2017,05:30,,,228,,,,,,1.5,,
18/03/2017,05:40,,,229,,,,,,1.5,,
18/03/2017,05:50,,,220,,,,,,1.3,,
18/03/2017,06:00,,,219,226,,,,,1.8,1.7,
18/03/2017,06:10,,,215,,,,,,2.0,,
18/03/2017,06:20,,,212,,,,,,2.0,,
18/03/2017,06:30,,,212,,,,,,2.0,,
18/03/2017,06:40,,,217,,,,,,2.0,,
18/03/2017,06:50,,,215,,,,,,2.1,,
18/03/2017,07:00,,,216,215,,,,,2.2,2.0,
18/03/2017,07:10,,,215,,,,,,1.9,,
18/03/2017,07:20,,,206,,,,,,1.9,,
18/03/2017,07:30,,,211,,,,,,1.8,,
18/03/2017,07:40,,,213,,,,,,2.2,,
18/03/2017,07:50,,,216,,,,,,2.1,,
18/03/2017,08:00,,,210,212,,,,,1.5,1.9,
18/03/2017,08:10,,,215,,,,,,2.1,,
18/03/2017,08:20,,,212,,,,,,1.7,,
18/03/2017,08:30,,,212,,,,,,1.1,,
18/03/2017,08:40,,,193,,,,,,1.0,,
18/03/2017,08:50,,,186,,,,,,1.2,,
18/03/2017,09:00,,,209,204,,,,,1.8,1.5,
18/03/2017,09:10,,,207,,,,,,2.1,,
18/03/2017,09:20,,,203,,,,,,2.1,,
18/03/2017,09:30,,,219,,,,,,2.8,,
18/03/2017,09:40,,,219,,,,,,2.8,,
18/03/2017,09:50,,,,,,,,,,,
18/03/2017,10:00,,,,,,,,,,,
18/03/2017,10:10,,,,,,,,,,,
18/03/2017,10:20,,,,,,,,,,,
18/03/2017,10:30,,,,,,,,,,,
18/03/2017,10:40,,,,,,,,,,,
18/03/2017,10:50,,,,,,,,,,,
18/03/2017,11:00,,,218,,,,,,4.3,,
18/03/2017,11:10,,,227,,,,,,4.5,,
18/03/2017,11:20,,,216,,,,,,4.7,,
18/03/2017,11:30,,,214,,,,,,4.1,,
18/03/2017,11:40,,,212,,,,,,3.5,,
18/03/2017,11:50,,,221,,,,,,3.9,,
18/03/2017,12:00,,,223,219,,,,,4.6,4.2,
18/03/2017,12:10,,,221,,,,,,5.1,,
18/03/2017,12:20,,,222,,,,,,4.7,,
18/03/2017,12:30,,,221,,,,,,4.7,,
18/03/2017,12:40,,,227,,,,,,5.2,,
18/03/2017,12:50,,,225,,,,,,4.6,,
18/03/2017,13:00,,,220,223,,,,,5.3,4.9,
18/03/2017,13:10,,,221,,,,,,5.3,,
18/03/2017,13:20,,,223,,,,,,4.1,,
18/03/2017,13:30,,,213,,,,,,4.1,,
18/03/2017,13:40,,,211,,,,,,4.9,,
18/03/2017,13:50,,,217,,,,,,4.9,,
18/03/2017,14:00,,,214,216,,,,,4.8,4.7,
18/03/2017,14:10,,,210,,,,,,4.9,,
18/03/2017,14:20,,,228,,,,,,4.4,,
18/03/2017,14:30,,,227,,,,,,4.4,,
18/03/2017,14:40,,,219,,,,,,5.5,,
18/03/2017,14:50,,,216,,,,,,4.6,,
18/03/2017,15:00,,,219,220,,,,,5.2,4.8,
18/03/2017,15:10,,,225,,,,,,5.1,,
18/03/2017,15:20,,,211,,,,,,5.7,,
18/03/2017,15:30,,,213,,,,,,5.7,,
18/03/2017,15:40,,,216,,,,,,5.6,,
18/03/2017,15:50,,,216,,,,,,5.7,,
18/03/2017,16:00,,,211,215,,,,,5.6,5.6,
18/03/2017,16:10,,,213,,,,,,5.1,,
18/03/2017,16:20,,,211,,,,,,5.3,,
18/03/2017,16:30,,,214,,,,,,6.1,,
18/03/2017,16:40,,,213,,,,,,6.2,,
18/03/2017,16:50,,,215,,,,,,5.5,,
18/03/2017,17:00,,,216,214,,,,,5.7,5.6,
18/03/2017,17:10,,,215,,,,,,5.3,,
18/03/2017,17:20,,,215,,,,,,4.6,,
18/03/2017,17:30,,,215,,,,,,5.0,,
18/03/2017,17:40,,,214,,,,,,4.2,,
18/03/2017,17:50,,,217,,,,,,5.1,,
18/03/2017,18:00,,,209,214,,,,,4.0,4.7,
18/03/2017,18:10,,,208,,,,,,3.7,,
18/03/2017,18:20,,,207,,,,,,3.3,,
18/03/2017,18:30,,,210,,,,,,3.2,,
18/03/2017,18:40,,,212,,,,,,3.2,,
18/03/2017,18:50,,,216,,,,,,3.7,,
18/03/2017,19:00,,,218,212,,,,,3.3,3.4,
18/03/2017,19:10,,,217,,,,,,3.4,,
18/03/2017,19:20,,,210,,,,,,3.3,,
18/03/2017,19:30,,,210,,,,,,2.4,,
18/03/2017,19:40,,,217,,,,,,2.8,,
18/03/2017,19:50,,,220,,,,,,2.4,,
18/03/2017,20:00,,,219,215,,,,,3.1,2.9,
18/03/2017,20:10,,,218,,,,,,3.1,,
18/03/2017,20:20,,,214,,,,,,2.8,,
18/03/2017,20:30,,,224,,,,,,2.6,,
18/03/2017,20:40,,,228,,,,,,2.3,,
18/03/2017,20:50,,,223,,,,,,2.6,,
18/03/2017,21:00,,,213,220,,,,,2.6,2.7,
18/03/2017,21:10,,,214,,,,,,2.4,,
18/03/2017,21:20,,,219,,,,,,2.2,,
18/03/2017,21:30,,,228,,,,,,1.9,,
18/03/2017,21:40,,,228,,,,,,2.0,,
18/03/2017,21:50,,,223,,,,,,2.0,,
18/03/2017,22:00,,,217,222,,,,,2.0,2.1,
18/03/2017,22:10,,,216,,,,,,2.1,,
18/03/2017,22:20,,,217,,,,,,2.5,,
18/03/2017,22:30,,,210,,,,,,2.2,,
18/03/2017,22:40,,,199,,,,,,1.5,,
18/03/2017,22:50,,,203,,,,,,2.3,,
18/03/2017,23:00,,,190,206,,,,,1.7,2.0,
18/03/2017,23:10,,,148,,,,,,1.8,,
18/03/2017,23:20,,,134,,,,,,1.6,,
18/03/2017,23:30,,,144,,,,,,1.4,,
18/03/2017,23:40,,,146,,,,,,2.0,,
18/03/2017,23:50,,,146,,,,,,1.9,,
18/03/2017,24:00,,,144,144,219,,,,1.9,1.8,2.9
19/03/2017,00:10,,,144,,,,,,1.7,,
19/03/2017,00:20,,,151,,,,,,1.6,,
19/03/2017,00:30,,,167,,,,,,1.1,,
19/03/2017,00:40,,,168,,,,,,1.2,,
19/03/2017,00:50,,,139,,,,,,1.1,,
19/03/2017,01:00,,,248,170,,,,,0.6,1.2,
19/03/2017,01:10,,,160,,,,,,0.7,,
19/03/2017,01:20,,,188,,,,,,0.8,,
19/03/2017,01:30,,,233,,,,,,2.2,,
19/03/2017,01:40,,,237,,,,,,1.2,,
19/03/2017,01:50,,,232,,,,,,1.9,,
19/03/2017,02:00,,,235,214,,,,,1.9,1.5,
19/03/2017,02:10,,,224,,,,,,1.2,,
19/03/2017,02:20,,,234,,,,,,1.3,,
19/03/2017,02:30,,,241,,,,,,1.8,,
19/03/2017,02:40,,,257,,,,,,0.8,,
19/03/2017,02:50,,,247,,,,,,0.7,,
19/03/2017,03:00,,,247,241,,,,,1.0,1.1,
19/03/2017,03:10,,,234,,,,,,0.6,,
19/03/2017,03:20,,,210,,,,,,0.7,,
19/03/2017,03:30,,,157,,,,,,1.6,,
19/03/2017,03:40,,,153,,,,,,2.1,,
19/03/2017,03:50,,,149,,,,,,1.9,,
19/03/2017,04:00,,,152,176,,,,,1.6,1.4,
19/03/2017,04:10,,,154,,,,,,2.3,,
19/03/2017,04:20,,,152,,,,,,1.7,,
19/03/2017,04:30,,,253,,,,,,0.7,,
19/03/2017,04:40,,,252,,,,,,0.9,,
19/03/2017,04:50,,,193,,,,,,0.7,,
19/03/2017,05:00,,,166,195,,,,,0.5,1.1,
19/03/2017,05:10,,,118,,,,,,0.1,,
19/03/2017,05:20,,,159,,,,,,0.3,,
19/03/2017,05:30,,,177,,,,,,0.6,,
19/03/2017,05:40,,,173,,,,,,0.4,,
19/03/2017,05:50,,,258,,,,,,0.6,,
19/03/2017,06:00,,,227,185,,,,,0.5,0.4,
19/03/2017,06:10,,,229,,,,,,1.1,,
19/03/2017,06:20,,,232,,,,,,1.0,,
19/03/2017,06:30,,,240,,,,,,1.1,,
19/03/2017,06:40,,,225,,,,,,0.9,,
19/03/2017,06:50,,,217,,,,,,0.5,,
19/03/2017,07:00,,,222,227,,,,,1.0,0.9,
19/03/2017,07:10,,,215,,,,,,0.8,,
19/03/2017,07:20,,,209,,,,,,0.8,,
19/03/2017,07:30,,,213,,,,,,1.2,,
19/03/2017,07:40,,,214,,,,,,0.7,,
19/03/2017,07:50,,,217,,,,,,1.2,,
19/03/2017,08:00,,,223,215,,,,,1.9,1.1,
19/03/2017,08:10,,,232,,,,,,1.2,,
19/03/2017,08:20,,,226,,,,,,1.0,,
19/03/2017,08:30,,,238,,,,,,1.3,,
19/03/2017,08:40,,,242,,,,,,1.5,,
19/03/2017,08:50,,,235,,,,,,1.6,,
19/03/2017,09:00,,,238,235,,,,,1.0,1.3,
19/03/2017,09:10,,,318,,,,,,0.4,,
19/03/2017,09:20,,,323,,,,,,0.2,,
19/03/2017,09:30,,,244,,,,,,1.0,,
19/03/2017,09:40,,,198,,,,,,0.7,,
19/03/2017,09:50,,,218,,,,,,1.1,,
19/03/2017,10:00,,,118,236,,,,,0.7,0.7,
19/03/2017,10:10,,,159,,,,,,0.7,,
19/03/2017,10:20,,,56,,,,,,0.5,,
19/03/2017,10:30,,,98,,,,,,0.2,,
19/03/2017,10:40,,,55,,,,,,0.7,,
19/03/2017,10:50,,,358,,,,,,1.4,,
19/03/2017,11:00,,,23,125,,,,,1.8,0.9,
19/03/2017,11:10,,,10,,,,,,1.4,,
19/03/2017,11:20,,,352,,,,,,0.9,,
19/03/2017,11:30,,,87,,,,,,1.0,,
19/03/2017,11:40,,,97,,,,,,0.6,,
19/03/2017,11:50,,,230,,,,,,0.6,,
19/03/2017,12:00,,,207,164,,,,,2.0,1.1,
19/03/2017,12:10,,,213,,,,,,1.8,,
19/03/2017,12:20,,,250,,,,,,1.9,,
19/03/2017,12:30,,,233,,,,,,2.4,,
19/03/2017,12:40,,,229,,,,,,2.4,,
19/03/2017,12:50,,,227,,,,,,2.3,,
19/03/2017,13:00,,,225,230,,,,,2.8,2.3,
19/03/2017,13:10,,,216,,,,,,2.9,,
19/03/2017,13:20,,,227,,,,,,2.9,,
19/03/2017,13:30,,,237,,,,,,3.2,,
19/03/2017,13:40,,,223,,,,,,3.2,,
19/03/2017,13:50,,,220,,,,,,3.7,,
19/03/2017,14:00,,,207,222,,,,,2.7,3.1,
19/03/2017,14:10,,,228,,,,,,2.7,,
19/03/2017,14:20,,,226,,,,,,3.2,,
19/03/2017,14:30,,,235,,,,,,3.7,,
19/03/2017,14:40,,,234,,,,,,3.5,,
19/03/2017,14:50,,,246,,,,,,3.2,,
19/03/2017,15:00,,,240,235,,,,,4.0,3.4,
19/03/2017,15:10,,,228,,,,,,3.9,,
19/03/2017,15:20,,,213,,,,,,4.3,,
19/03/2017,15:30,,,213,,,,,,4.4,,
19/03/2017,15:40,,,224,,,,,,4.6,,
19/03/2017,15:50,,,230,,,,,,3.8,,
19/03/2017,16:00,,,233,224,,,,,3.6,4.1,
19/03/2017,16:10,,,228,,,,,,3.7,,
19/03/2017,16:20,,,209,,,,,,4.4,,
19/03/2017,16:30,,,221,,,,,,4.3,,
19/03/2017,16:40,,,231,,,,,,4.4,,
19/03/2017,16:50,,,240,,,,,,3.8,,
19/03/2017,17:00,,,236,227,,,,,3.5,4.0,
19/03/2017,17:10,,,224,,,,,,4.0,,
19/03/2017,17:20,,,221,,,,,,4.1,,
19/03/2017,17:30,,,215,,,,,,3.9,,
19/03/2017,17:40,,,222,,,,,,3.8,,
19/03/2017,17:50,,,217,,,,,,3.8,,
19/03/2017,18:00,,,211,218,,,,,3.6,3.9,
19/03/2017,18:10,,,207,,,,,,3.6,,
19/03/2017,18:20,,,210,,,,,,3.2,,
19/03/2017,18:30,,,213,,,,,,3.1,,
19/03/2017,18:40,,,207,,,,,,2.5,,
19/03/2017,18:50,,,206,,,,,,2.2,,
19/03/2017,19:00,,,206,208,,,,,2.8,2.9,
19/03/2017,19:10,,,206,,,,,,2.5,,
19/03/2017,19:20,,,208,,,,,,2.3,,
19/03/2017,19:30,,,214,,,,,,2.4,,
19/03/2017,19:40,,,211,,,,,,2.2,,
19/03/2017,19:50,,,215,,,,,,2.1,,
19/03/2017,20:00,,,218,212,,,,,1.8,2.2,
19/03/2017,20:10,,,214,,,,,,1.7,,
19/03/2017,20:20,,,207,,,,,,1.7,,
19/03/2017,20:30,,,214,,,,,,1.6,,
19/03/2017,20:40,,,219,,,,,,1.2,,
19/03/2017,20:50,,,318,,,,,,0.5,,
19/03/2017,21:00,,,23,199,,,,,0.8,1.2,
19/03/2017,21:10,,,29,,,,,,0.9,,
19/03/2017,21:20,,,307,,,,,,0.5,,
19/03/2017,21:30,,,240,,,,,,0.9,,
19/03/2017,21:40,,,209,,,,,,0.2,,
19/03/2017,21:50,,,357,,,,,,1.0,,
19/03/2017,22:00,,,19,193,,,,,0.5,0.7,
19/03/2017,22:10,,,357,,,,,,0.6,,
19/03/2017,22:20,,,348,,,,,,1.1,,
19/03/2017,22:30,,,339,,,,,,0.9,,
19/03/2017,22:40,,,297,,,,,,0.6,,
19/03/2017,22:50,,,343,,,,,,0.4,,
19/03/2017,23:00,,,346,338,,,,,0.6,0.7,
19/03/2017,23:10,,,334,,,,,,0.9,,
19/03/2017,23:20,,,307,,,,,,1.3,,
19/03/2017,23:30,,,282,,,,,,1.2,,
19/03/2017,23:40,,,245,,,,,,1.6,,
19/03/2017,23:50,,,311,,,,,,0.9,,
19/03/2017,24:00,,,3,247,214,,,,0.8,1.1,1.8
20/03/2017,00:10,,,345,,,,,,0.5,,
20/03/2017,00:20,,,240,,,,,,1.6,,
20/03/2017,00:30,,,294,,,,,,0.8,,
20/03/2017,00:40,,,67,,,,,,0.3,,
20/03/2017,00:50,,,11,,,,,,0.7,,
20/03/2017,01:00,,,21,163,,,,,0.8,0.8,
20/03/2017,01:10,,,360,,,,,,0.5,,
20/03/2017,01:20,,,248,,,,,,0.2,,
20/03/2017,01:30,,,7,,,,,,0.5,,
20/03/2017,01:40,,,348,,,,,,0.4,,
20/03/2017,01:50,,,298,,,,,,0.3,,
20/03/2017,02:00,,,300,260,,,,,0.5,0.4,
20/03/2017,02:10,,,322,,,,,,0.5,,
20/03/2017,02:20,,,280,,,,,,0.6,,
20/03/2017,02:30,,,277,,,,,,0.7,,
20/03/2017,02:40,,,335,,,,,,0.5,,
20/03/2017,02:50,,,40,,,,,,0.5,,
20/03/2017,03:00,,,353,268,,,,,0.8,0.6,
20/03/2017,03:10,,,341,,,,,,0.8,,
20/03/2017,03:20,,,327,,,,,,0.9,,
20/03/2017,03:30,,,325,,,,,,0.9,,
