"Table for Takapuna Time Range: 01/08/2012 00:00 to 01/09/2012 00:00"
"Source",,,"AC Takapuna WDR 10min average",,"AC Takapuna WDR_RAW 10min average","AC Takapuna WDR_RAW 1h average",,"AC Takapuna WSP 10min average","AC Takapuna WSP 1h average",,"AC Takapuna WSP_RAW 10min average","AC Takapuna WSP_RAW 1h average"
"Date","Time","AC Takapuna WDR 10min average [°]","AC Takapuna WDR 1h average [°]","AC Takapuna WDR_RAW 10min average [°]","AC Takapuna WDR_RAW 1h average [°]","AC Takapuna WDR_RAW 24h average [°]","AC Takapuna WSP 10min average [m/s]","AC Takapuna WSP 1h average [m/s]","AC Takapuna WSP 24h average [m/s]","AC Takapuna WSP_RAW 10min average [m/s]","AC Takapuna WSP_RAW 1h average [m/s]","AC Takapuna WSP_RAW 24h average [m/s]"
24/08/2012,05:20,351,,351,,,0.3,,,0.3,,
24/08/2012,05:30,276,,276,,,0.9,,,0.9,,
24/08/2012,05:40,282,,282,,,0.9,,,0.9,,
24/08/2012,05:50,290,,290,,,0.9,,,0.9,,
24/08/2012,06:00,286,250,286,250,,1.0,0.7,,1.0,0.7,
24/08/2012,06:10,305,,305,,,0.9,,,0.9,,
24/08/2012,06:20,283,,283,,,0.7,,,0.7,,
24/08/2012,06:30,286,,286,,,0.6,,,0.6,,
24/08/2012,06:40,285,,285,,,0.9,,,0.9,,
24/08/2012,06:50,279,,279,,,0.8,,,0.8,,
24/08/2012,07:00,294,289,294,289,,1.2,0.8,,1.2,0.8,
24/08/2012,07:10,296,,296,,,0.8,,,0.8,,
24/08/2012,07:20,292,,292,,,0.7,,,0.7,,
24/08/2012,07:30,286,,286,,,0.4,,,0.4,,
24/08/2012,07:40,230,,230,,,0.2,,,0.2,,
24/08/2012,07:50,212,,212,,,0.2,,,0.2,,
24/08/2012,08:00,160,246,160,246,,0.7,0.5,,0.7,0.5,
24/08/2012,08:10,150,,150,,,1.2,,,1.2,,
24/08/2012,08:20,154,,154,,,1.0,,,1.0,,
24/08/2012,08:30,156,,156,,,1.2,,,1.2,,
24/08/2012,08:40,140,,140,,,1.2,,,1.2,,
24/08/2012,08:50,157,,157,,,1.2,,,1.2,,
24/08/2012,09:00,104,143,104,143,,1.3,1.2,,1.3,1.2,
24/08/2012,09:10,84,,84,,,1.6,,,1.6,,
24/08/2012,09:20,93,,93,,,1.7,,,1.7,,
24/08/2012,09:30,85,,85,,,1.9,,,1.9,,
24/08/2012,09:40,94,,94,,,1.8,,,1.8,,
24/08/2012,09:50,87,,87,,,1.6,,,1.6,,
24/08/2012,10:00,89,89,89,89,,2.0,1.8,,2.0,1.8,
24/08/2012,10:10,94,,94,,,2.0,,,2.0,,
24/08/2012,10:20,80,,80,,,2.1,,,2.1,,
24/08/2012,10:30,79,,79,,,1.9,,,1.9,,
24/08/2012,10:40,98,,98,,,2.0,,,2.0,,
24/08/2012,10:50,69,,69,,,2.3,,,2.3,,
24/08/2012,11:00,38,77,38,77,,2.4,2.1,,2.4,2.1,
24/08/2012,11:10,45,,45,,,3.2,,,3.2,,
24/08/2012,11:20,56,,56,,,3.0,,,3.0,,
24/08/2012,11:30,52,,52,,,3.1,,,3.1,,
24/08/2012,11:40,52,,52,,,2.7,,,2.7,,
24/08/2012,11:50,63,,63,,,2.8,,,2.8,,
24/08/2012,12:00,43,52,43,52,,3.1,3.0,,3.1,3.0,
24/08/2012,12:10,47,,47,,,3.0,,,3.0,,
24/08/2012,12:20,61,,61,,,3.3,,,3.3,,
24/08/2012,12:30,58,,58,,,3.2,,,3.2,,
24/08/2012,12:40,55,,55,,,3.2,,,3.2,,
24/08/2012,12:50,40,,40,,,2.8,,,2.8,,
24/08/2012,13:00,54,53,54,53,,2.9,3.1,,2.9,3.1,
24/08/2012,13:10,42,,42,,,2.9,,,2.9,,
24/08/2012,13:20,60,,60,,,2.9,,,2.9,,
24/08/2012,13:30,62,,62,,,2.8,,,2.8,,
24/08/2012,13:40,50,,50,,,2.1,,,2.1,,
24/08/2012,13:50,33,,33,,,2.0,,,2.0,,
24/08/2012,14:00,45,49,45,49,,2.0,2.5,,2.0,2.5,
24/08/2012,14:10,42,,42,,,1.4,,,1.4,,
24/08/2012,14:20,32,,32,,,1.6,,,1.6,,
24/08/2012,14:30,32,,32,,,1.8,,,1.8,,
24/08/2012,14:40,39,,39,,,2.2,,,2.2,,
24/08/2012,14:50,55,,55,,,2.5,,,2.5,,
24/08/2012,15:00,71,45,71,45,,3.2,2.1,,3.2,2.1,
24/08/2012,15:10,67,,67,,,2.8,,,2.8,,
24/08/2012,15:20,59,,59,,,2.9,,,2.9,,
24/08/2012,15:30,52,,52,,,3.1,,,3.1,,
24/08/2012,15:40,51,,51,,,2.9,,,2.9,,
24/08/2012,15:50,61,,61,,,2.8,,,2.8,,
24/08/2012,16:00,57,58,57,58,,2.9,2.9,,2.9,2.9,
24/08/2012,16:10,48,,48,,,2.3,,,2.3,,
24/08/2012,16:20,59,,59,,,2.5,,,2.5,,
24/08/2012,16:30,60,,60,,,2.1,,,2.1,,
24/08/2012,16:40,52,,52,,,2.1,,,2.1,,
24/08/2012,16:50,55,,55,,,2.5,,,2.5,,
24/08/2012,17:00,44,53,44,53,,2.0,2.3,,2.0,2.3,
24/08/2012,17:10,31,,31,,,2.1,,,2.1,,
24/08/2012,17:20,52,,52,,,2.1,,,2.1,,
24/08/2012,17:30,59,,59,,,1.9,,,1.9,,
24/08/2012,17:40,47,,47,,,1.9,,,1.9,,
24/08/2012,17:50,35,,35,,,1.2,,,1.2,,
24/08/2012,18:00,15,40,15,40,,0.9,1.7,,0.9,1.7,
24/08/2012,18:10,22,,22,,,0.9,,,0.9,,
24/08/2012,18:20,17,,17,,,1.0,,,1.0,,
24/08/2012,18:30,18,,18,,,1.0,,,1.0,,
24/08/2012,18:40,27,,27,,,0.3,,,0.3,,
24/08/2012,18:50,39,,39,,,0.4,,,0.4,,
24/08/2012,19:00,47,28,47,28,,0.6,0.7,,0.6,0.7,
24/08/2012,19:10,56,,56,,,0.8,,,0.8,,
24/08/2012,19:20,40,,40,,,1.0,,,1.0,,
24/08/2012,19:30,41,,41,,,0.6,,,0.6,,
24/08/2012,19:40,42,,42,,,0.1,,,0.1,,
24/08/2012,19:50,42,,42,,,0.3,,,0.3,,
24/08/2012,20:00,41,44,41,44,,0.1,0.5,,0.1,0.5,
24/08/2012,20:10,263,,263,,,0.4,,,0.4,,
24/08/2012,20:20,295,,295,,,0.2,,,0.2,,
24/08/2012,20:30,23,,23,,,1.3,,,1.3,,
24/08/2012,20:40,17,,17,,,0.9,,,0.9,,
24/08/2012,20:50,21,,21,,,1.2,,,1.2,,
24/08/2012,21:00,4,104,4,104,,1.0,0.9,,1.0,0.9,
24/08/2012,21:10,9,,9,,,0.4,,,0.4,,
24/08/2012,21:20,314,,314,,,0.4,,,0.4,,
24/08/2012,21:30,299,,299,,,0.5,,,0.5,,
24/08/2012,21:40,18,,18,,,0.3,,,0.3,,
24/08/2012,21:50,61,,61,,,1.8,,,1.8,,
24/08/2012,22:00,63,128,63,128,,2.1,0.9,,2.1,0.9,
24/08/2012,22:10,61,,61,,,2.0,,,2.0,,
24/08/2012,22:20,60,,60,,,1.5,,,1.5,,
24/08/2012,22:30,58,,58,,,2.0,,,2.0,,
24/08/2012,22:40,47,,47,,,1.4,,,1.4,,
24/08/2012,22:50,31,,31,,,1.4,,,1.4,,
24/08/2012,23:00,25,47,25,47,,1.1,1.6,,1.1,1.6,
24/08/2012,23:10,25,,25,,,0.8,,,0.8,,
24/08/2012,23:20,353,,353,,,0.9,,,0.9,,
24/08/2012,23:30,17,,17,,,0.5,,,0.5,,
24/08/2012,23:40,32,,32,,,0.2,,,0.2,,
24/08/2012,23:50,314,,314,,,0.3,,,0.3,,
24/08/2012,24:00,252,165,252,165,117,0.6,0.5,1.3,0.6,0.5,1.3
25/08/2012,00:10,250,,250,,,0.4,,,0.4,,
25/08/2012,00:20,14,,14,,,0.1,,,0.1,,
25/08/2012,00:30,276,,276,,,0.4,,,0.4,,
25/08/2012,00:40,282,,282,,,0.8,,,0.8,,
25/08/2012,00:50,274,,274,,,0.9,,,0.9,,
25/08/2012,01:00,277,229,277,229,,0.8,0.6,,0.8,0.6,
25/08/2012,01:10,286,,286,,,1.1,,,1.1,,
25/08/2012,01:20,295,,295,,,1.0,,,1.0,,
25/08/2012,01:30,302,,302,,,0.5,,,0.5,,
25/08/2012,01:40,268,,268,,,0.6,,,0.6,,
25/08/2012,01:50,279,,279,,,0.7,,,0.7,,
25/08/2012,02:00,254,281,254,281,,0.5,0.7,,0.5,0.7,
25/08/2012,02:10,243,,243,,,0.4,,,0.4,,
25/08/2012,02:20,194,,194,,,0.4,,,0.4,,
25/08/2012,02:30,184,,184,,,0.3,,,0.3,,
25/08/2012,02:40,184,,184,,,0.3,,,0.3,,
25/08/2012,02:50,245,,245,,,0.5,,,0.5,,
25/08/2012,03:00,283,222,283,222,,0.7,0.4,,0.7,0.4,
25/08/2012,03:10,269,,269,,,0.5,,,0.5,,
25/08/2012,03:20,273,,273,,,0.8,,,0.8,,
25/08/2012,03:30,277,,277,,,0.4,,,0.4,,
25/08/2012,03:40,277,,277,,,0.5,,,0.5,,
25/08/2012,03:50,286,,286,,,0.9,,,0.9,,
25/08/2012,04:00,262,274,262,274,,0.6,0.6,,0.6,0.6,
25/08/2012,04:10,286,,286,,,1.1,,,1.1,,
25/08/2012,04:20,285,,285,,,0.6,,,0.6,,
25/08/2012,04:30,280,,280,,,0.3,,,0.3,,
25/08/2012,04:40,273,,273,,,0.5,,,0.5,,
25/08/2012,04:50,278,,278,,,0.1,,,0.1,,
25/08/2012,05:00,280,280,280,280,,0.8,0.6,,0.8,0.6,
25/08/2012,05:10,293,,293,,,1.1,,,1.1,,
25/08/2012,05:20,286,,286,,,0.7,,,0.7,,
25/08/2012,05:30,287,,287,,,1.1,,,1.1,,
25/08/2012,05:40,298,,298,,,0.6,,,0.6,,
25/08/2012,05:50,283,,283,,,0.7,,,0.7,,
25/08/2012,06:00,290,290,290,290,,0.9,0.8,,0.9,0.8,
25/08/2012,06:10,297,,297,,,0.8,,,0.8,,
25/08/2012,06:20,297,,297,,,1.2,,,1.2,,
25/08/2012,06:30,306,,306,,,0.5,,,0.5,,
25/08/2012,06:40,302,,302,,,0.2,,,0.2,,
25/08/2012,06:50,269,,269,,,0.8,,,0.8,,
25/08/2012,07:00,265,289,265,289,,0.7,0.7,,0.7,0.7,
25/08/2012,07:10,262,,262,,,0.5,,,0.5,,
25/08/2012,07:20,272,,272,,,0.7,,,0.7,,
25/08/2012,07:30,284,,284,,,1.0,,,1.0,,
25/08/2012,07:40,296,,296,,,0.7,,,0.7,,
25/08/2012,07:50,274,,274,,,0.7,,,0.7,,
25/08/2012,08:00,284,279,284,279,,0.7,0.7,,0.7,0.7,
25/08/2012,08:10,273,,273,,,0.2,,,0.2,,
25/08/2012,08:20,152,,152,,,0.4,,,0.4,,
25/08/2012,08:30,93,,93,,,1.4,,,1.4,,
25/08/2012,08:40,90,,90,,,2.0,,,2.0,,
25/08/2012,08:50,90,,90,,,1.9,,,1.9,,
25/08/2012,09:00,97,133,97,133,,2.3,1.4,,2.3,1.4,
25/08/2012,09:10,75,,75,,,2.2,,,2.2,,
25/08/2012,09:20,75,,75,,,3.2,,,3.2,,
25/08/2012,09:30,73,,73,,,2.3,,,2.3,,
25/08/2012,09:40,71,,71,,,2.9,,,2.9,,
25/08/2012,09:50,68,,68,,,3.3,,,3.3,,
25/08/2012,10:00,63,71,63,71,,3.3,2.9,,3.3,2.9,
25/08/2012,10:10,60,,60,,,3.4,,,3.4,,
25/08/2012,10:20,70,,70,,,3.4,,,3.4,,
25/08/2012,10:30,65,,65,,,3.0,,,3.0,,
25/08/2012,10:40,56,,56,,,3.0,,,3.0,,
25/08/2012,10:50,67,,67,,,3.5,,,3.5,,
25/08/2012,11:00,59,63,59,63,,3.0,3.2,,3.0,3.2,
25/08/2012,11:10,59,,59,,,3.1,,,3.1,,
25/08/2012,11:20,75,,75,,,3.8,,,3.8,,
25/08/2012,11:30,62,,62,,,3.3,,,3.3,,
25/08/2012,11:40,49,,49,,,3.2,,,3.2,,
25/08/2012,11:50,52,,52,,,3.6,,,3.6,,
25/08/2012,12:00,51,58,51,58,,3.4,3.4,,3.4,3.4,
25/08/2012,12:10,51,,51,,,4.2,,,4.2,,
25/08/2012,12:20,46,,46,,,3.6,,,3.6,,
25/08/2012,12:30,55,,55,,,3.2,,,3.2,,
25/08/2012,12:40,59,,59,,,4.4,,,4.4,,
25/08/2012,12:50,56,,56,,,4.3,,,4.3,,
25/08/2012,13:00,60,54,60,54,,4.1,4.0,,4.1,4.0,
25/08/2012,13:10,51,,51,,,4.8,,,4.8,,
25/08/2012,13:20,49,,49,,,4.2,,,4.2,,
25/08/2012,13:30,59,,59,,,4.2,,,4.2,,
25/08/2012,13:40,35,,35,,,3.1,,,3.1,,
25/08/2012,13:50,37,,37,,,3.0,,,3.0,,
25/08/2012,14:00,38,45,38,45,,3.8,3.9,,3.8,3.9,
25/08/2012,14:10,36,,36,,,3.4,,,3.4,,
25/08/2012,14:20,35,,35,,,4.0,,,4.0,,
25/08/2012,14:30,41,,41,,,3.8,,,3.8,,
25/08/2012,14:40,37,,37,,,3.8,,,3.8,,
25/08/2012,14:50,43,,43,,,3.3,,,3.3,,
25/08/2012,15:00,35,38,35,38,,3.4,3.6,,3.4,3.6,
25/08/2012,15:10,45,,45,,,3.8,,,3.8,,
25/08/2012,15:20,41,,41,,,3.7,,,3.7,,
25/08/2012,15:30,46,,46,,,3.5,,,3.5,,
25/08/2012,15:40,45,,45,,,4.0,,,4.0,,
25/08/2012,15:50,42,,42,,,3.4,,,3.4,,
25/08/2012,16:00,44,44,44,44,,3.8,3.7,,3.8,3.7,
25/08/2012,16:10,41,,41,,,3.5,,,3.5,,
25/08/2012,16:20,40,,40,,,3.6,,,3.6,,
25/08/2012,16:30,40,,40,,,3.2,,,3.2,,
25/08/2012,16:40,40,,40,,,3.2,,,3.2,,
25/08/2012,16:50,41,,41,,,3.1,,,3.1,,
25/08/2012,17:00,37,40,37,40,,3.1,3.3,,3.1,3.3,
25/08/2012,17:10,37,,37,,,3.2,,,3.2,,
25/08/2012,17:20,36,,36,,,2.8,,,2.8,,
25/08/2012,17:30,34,,34,,,2.6,,,2.6,,
25/08/2012,17:40,37,,37,,,2.2,,,2.2,,
25/08/2012,17:50,30,,30,,,2.4,,,2.4,,
25/08/2012,18:00,31,34,31,34,,2.5,2.6,,2.5,2.6,
25/08/2012,18:10,30,,30,,,2.2,,,2.2,,
25/08/2012,18:20,30,,30,,,2.8,,,2.8,,
25/08/2012,18:30,30,,30,,,2.6,,,2.6,,
25/08/2012,18:40,16,,16,,,1.6,,,1.6,,
25/08/2012,18:50,24,,24,,,1.4,,,1.4,,
25/08/2012,19:00,23,26,23,26,,1.3,2.0,,1.3,2.0,
25/08/2012,19:10,21,,21,,,1.3,,,1.3,,
25/08/2012,19:20,25,,25,,,1.4,,,1.4,,
25/08/2012,19:30,25,,25,,,1.5,,,1.5,,
25/08/2012,19:40,30,,30,,,1.6,,,1.6,,
25/08/2012,19:50,23,,23,,,1.4,,,1.4,,
25/08/2012,20:00,23,25,23,25,,1.3,1.4,,1.3,1.4,
25/08/2012,20:10,32,,32,,,1.5,,,1.5,,
25/08/2012,20:20,31,,31,,,1.6,,,1.6,,
25/08/2012,20:30,29,,29,,,1.8,,,1.8,,
25/08/2012,20:40,29,,29,,,1.9,,,1.9,,
25/08/2012,20:50,28,,28,,,2.0,,,2.0,,
25/08/2012,21:00,32,30,32,30,,1.9,1.8,,1.9,1.8,
25/08/2012,21:10,19,,19,,,1.6,,,1.6,,
25/08/2012,21:20,25,,25,,,1.6,,,1.6,,
25/08/2012,21:30,23,,23,,,1.6,,,1.6,,
25/08/2012,21:40,26,,26,,,1.8,,,1.8,,
25/08/2012,21:50,28,,28,,,2.0,,,2.0,,
25/08/2012,22:00,33,26,33,26,,2.2,1.8,,2.2,1.8,
25/08/2012,22:10,25,,25,,,2.1,,,2.1,,
25/08/2012,22:20,22,,22,,,1.5,,,1.5,,
25/08/2012,22:30,19,,19,,,1.4,,,1.4,,
25/08/2012,22:40,23,,23,,,1.2,,,1.2,,
25/08/2012,22:50,25,,25,,,1.6,,,1.6,,
25/08/2012,23:00,10,21,10,21,,1.2,1.5,,1.2,1.5,
25/08/2012,23:10,13,,13,,,1.2,,,1.2,,
25/08/2012,23:20,9,,9,,,1.1,,,1.1,,
25/08/2012,23:30,10,,10,,,1.2,,,1.2,,
25/08/2012,23:40,10,,10,,,1.1,,,1.1,,
25/08/2012,23:50,17,,17,,,1.4,,,1.4,,
25/08/2012,24:00,18,13,18,13,119,1.2,1.2,1.9,1.2,1.2,1.9
26/08/2012,00:10,25,,25,,,1.1,,,1.1,,
26/08/2012,00:20,2,,2,,,1.0,,,1.0,,
26/08/2012,00:30,0,,0,,,1.0,,,1.0,,
26/08/2012,00:40,325,,325,,,0.8,,,0.8,,
26/08/2012,00:50,299,,299,,,1.0,,,1.0,,
26/08/2012,01:00,305,160,305,160,,0.9,1.0,,0.9,1.0,
26/08/2012,01:10,344,,344,,,0.9,,,0.9,,
26/08/2012,01:20,299,,299,,,0.8,,,0.8,,
26/08/2012,01:30,323,,323,,,0.6,,,0.6,,
26/08/2012,01:40,336,,336,,,0.7,,,0.7,,
26/08/2012,01:50,356,,356,,,0.5,,,0.5,,
26/08/2012,02:00,318,329,318,329,,0.5,0.7,,0.5,0.7,
26/08/2012,02:10,286,,286,,,0.4,,,0.4,,
26/08/2012,02:20,286,,286,,,0.2,,,0.2,,
26/08/2012,02:30,286,,286,,,0.2,,,0.2,,
26/08/2012,02:40,286,,286,,,0.0,,,0.0,,
26/08/2012,02:50,286,,286,,,0.1,,,0.1,,
26/08/2012,03:00,286,286,286,286,,0.1,0.2,,0.1,0.2,
26/08/2012,03:10,256,,256,,,0.5,,,0.5,,
26/08/2012,03:20,236,,236,,,0.4,,,0.4,,
26/08/2012,03:30,265,,265,,,0.5,,,0.5,,
26/08/2012,03:40,268,,268,,,0.3,,,0.3,,
26/08/2012,03:50,268,,268,,,0.3,,,0.3,,
26/08/2012,04:00,277,262,277,262,,0.3,0.4,,0.3,0.4,
26/08/2012,04:10,356,,356,,,0.8,,,0.8,,
26/08/2012,04:20,329,,329,,,0.8,,,0.8,,
26/08/2012,04:30,299,,299,,,0.6,,,0.6,,
26/08/2012,04:40,255,,255,,,0.5,,,0.5,,
26/08/2012,04:50,253,,253,,,0.3,,,0.3,,
26/08/2012,05:00,253,291,253,291,,0.3,0.5,,0.3,0.5,
26/08/2012,05:10,256,,256,,,0.1,,,0.1,,
26/08/2012,05:20,25,,25,,,0.4,,,0.4,,
26/08/2012,05:30,305,,305,,,0.4,,,0.4,,
26/08/2012,05:40,258,,258,,,1.1,,,1.1,,
26/08/2012,05:50,261,,261,,,0.6,,,0.6,,
26/08/2012,06:00,270,229,270,229,,0.6,0.5,,0.6,0.5,
26/08/2012,06:10,269,,269,,,1.3,,,1.3,,
26/08/2012,06:20,282,,282,,,0.9,,,0.9,,
26/08/2012,06:30,280,,280,,,0.9,,,0.9,,
26/08/2012,06:40,286,,286,,,1.0,,,1.0,,
26/08/2012,06:50,285,,285,,,1.1,,,1.1,,
26/08/2012,07:00,286,281,286,281,,1.2,1.1,,1.2,1.1,
26/08/2012,07:10,294,,294,,,0.8,,,0.8,,
26/08/2012,07:20,296,,296,,,0.4,,,0.4,,
26/08/2012,07:30,296,,296,,,0.0,,,0.0,,
26/08/2012,07:40,296,,296,,,0.1,,,0.1,,
26/08/2012,07:50,296,,296,,,0.3,,,0.3,,
26/08/2012,08:00,294,295,294,295,,0.4,0.3,,0.4,0.3,
26/08/2012,08:10,256,,256,,,0.8,,,0.8,,
26/08/2012,08:20,202,,202,,,0.3,,,0.3,,
26/08/2012,08:30,123,,123,,,0.3,,,0.3,,
26/08/2012,08:40,59,,59,,,1.2,,,1.2,,
26/08/2012,08:50,3,,3,,,1.0,,,1.0,,
26/08/2012,09:00,15,110,15,110,,1.5,0.9,,1.5,0.9,
26/08/2012,09:10,25,,25,,,1.6,,,1.6,,
26/08/2012,09:20,18,,18,,,1.7,,,1.7,,
26/08/2012,09:30,12,,12,,,1.8,,,1.8,,
26/08/2012,09:40,14,,14,,,1.8,,,1.8,,
26/08/2012,09:50,30,,30,,,1.9,,,1.9,,
26/08/2012,10:00,5,17,5,17,,2.5,1.9,,2.5,1.9,
26/08/2012,10:10,16,,16,,,2.5,,,2.5,,
26/08/2012,10:20,18,,18,,,2.6,,,2.6,,
26/08/2012,10:30,21,,21,,,2.8,,,2.8,,
26/08/2012,10:40,33,,33,,,3.2,,,3.2,,
26/08/2012,10:50,34,,34,,,2.9,,,2.9,,
26/08/2012,11:00,21,24,21,24,,2.4,2.7,,2.4,2.7,
26/08/2012,11:10,17,,17,,,2.8,,,2.8,,
26/08/2012,11:20,32,,32,,,3.2,,,3.2,,
26/08/2012,11:30,25,,25,,,2.9,,,2.9,,
26/08/2012,11:40,25,,25,,,2.9,,,2.9,,
26/08/2012,11:50,41,,41,,,3.3,,,3.3,,
26/08/2012,12:00,37,29,37,29,,3.1,3.0,,3.1,3.0,
26/08/2012,12:10,42,,42,,,3.9,,,3.9,,
26/08/2012,12:20,35,,35,,,3.7,,,3.7,,
26/08/2012,12:30,36,,36,,,4.0,,,4.0,,
26/08/2012,12:40,39,,39,,,4.5,,,4.5,,
26/08/2012,12:50,40,,40,,,4.3,,,4.3,,
26/08/2012,13:00,39,38,39,38,,3.6,4.0,,3.6,4.0,
26/08/2012,13:10,45,,45,,,3.8,,,3.8,,
26/08/2012,13:20,45,,45,,,4.4,,,4.4,,
26/08/2012,13:30,48,,48,,,4.5,,,4.5,,
26/08/2012,13:40,43,,43,,,4.4,,,4.4,,
26/08/2012,13:50,41,,41,,,3.8,,,3.8,,
26/08/2012,14:00,38,43,38,43,,3.9,4.1,,3.9,4.1,
26/08/2012,14:10,41,,41,,,3.8,,,3.8,,
26/08/2012,14:20,40,,40,,,3.8,,,3.8,,
26/08/2012,14:30,45,,45,,,4.3,,,4.3,,
26/08/2012,14:40,42,,42,,,4.1,,,4.1,,
26/08/2012,14:50,43,,43,,,4.0,,,4.0,,
26/08/2012,15:00,27,40,27,40,,3.4,3.9,,3.4,3.9,
26/08/2012,15:10,25,,25,,,2.6,,,2.6,,
26/08/2012,15:20,25,,25,,,2.9,,,2.9,,
26/08/2012,15:30,25,,25,,,2.8,,,2.8,,
26/08/2012,15:40,25,,25,,,3.1,,,3.1,,
26/08/2012,15:50,32,,32,,,2.8,,,2.8,,
26/08/2012,16:00,27,26,27,26,,2.9,2.8,,2.9,2.8,
26/08/2012,16:10,29,,29,,,2.4,,,2.4,,
26/08/2012,16:20,31,,31,,,2.9,,,2.9,,
26/08/2012,16:30,30,,30,,,3.3,,,3.3,,
26/08/2012,16:40,27,,27,,,3.0,,,3.0,,
26/08/2012,16:50,12,,12,,,2.9,,,2.9,,
26/08/2012,17:00,27,26,27,26,,2.8,2.9,,2.8,2.9,
26/08/2012,17:10,27,,27,,,2.9,,,2.9,,
26/08/2012,17:20,27,,27,,,2.3,,,2.3,,
26/08/2012,17:30,17,,17,,,2.0,,,2.0,,
26/08/2012,17:40,24,,24,,,2.0,,,2.0,,
26/08/2012,17:50,27,,27,,,2.0,,,2.0,,
26/08/2012,18:00,26,25,26,25,,1.7,2.2,,1.7,2.2,
26/08/2012,18:10,24,,24,,,2.0,,,2.0,,
26/08/2012,18:20,28,,28,,,2.3,,,2.3,,
26/08/2012,18:30,34,,34,,,2.5,,,2.5,,
26/08/2012,18:40,31,,31,,,2.4,,,2.4,,
26/08/2012,18:50,34,,34,,,2.0,,,2.0,,
26/08/2012,19:00,32,31,32,31,,2.1,2.2,,2.1,2.2,
26/08/2012,19:10,33,,33,,,2.6,,,2.6,,
26/08/2012,19:20,34,,34,,,2.5,,,2.5,,
26/08/2012,19:30,34,,34,,,2.2,,,2.2,,
26/08/2012,19:40,34,,34,,,1.8,,,1.8,,
26/08/2012,19:50,28,,28,,,2.2,,,2.2,,
26/08/2012,20:00,29,32,29,32,,1.9,2.2,,1.9,2.2,
26/08/2012,20:10,24,,24,,,1.9,,,1.9,,
26/08/2012,20:20,19,,19,,,1.6,,,1.6,,
26/08/2012,20:30,23,,23,,,1.9,,,1.9,,
26/08/2012,20:40,15,,15,,,1.6,,,1.6,,
26/08/2012,20:50,9,,9,,,2.1,,,2.1,,
26/08/2012,21:00,10,17,10,17,,1.5,1.8,,1.5,1.8,
26/08/2012,21:10,16,,16,,,1.7,,,1.7,,
26/08/2012,21:20,17,,17,,,1.4,,,1.4,,
26/08/2012,21:30,36,,36,,,1.5,,,1.5,,
26/08/2012,21:40,33,,33,,,1.5,,,1.5,,
26/08/2012,21:50,24,,24,,,1.3,,,1.3,,
26/08/2012,22:00,28,26,28,26,,1.5,1.5,,1.5,1.5,
26/08/2012,22:10,28,,28,,,1.3,,,1.3,,
26/08/2012,22:20,29,,29,,,1.3,,,1.3,,
26/08/2012,22:30,30,,30,,,2.0,,,2.0,,
26/08/2012,22:40,30,,30,,,2.0,,,2.0,,
26/08/2012,22:50,25,,25,,,2.5,,,2.5,,
26/08/2012,23:00,23,27,23,27,,2.6,1.9,,2.6,1.9,
26/08/2012,23:10,27,,27,,,2.3,,,2.3,,
26/08/2012,23:20,19,,19,,,2.1,,,2.1,,
26/08/2012,23:30,20,,20,,,2.3,,,2.3,,
26/08/2012,23:40,22,,22,,,2.0,,,2.0,,
26/08/2012,23:50,29,,29,,,2.4,,,2.4,,
26/08/2012,24:00,33,25,33,25,111,2.4,2.3,1.9,2.4,2.3,1.9
27/08/2012,00:10,35,,35,,,2.6,,,2.6,,
27/08/2012,00:20,35,,35,,,2.9,,,2.9,,
27/08/2012,00:30,33,,33,,,2.8,,,2.8,,
27/08/2012,00:40,23,,23,,,2.0,,,2.0,,
27/08/2012,00:50,28,,28,,,2.0,,,2.0,,
27/08/2012,01:00,17,28,17,28,,2.0,2.4,,2.0,2.4,
27/08/2012,01:10,7,,7,,,1.9,,,1.9,,
27/08/2012,01:20,14,,14,,,1.4,,,1.4,,
27/08/2012,01:30,19,,19,,,1.5,,,1.5,,
27/08/2012,01:40,17,,17,,,1.5,,,1.5,,
27/08/2012,01:50,14,,14,,,1.6,,,1.6,,
27/08/2012,02:00,28,17,28,17,,1.9,1.6,,1.9,1.6,
27/08/2012,02:10,7,,7,,,1.2,,,1.2,,
27/08/2012,02:20,17,,17,,,1.5,,,1.5,,
27/08/2012,02:30,22,,22,,,1.8,,,1.8,,
27/08/2012,02:40,22,,22,,,1.5,,,1.5,,
27/08/2012,02:50,20,,20,,,1.8,,,1.8,,
27/08/2012,03:00,17,17,17,17,,1.2,1.5,,1.2,1.5,
27/08/2012,03:10,14,,14,,,1.6,,,1.6,,
27/08/2012,03:20,4,,4,,,1.3,,,1.3,,
27/08/2012,03:30,12,,12,,,1.5,,,1.5,,
27/08/2012,03:40,13,,13,,,1.5,,,1.5,,
27/08/2012,03:50,16,,16,,,1.9,,,1.9,,
27/08/2012,04:00,4,10,4,10,,1.6,1.6,,1.6,1.6,
27/08/2012,04:10,5,,5,,,1.6,,,1.6,,
27/08/2012,04:20,18,,18,,,1.6,,,1.6,,
27/08/2012,04:30,10,,10,,,1.7,,,1.7,,
27/08/2012,04:40,19,,19,,,1.4,,,1.4,,
27/08/2012,04:50,22,,22,,,1.4,,,1.4,,
27/08/2012,05:00,14,14,14,14,,1.3,1.5,,1.3,1.5,
27/08/2012,05:10,25,,25,,,1.5,,,1.5,,
