"Table for Takapuna Time Range: 01/08/2012 00:00 to 01/09/2012 00:00"
"Source",,,"AC Takapuna WDR 10min average",,"AC Takapuna WDR_RAW 10min average","AC Takapuna WDR_RAW 1h average",,"AC Takapuna WSP 10min average","AC Takapuna WSP 1h average",,"AC Takapuna WSP_RAW 10min average","AC Takapuna WSP_RAW 1h average"
"Date","Time","AC Takapuna WDR 10min average [°]","AC Takapuna WDR 1h average [°]","AC Takapuna WDR_RAW 10min average [°]","AC Takapuna WDR_RAW 1h average [°]","AC Takapuna WDR_RAW 24h average [°]","AC Takapuna WSP 10min average [m/s]","AC Takapuna WSP 1h average [m/s]","AC Takapuna WSP 24h average [m/s]","AC Takapuna WSP_RAW 10min average [m/s]","AC Takapuna WSP_RAW 1h average [m/s]","AC Takapuna WSP_RAW 24h average [m/s]"
08/08/2012,15:00,279,290,279,290,,2.9,2.7,,2.9,2.7,
08/08/2012,15:10,285,,285,,,2.9,,,2.9,,
08/08/2012,15:20,292,,292,,,4.5,,,4.5,,
08/08/2012,15:30,289,,289,,,4.8,,,4.8,,
08/08/2012,15:40,296,,296,,,3.6,,,3.6,,
08/08/2012,15:50,284,,284,,,3.2,,,3.2,,
08/08/2012,16:00,280,288,280,288,,3.6,3.7,,3.6,3.7,
08/08/2012,16:10,280,,280,,,3.4,,,3.4,,
08/08/2012,16:20,295,,295,,,3.3,,,3.3,,
08/08/2012,16:30,307,,307,,,1.9,,,1.9,,
08/08/2012,16:40,331,,331,,,1.0,,,1.0,,
08/08/2012,16:50,333,,333,,,1.3,,,1.3,,
08/08/2012,17:00,336,314,336,314,,1.2,2.0,,1.2,2.0,
08/08/2012,17:10,336,,336,,,0.7,,,0.7,,
08/08/2012,17:20,329,,329,,,1.2,,,1.2,,
08/08/2012,17:30,329,,329,,,1.3,,,1.3,,
08/08/2012,17:40,345,,345,,,0.7,,,0.7,,
08/08/2012,17:50,23,,23,,,0.3,,,0.3,,
08/08/2012,18:00,332,282,332,282,,1.0,0.9,,1.0,0.9,
08/08/2012,18:10,315,,315,,,1.4,,,1.4,,
08/08/2012,18:20,317,,317,,,1.8,,,1.8,,
08/08/2012,18:30,314,,314,,,1.4,,,1.4,,
08/08/2012,18:40,312,,312,,,1.0,,,1.0,,
08/08/2012,18:50,300,,300,,,1.8,,,1.8,,
08/08/2012,19:00,337,316,337,316,,1.0,1.4,,1.0,1.4,
08/08/2012,19:10,16,,16,,,1.1,,,1.1,,
08/08/2012,19:20,25,,25,,,1.2,,,1.2,,
08/08/2012,19:30,44,,44,,,1.5,,,1.5,,
08/08/2012,19:40,49,,49,,,0.8,,,0.8,,
08/08/2012,19:50,236,,236,,,0.4,,,0.4,,
08/08/2012,20:00,194,94,194,94,,0.4,0.9,,0.4,0.9,
08/08/2012,20:10,213,,213,,,0.1,,,0.1,,
08/08/2012,20:20,340,,340,,,0.7,,,0.7,,
08/08/2012,20:30,298,,298,,,1.5,,,1.5,,
08/08/2012,20:40,292,,292,,,2.4,,,2.4,,
08/08/2012,20:50,304,,304,,,1.7,,,1.7,,
08/08/2012,21:00,301,291,301,291,,1.5,1.3,,1.5,1.3,
08/08/2012,21:10,300,,300,,,0.7,,,0.7,,
08/08/2012,21:20,320,,320,,,0.9,,,0.9,,
08/08/2012,21:30,339,,339,,,1.0,,,1.0,,
08/08/2012,21:40,313,,313,,,1.5,,,1.5,,
08/08/2012,21:50,307,,307,,,2.0,,,2.0,,
08/08/2012,22:00,323,317,323,317,,1.2,1.2,,1.2,1.2,
08/08/2012,22:10,346,,346,,,0.7,,,0.7,,
08/08/2012,22:20,13,,13,,,1.2,,,1.2,,
08/08/2012,22:30,7,,7,,,1.0,,,1.0,,
08/08/2012,22:40,8,,8,,,1.3,,,1.3,,
08/08/2012,22:50,14,,14,,,1.5,,,1.5,,
08/08/2012,23:00,346,122,346,122,,1.1,1.2,,1.1,1.2,
08/08/2012,23:10,2,,2,,,1.0,,,1.0,,
08/08/2012,23:20,10,,10,,,1.6,,,1.6,,
08/08/2012,23:30,350,,350,,,0.8,,,0.8,,
08/08/2012,23:40,323,,323,,,0.6,,,0.6,,
08/08/2012,23:50,9,,9,,,1.1,,,1.1,,
08/08/2012,24:00,0,116,0,116,260,1.3,1.1,1.6,1.3,1.1,1.6
09/08/2012,00:10,2,,2,,,1.6,,,1.6,,
09/08/2012,00:20,6,,6,,,1.5,,,1.5,,
09/08/2012,00:30,9,,9,,,1.4,,,1.4,,
09/08/2012,00:40,8,,8,,,0.9,,,0.9,,
09/08/2012,00:50,286,,286,,,0.8,,,0.8,,
09/08/2012,01:00,284,99,284,99,,0.6,1.1,,0.6,1.1,
09/08/2012,01:10,276,,276,,,0.2,,,0.2,,
09/08/2012,01:20,182,,182,,,1.2,,,1.2,,
09/08/2012,01:30,227,,227,,,0.9,,,0.9,,
09/08/2012,01:40,345,,345,,,0.8,,,0.8,,
09/08/2012,01:50,7,,7,,,0.7,,,0.7,,
09/08/2012,02:00,341,230,341,230,,0.8,0.8,,0.8,0.8,
09/08/2012,02:10,2,,2,,,0.5,,,0.5,,
09/08/2012,02:20,8,,8,,,0.4,,,0.4,,
09/08/2012,02:30,31,,31,,,0.5,,,0.5,,
09/08/2012,02:40,38,,38,,,0.5,,,0.5,,
09/08/2012,02:50,37,,37,,,0.8,,,0.8,,
09/08/2012,03:00,25,23,25,23,,0.6,0.5,,0.6,0.5,
09/08/2012,03:10,344,,344,,,0.2,,,0.2,,
09/08/2012,03:20,309,,309,,,0.8,,,0.8,,
09/08/2012,03:30,313,,313,,,0.7,,,0.7,,
09/08/2012,03:40,311,,311,,,1.0,,,1.0,,
09/08/2012,03:50,294,,294,,,2.1,,,2.1,,
09/08/2012,04:00,297,311,297,311,,1.8,1.1,,1.8,1.1,
09/08/2012,04:10,291,,291,,,2.4,,,2.4,,
09/08/2012,04:20,294,,294,,,2.7,,,2.7,,
09/08/2012,04:30,287,,287,,,3.3,,,3.3,,
09/08/2012,04:40,291,,291,,,2.7,,,2.7,,
09/08/2012,04:50,289,,289,,,2.6,,,2.6,,
09/08/2012,05:00,284,289,284,289,,2.6,2.7,,2.6,2.7,
09/08/2012,05:10,298,,298,,,1.9,,,1.9,,
09/08/2012,05:20,299,,299,,,1.3,,,1.3,,
09/08/2012,05:30,307,,307,,,1.0,,,1.0,,
09/08/2012,05:40,299,,299,,,1.2,,,1.2,,
09/08/2012,05:50,300,,300,,,1.0,,,1.0,,
09/08/2012,06:00,292,299,292,299,,1.1,1.3,,1.1,1.3,
09/08/2012,06:10,288,,288,,,1.7,,,1.7,,
09/08/2012,06:20,293,,293,,,1.7,,,1.7,,
09/08/2012,06:30,293,,293,,,1.2,,,1.2,,
09/08/2012,06:40,293,,293,,,0.9,,,0.9,,
09/08/2012,06:50,265,,265,,,0.9,,,0.9,,
09/08/2012,07:00,268,283,268,283,,1.1,1.3,,1.1,1.3,
09/08/2012,07:10,276,,276,,,1.4,,,1.4,,
09/08/2012,07:20,284,,284,,,1.5,,,1.5,,
09/08/2012,07:30,268,,268,,,1.4,,,1.4,,
09/08/2012,07:40,259,,259,,,1.6,,,1.6,,
09/08/2012,07:50,256,,256,,,1.7,,,1.7,,
09/08/2012,08:00,255,266,255,266,,2.1,1.6,,2.1,1.6,
09/08/2012,08:10,236,,236,,,1.9,,,1.9,,
09/08/2012,08:20,228,,228,,,2.3,,,2.3,,
09/08/2012,08:30,207,,207,,,3.5,,,3.5,,
09/08/2012,08:40,199,,199,,,3.2,,,3.2,,
09/08/2012,08:50,201,,201,,,2.9,,,2.9,,
09/08/2012,09:00,197,211,197,211,,2.9,2.8,,2.9,2.8,
09/08/2012,09:10,204,,204,,,3.4,,,3.4,,
09/08/2012,09:20,207,,207,,,3.0,,,3.0,,
09/08/2012,09:30,208,,208,,,2.6,,,2.6,,
09/08/2012,09:40,217,,217,,,2.3,,,2.3,,
09/08/2012,09:50,208,,208,,,3.2,,,3.2,,
09/08/2012,10:00,205,208,205,208,,2.6,2.8,,2.6,2.8,
09/08/2012,10:10,215,,215,,,2.9,,,2.9,,
09/08/2012,10:20,219,,219,,,3.1,,,3.1,,
09/08/2012,10:30,215,,215,,,3.2,,,3.2,,
09/08/2012,10:40,215,,215,,,2.9,,,2.9,,
09/08/2012,10:50,218,,218,,,3.3,,,3.3,,
09/08/2012,11:00,222,218,222,218,,3.3,3.1,,3.3,3.1,
09/08/2012,11:10,207,,207,,,2.7,,,2.7,,
09/08/2012,11:20,228,,228,,,3.2,,,3.2,,
09/08/2012,11:30,217,,217,,,4.1,,,4.1,,
09/08/2012,11:40,219,,219,,,4.4,,,4.4,,
09/08/2012,11:50,204,,204,,,3.7,,,3.7,,
09/08/2012,12:00,219,216,219,216,,3.5,3.6,,3.5,3.6,
09/08/2012,12:10,224,,224,,,3.4,,,3.4,,
09/08/2012,12:20,222,,222,,,3.6,,,3.6,,
09/08/2012,12:30,220,,220,,,3.4,,,3.4,,
09/08/2012,12:40,217,,217,,,3.6,,,3.6,,
09/08/2012,12:50,230,,230,,,2.8,,,2.8,,
09/08/2012,13:00,235,224,235,224,,2.9,3.3,,2.9,3.3,
09/08/2012,13:10,211,,211,,,3.7,,,3.7,,
09/08/2012,13:20,225,,225,,,3.1,,,3.1,,
09/08/2012,13:30,234,,234,,,2.7,,,2.7,,
09/08/2012,13:40,231,,231,,,2.5,,,2.5,,
09/08/2012,13:50,216,,216,,,2.4,,,2.4,,
09/08/2012,14:00,238,226,238,226,,2.7,2.9,,2.7,2.9,
09/08/2012,14:10,248,,248,,,3.7,,,3.7,,
09/08/2012,14:20,232,,232,,,3.0,,,3.0,,
09/08/2012,14:30,238,,238,,,2.6,,,2.6,,
09/08/2012,14:40,241,,241,,,2.8,,,2.8,,
09/08/2012,14:50,239,,239,,,3.5,,,3.5,,
09/08/2012,15:00,244,241,244,241,,2.8,3.1,,2.8,3.1,
09/08/2012,15:10,252,,252,,,3.5,,,3.5,,
09/08/2012,15:20,244,,244,,,3.9,,,3.9,,
09/08/2012,15:30,233,,233,,,3.6,,,3.6,,
09/08/2012,15:40,249,,249,,,4.0,,,4.0,,
09/08/2012,15:50,250,,250,,,4.5,,,4.5,,
09/08/2012,16:00,249,246,249,246,,4.3,4.0,,4.3,4.0,
09/08/2012,16:10,250,,250,,,4.0,,,4.0,,
09/08/2012,16:20,258,,258,,,5.3,,,5.3,,
09/08/2012,16:30,258,,258,,,5.3,,,5.3,,
09/08/2012,16:40,247,,247,,,4.2,,,4.2,,
09/08/2012,16:50,251,,251,,,4.1,,,4.1,,
09/08/2012,17:00,249,252,249,252,,4.5,4.6,,4.5,4.6,
09/08/2012,17:10,258,,258,,,4.5,,,4.5,,
09/08/2012,17:20,258,,258,,,4.2,,,4.2,,
09/08/2012,17:30,257,,257,,,4.8,,,4.8,,
09/08/2012,17:40,254,,254,,,4.0,,,4.0,,
09/08/2012,17:50,259,,259,,,4.3,,,4.3,,
09/08/2012,18:00,255,257,255,257,,4.2,4.3,,4.2,4.3,
09/08/2012,18:10,246,,246,,,3.0,,,3.0,,
09/08/2012,18:20,243,,243,,,3.4,,,3.4,,
09/08/2012,18:30,240,,240,,,3.3,,,3.3,,
09/08/2012,18:40,242,,242,,,3.1,,,3.1,,
09/08/2012,18:50,250,,250,,,3.6,,,3.6,,
09/08/2012,19:00,248,245,248,245,,3.7,3.3,,3.7,3.3,
09/08/2012,19:10,248,,248,,,2.7,,,2.7,,
09/08/2012,19:20,241,,241,,,2.7,,,2.7,,
09/08/2012,19:30,238,,238,,,2.5,,,2.5,,
09/08/2012,19:40,243,,243,,,3.4,,,3.4,,
09/08/2012,19:50,233,,233,,,2.8,,,2.8,,
09/08/2012,20:00,234,239,234,239,,1.9,2.7,,1.9,2.7,
09/08/2012,20:10,233,,233,,,2.8,,,2.8,,
09/08/2012,20:20,258,,258,,,2.7,,,2.7,,
09/08/2012,20:30,291,,291,,,1.9,,,1.9,,
09/08/2012,20:40,294,,294,,,2.2,,,2.2,,
09/08/2012,20:50,285,,285,,,3.0,,,3.0,,
09/08/2012,21:00,288,275,288,275,,2.6,2.5,,2.6,2.5,
09/08/2012,21:10,272,,272,,,2.2,,,2.2,,
09/08/2012,21:20,261,,261,,,2.3,,,2.3,,
09/08/2012,21:30,256,,256,,,2.3,,,2.3,,
09/08/2012,21:40,257,,257,,,2.5,,,2.5,,
09/08/2012,21:50,256,,256,,,2.2,,,2.2,,
09/08/2012,22:00,254,259,254,259,,2.3,2.3,,2.3,2.3,
09/08/2012,22:10,255,,255,,,2.1,,,2.1,,
09/08/2012,22:20,253,,253,,,1.9,,,1.9,,
09/08/2012,22:30,247,,247,,,1.4,,,1.4,,
09/08/2012,22:40,265,,265,,,1.7,,,1.7,,
09/08/2012,22:50,275,,275,,,1.9,,,1.9,,
09/08/2012,23:00,273,261,273,261,,2.3,1.9,,2.3,1.9,
09/08/2012,23:10,259,,259,,,1.8,,,1.8,,
09/08/2012,23:20,283,,283,,,1.9,,,1.9,,
09/08/2012,23:30,287,,287,,,1.8,,,1.8,,
09/08/2012,23:40,272,,272,,,1.7,,,1.7,,
09/08/2012,23:50,273,,273,,,1.7,,,1.7,,
09/08/2012,24:00,260,272,260,272,236,1.2,1.7,2.5,1.2,1.7,2.5
10/08/2012,00:10,249,,249,,,1.1,,,1.1,,
10/08/2012,00:20,248,,248,,,1.4,,,1.4,,
10/08/2012,00:30,254,,254,,,2.4,,,2.4,,
10/08/2012,00:40,253,,253,,,2.4,,,2.4,,
10/08/2012,00:50,254,,254,,,2.5,,,2.5,,
10/08/2012,01:00,255,252,255,252,,2.5,2.0,,2.5,2.0,
10/08/2012,01:10,256,,256,,,2.4,,,2.4,,
10/08/2012,01:20,257,,257,,,2.2,,,2.2,,
10/08/2012,01:30,257,,257,,,2.3,,,2.3,,
10/08/2012,01:40,256,,256,,,2.3,,,2.3,,
10/08/2012,01:50,256,,256,,,2.0,,,2.0,,
10/08/2012,02:00,260,257,260,257,,2.0,2.2,,2.0,2.2,
10/08/2012,02:10,268,,268,,,1.9,,,1.9,,
10/08/2012,02:20,284,,284,,,1.8,,,1.8,,
10/08/2012,02:30,285,,285,,,1.7,,,1.7,,
10/08/2012,02:40,280,,280,,,1.6,,,1.6,,
10/08/2012,02:50,293,,293,,,1.8,,,1.8,,
10/08/2012,03:00,293,284,293,284,,2.0,1.8,,2.0,1.8,
10/08/2012,03:10,275,,275,,,1.3,,,1.3,,
10/08/2012,03:20,263,,263,,,0.7,,,0.7,,
10/08/2012,03:30,263,,263,,,0.5,,,0.5,,
10/08/2012,03:40,263,,263,,,0.7,,,0.7,,
10/08/2012,03:50,267,,267,,,0.8,,,0.8,,
10/08/2012,04:00,273,267,273,267,,1.3,0.9,,1.3,0.9,
10/08/2012,04:10,277,,277,,,1.1,,,1.1,,
10/08/2012,04:20,259,,259,,,1.0,,,1.0,,
10/08/2012,04:30,261,,261,,,1.4,,,1.4,,
10/08/2012,04:40,263,,263,,,1.1,,,1.1,,
10/08/2012,04:50,249,,249,,,0.9,,,0.9,,
10/08/2012,05:00,259,261,259,261,,0.9,1.1,,0.9,1.1,
10/08/2012,05:10,272,,272,,,1.1,,,1.1,,
10/08/2012,05:20,268,,268,,,1.6,,,1.6,,
10/08/2012,05:30,261,,261,,,1.3,,,1.3,,
10/08/2012,05:40,267,,267,,,1.5,,,1.5,,
10/08/2012,05:50,277,,277,,,1.6,,,1.6,,
10/08/2012,06:00,279,271,279,271,,1.5,1.4,,1.5,1.4,
10/08/2012,06:10,286,,286,,,1.9,,,1.9,,
10/08/2012,06:20,281,,281,,,2.1,,,2.1,,
10/08/2012,06:30,284,,284,,,1.2,,,1.2,,
10/08/2012,06:40,301,,301,,,0.6,,,0.6,,
10/08/2012,06:50,288,,288,,,1.1,,,1.1,,
10/08/2012,07:00,274,285,274,285,,1.3,1.4,,1.3,1.4,
10/08/2012,07:10,280,,280,,,1.4,,,1.4,,
10/08/2012,07:20,290,,290,,,1.2,,,1.2,,
10/08/2012,07:30,292,,292,,,1.3,,,1.3,,
10/08/2012,07:40,287,,287,,,1.1,,,1.1,,
10/08/2012,07:50,285,,285,,,1.1,,,1.1,,
10/08/2012,08:00,269,284,269,284,,0.6,1.1,,0.6,1.1,
10/08/2012,08:10,279,,279,,,0.7,,,0.7,,
10/08/2012,08:20,292,,292,,,1.2,,,1.2,,
10/08/2012,08:30,292,,292,,,0.9,,,0.9,,
10/08/2012,08:40,283,,283,,,0.9,,,0.9,,
10/08/2012,08:50,265,,265,,,1.1,,,1.1,,
10/08/2012,09:00,265,279,265,279,,1.0,1.0,,1.0,1.0,
10/08/2012,09:10,256,,256,,,1.4,,,1.4,,
10/08/2012,09:20,252,,252,,,1.6,,,1.6,,
10/08/2012,09:30,259,,259,,,1.2,,,1.2,,
10/08/2012,09:40,231,,231,,,0.9,,,0.9,,
10/08/2012,09:50,207,,207,,,0.9,,,0.9,,
10/08/2012,10:00,204,235,204,235,,1.4,1.2,,1.4,1.2,
10/08/2012,10:10,198,,198,,,1.6,,,1.6,,
10/08/2012,10:20,222,,222,,,1.6,,,1.6,,
10/08/2012,10:30,192,,192,,,1.7,,,1.7,,
10/08/2012,10:40,211,,211,,,1.6,,,1.6,,
10/08/2012,10:50,206,,206,,,1.6,,,1.6,,
10/08/2012,11:00,179,201,179,201,,1.6,1.6,,1.6,1.6,
10/08/2012,11:10,186,,186,,,2.0,,,2.0,,
10/08/2012,11:20,227,,227,,,2.1,,,2.1,,
10/08/2012,11:30,220,,220,,,1.4,,,1.4,,
10/08/2012,11:40,202,,202,,,1.7,,,1.7,,
10/08/2012,11:50,203,,203,,,1.4,,,1.4,,
10/08/2012,12:00,191,205,191,205,,1.2,1.6,,1.2,1.6,
10/08/2012,12:10,167,,167,,,2.4,,,2.4,,
10/08/2012,12:20,197,,197,,,1.2,,,1.2,,
10/08/2012,12:30,173,,173,,,0.6,,,0.6,,
10/08/2012,12:40,238,,238,,,1.3,,,1.3,,
10/08/2012,12:50,108,,108,,,0.3,,,0.3,,
10/08/2012,13:00,189,179,189,179,,1.3,1.2,,1.3,1.2,
10/08/2012,13:10,174,,174,,,1.2,,,1.2,,
10/08/2012,13:20,195,,195,,,0.6,,,0.6,,
10/08/2012,13:30,214,,214,,,1.0,,,1.0,,
10/08/2012,13:40,207,,207,,,1.4,,,1.4,,
10/08/2012,13:50,237,,237,,,0.9,,,0.9,,
10/08/2012,14:00,263,215,263,215,,1.2,1.1,,1.2,1.1,
10/08/2012,14:10,273,,273,,,2.0,,,2.0,,
10/08/2012,14:20,270,,270,,,1.9,,,1.9,,
10/08/2012,14:30,265,,265,,,2.0,,,2.0,,
10/08/2012,14:40,273,,273,,,2.1,,,2.1,,
10/08/2012,14:50,263,,263,,,1.3,,,1.3,,
10/08/2012,15:00,252,266,252,266,,1.3,1.8,,1.3,1.8,
10/08/2012,15:10,211,,211,,,1.6,,,1.6,,
10/08/2012,15:20,171,,171,,,0.8,,,0.8,,
10/08/2012,15:30,163,,163,,,1.1,,,1.1,,
10/08/2012,15:40,166,,166,,,1.8,,,1.8,,
10/08/2012,15:50,156,,156,,,2.0,,,2.0,,
10/08/2012,16:00,178,174,178,174,,1.4,1.4,,1.4,1.4,
10/08/2012,16:10,224,,224,,,0.7,,,0.7,,
10/08/2012,16:20,169,,169,,,0.5,,,0.5,,
10/08/2012,16:30,95,,95,,,0.7,,,0.7,,
10/08/2012,16:40,62,,62,,,0.5,,,0.5,,
10/08/2012,16:50,25,,25,,,0.8,,,0.8,,
10/08/2012,17:00,24,100,24,100,,0.5,0.6,,0.5,0.6,
10/08/2012,17:10,54,,54,,,0.8,,,0.8,,
10/08/2012,17:20,85,,85,,,0.6,,,0.6,,
10/08/2012,17:30,175,,175,,,1.0,,,1.0,,
10/08/2012,17:40,152,,152,,,0.8,,,0.8,,
10/08/2012,17:50,56,,56,,,0.3,,,0.3,,
10/08/2012,18:00,58,97,58,97,,0.2,0.6,,0.2,0.6,
10/08/2012,18:10,320,,320,,,0.1,,,0.1,,
10/08/2012,18:20,271,,271,,,0.5,,,0.5,,
10/08/2012,18:30,282,,282,,,0.3,,,0.3,,
10/08/2012,18:40,317,,317,,,0.2,,,0.2,,
10/08/2012,18:50,71,,71,,,0.3,,,0.3,,
10/08/2012,19:00,73,222,73,222,,0.3,0.3,,0.3,0.3,
10/08/2012,19:10,73,,73,,,0.2,,,0.2,,
10/08/2012,19:20,74,,74,,,0.1,,,0.1,,
10/08/2012,19:30,335,,335,,,0.3,,,0.3,,
10/08/2012,19:40,51,,51,,,0.6,,,0.6,,
10/08/2012,19:50,44,,44,,,0.2,,,0.2,,
10/08/2012,20:00,72,108,72,108,,0.3,0.3,,0.3,0.3,
10/08/2012,20:10,83,,83,,,0.7,,,0.7,,
10/08/2012,20:20,47,,47,,,0.6,,,0.6,,
10/08/2012,20:30,34,,34,,,0.1,,,0.1,,
10/08/2012,20:40,29,,29,,,0.3,,,0.3,,
10/08/2012,20:50,329,,329,,,1.1,,,1.1,,
10/08/2012,21:00,309,139,309,139,,1.4,0.7,,1.4,0.7,
10/08/2012,21:10,307,,307,,,1.2,,,1.2,,
10/08/2012,21:20,304,,304,,,0.8,,,0.8,,
10/08/2012,21:30,301,,301,,,0.4,,,0.4,,
10/08/2012,21:40,301,,301,,,1.1,,,1.1,,
10/08/2012,21:50,310,,310,,,0.8,,,0.8,,
10/08/2012,22:00,297,303,297,303,,0.3,0.8,,0.3,0.8,
10/08/2012,22:10,262,,262,,,0.2,,,0.2,,
10/08/2012,22:20,200,,200,,,0.3,,,0.3,,
10/08/2012,22:30,200,,200,,,0.2,,,0.2,,
10/08/2012,22:40,200,,200,,,0.3,,,0.3,,
10/08/2012,22:50,200,,200,,,0.4,,,0.4,,
10/08/2012,23:00,200,211,200,211,,0.4,0.3,,0.4,0.3,
10/08/2012,23:10,201,,201,,,0.4,,,0.4,,
10/08/2012,23:20,226,,226,,,0.3,,,0.3,,
10/08/2012,23:30,266,,266,,,0.3,,,0.3,,
10/08/2012,23:40,266,,266,,,0.2,,,0.2,,
10/08/2012,23:50,246,,246,,,0.2,,,0.2,,
10/08/2012,24:00,222,238,222,238,222,0.3,0.3,1.1,0.3,0.3,1.1
11/08/2012,00:10,275,,275,,,0.8,,,0.8,,
11/08/2012,00:20,290,,290,,,0.6,,,0.6,,
11/08/2012,00:30,290,,290,,,0.3,,,0.3,,
11/08/2012,00:40,289,,289,,,0.4,,,0.4,,
11/08/2012,00:50,264,,264,,,0.6,,,0.6,,
11/08/2012,01:00,269,280,269,280,,0.6,0.5,,0.6,0.5,
11/08/2012,01:10,256,,256,,,0.5,,,0.5,,
11/08/2012,01:20,256,,256,,,0.4,,,0.4,,
11/08/2012,01:30,257,,257,,,0.4,,,0.4,,
11/08/2012,01:40,267,,267,,,0.2,,,0.2,,
11/08/2012,01:50,276,,276,,,0.5,,,0.5,,
11/08/2012,02:00,281,265,281,265,,0.4,0.4,,0.4,0.4,
11/08/2012,02:10,280,,280,,,0.3,,,0.3,,
11/08/2012,02:20,294,,294,,,1.3,,,1.3,,
11/08/2012,02:30,291,,291,,,1.4,,,1.4,,
11/08/2012,02:40,267,,267,,,0.4,,,0.4,,
11/08/2012,02:50,281,,281,,,1.1,,,1.1,,
11/08/2012,03:00,276,281,276,281,,0.7,0.9,,0.7,0.9,
11/08/2012,03:10,271,,271,,,0.6,,,0.6,,
11/08/2012,03:20,281,,281,,,1.0,,,1.0,,
11/08/2012,03:30,276,,276,,,0.7,,,0.7,,
11/08/2012,03:40,288,,288,,,0.6,,,0.6,,
11/08/2012,03:50,51,,51,,,0.3,,,0.3,,
11/08/2012,04:00,70,206,70,206,,1.3,0.7,,1.3,0.7,
11/08/2012,04:10,72,,72,,,2.2,,,2.2,,
11/08/2012,04:20,68,,68,,,2.0,,,2.0,,
11/08/2012,04:30,74,,74,,,1.9,,,1.9,,
11/08/2012,04:40,74,,74,,,1.8,,,1.8,,
11/08/2012,04:50,67,,67,,,2.4,,,2.4,,
11/08/2012,05:00,68,70,68,70,,2.4,2.1,,2.4,2.1,
11/08/2012,05:10,66,,66,,,2.0,,,2.0,,
11/08/2012,05:20,67,,67,,,2.1,,,2.1,,
11/08/2012,05:30,69,,69,,,2.4,,,2.4,,
11/08/2012,05:40,71,,71,,,2.4,,,2.4,,
11/08/2012,05:50,67,,67,,,2.5,,,2.5,,
11/08/2012,06:00,74,69,74,69,,3.1,2.4,,3.1,2.4,
11/08/2012,06:10,76,,76,,,3.2,,,3.2,,
11/08/2012,06:20,78,,78,,,3.6,,,3.6,,
11/08/2012,06:30,78,,78,,,3.2,,,3.2,,
11/08/2012,06:40,76,,76,,,3.1,,,3.1,,
11/08/2012,06:50,77,,77,,,2.7,,,2.7,,
11/08/2012,07:00,72,76,72,76,,3.1,3.2,,3.1,3.2,
11/08/2012,07:10,75,,75,,,3.6,,,3.6,,
11/08/2012,07:20,73,,73,,,3.3,,,3.3,,
11/08/2012,07:30,75,,75,,,2.7,,,2.7,,
11/08/2012,07:40,76,,76,,,3.2,,,3.2,,
11/08/2012,07:50,76,,76,,,3.7,,,3.7,,
11/08/2012,08:00,78,76,78,76,,3.8,3.4,,3.8,3.4,
11/08/2012,08:10,75,,75,,,3.2,,,3.2,,
11/08/2012,08:20,75,,75,,,3.3,,,3.3,,
11/08/2012,08:30,78,,78,,,3.2,,,3.2,,
11/08/2012,08:40,72,,72,,,3.4,,,3.4,,
11/08/2012,08:50,76,,76,,,3.6,,,3.6,,
11/08/2012,09:00,76,75,76,75,,4.1,3.5,,4.1,3.5,
11/08/2012,09:10,76,,76,,,4.1,,,4.1,,
11/08/2012,09:20,75,,75,,,3.7,,,3.7,,
11/08/2012,09:30,74,,74,,,3.9,,,3.9,,
11/08/2012,09:40,72,,72,,,5.3,,,5.3,,
11/08/2012,09:50,67,,67,,,4.7,,,4.7,,
11/08/2012,10:00,65,72,65,72,,4.6,4.4,,4.6,4.4,
11/08/2012,10:10,67,,67,,,4.7,,,4.7,,
11/08/2012,10:20,71,,71,,,5.4,,,5.4,,
11/08/2012,10:30,73,,73,,,4.5,,,4.5,,
11/08/2012,10:40,68,,68,,,5.2,,,5.2,,
11/08/2012,10:50,68,,68,,,5.4,,,5.4,,
11/08/2012,11:00,65,69,65,69,,4.5,4.9,,4.5,4.9,
11/08/2012,11:10,66,,66,,,4.8,,,4.8,,
11/08/2012,11:20,61,,61,,,5.2,,,5.2,,
11/08/2012,11:30,63,,63,,,5.2,,,5.2,,
11/08/2012,11:40,68,,68,,,4.8,,,4.8,,
11/08/2012,11:50,66,,66,,,5.0,,,5.0,,
11/08/2012,12:00,64,65,64,65,,6.1,5.2,,6.1,5.2,
11/08/2012,12:10,65,,65,,,5.6,,,5.6,,
11/08/2012,12:20,65,,65,,,5.4,,,5.4,,
11/08/2012,12:30,67,,67,,,5.0,,,5.0,,
11/08/2012,12:40,64,,64,,,5.0,,,5.0,,
11/08/2012,12:50,64,,64,,,5.5,,,5.5,,
11/08/2012,13:00,65,65,65,65,,4.9,5.2,,4.9,5.2,
11/08/2012,13:10,66,,66,,,5.0,,,5.0,,
11/08/2012,13:20,68,,68,,,4.7,,,4.7,,
11/08/2012,13:30,69,,69,,,4.7,,,4.7,,
11/08/2012,13:40,66,,66,,,5.2,,,5.2,,
11/08/2012,13:50,68,,68,,,5.3,,,5.3,,
11/08/2012,14:00,67,67,67,67,,5.1,5.0,,5.1,5.0,
11/08/2012,14:10,64,,64,,,5.5,,,5.5,,
11/08/2012,14:20,66,,66,,,5.9,,,5.9,,
11/08/2012,14:30,69,,69,,,5.5,,,5.5,,
11/08/2012,14:40,68,,68,,,5.2,,,5.2,,
11/08/2012,14:50,69,,69,,,6.0,,,6.0,,
