"Table for Glen Eden Time Range: 01/01/2017 00:00 to 01/02/2017 00:00"
"Source",,,"AC Glen Eden WDR 10min average",,"AC Glen Eden WDR_RAW 10min average","AC Glen Eden WDR_RAW 1h average",,"AC Glen Eden WSP 10min average","AC Glen Eden WSP 1h average",,"AC Glen Eden WSP_RAW 10min average","AC Glen Eden WSP_RAW 1h average"
"Date","Time","AC Glen Eden WDR 10min average [°]","AC Glen Eden WDR 1h average [°]","AC Glen Eden WDR_RAW 10min average [°]","AC Glen Eden WDR_RAW 1h average [°]","AC Glen Eden WDR_RAW 24h average [°]","AC Glen Eden WSP 10min average [m/s]","AC Glen Eden WSP 1h average [m/s]","AC Glen Eden WSP 24h average [m/s]","AC Glen Eden WSP_RAW 10min average [m/s]","AC Glen Eden WSP_RAW 1h average [m/s]","AC Glen Eden WSP_RAW 24h average [m/s]"
26/01/2017,12:50,,,228,,,,,,3.9,,
26/01/2017,13:00,,,204,205,,,,,4.0,4.1,
26/01/2017,13:10,,,204,,,,,,4.0,,
26/01/2017,13:20,,,222,,,,,,4.1,,
26/01/2017,13:30,,,200,,,,,,3.7,,
26/01/2017,13:40,,,224,,,,,,4.4,,
26/01/2017,13:50,,,221,,,,,,4.0,,
26/01/2017,14:00,,,223,216,,,,,4.4,4.1,
26/01/2017,14:10,,,215,,,,,,4.0,,
26/01/2017,14:20,,,225,,,,,,4.2,,
26/01/2017,14:30,,,193,,,,,,3.9,,
26/01/2017,14:40,,,188,,,,,,3.9,,
26/01/2017,14:50,,,196,,,,,,3.7,,
26/01/2017,15:00,,,208,204,,,,,3.6,3.9,
26/01/2017,15:10,,,198,,,,,,4.2,,
26/01/2017,15:20,,,207,,,,,,4.1,,
26/01/2017,15:30,,,214,,,,,,4.4,,
26/01/2017,15:40,,,189,,,,,,4.5,,
26/01/2017,15:50,,,221,,,,,,3.5,,
26/01/2017,16:00,,,204,205,,,,,4.0,4.1,
26/01/2017,16:10,,,213,,,,,,3.9,,
26/01/2017,16:20,,,194,,,,,,4.0,,
26/01/2017,16:30,,,196,,,,,,4.0,,
26/01/2017,16:40,,,224,,,,,,3.9,,
26/01/2017,16:50,,,199,,,,,,3.4,,
26/01/2017,17:00,,,206,205,,,,,3.8,3.8,
26/01/2017,17:10,,,215,,,,,,3.3,,
26/01/2017,17:20,,,225,,,,,,2.7,,
26/01/2017,17:30,,,233,,,,,,2.8,,
26/01/2017,17:40,,,210,,,,,,3.8,,
26/01/2017,17:50,,,207,,,,,,3.0,,
26/01/2017,18:00,,,220,218,,,,,3.2,3.1,
26/01/2017,18:10,,,226,,,,,,2.8,,
26/01/2017,18:20,,,223,,,,,,2.0,,
26/01/2017,18:30,,,238,,,,,,2.8,,
26/01/2017,18:40,,,245,,,,,,2.7,,
26/01/2017,18:50,,,230,,,,,,2.8,,
26/01/2017,19:00,,,233,232,,,,,2.0,2.5,
26/01/2017,19:10,,,225,,,,,,2.3,,
26/01/2017,19:20,,,214,,,,,,1.7,,
26/01/2017,19:30,,,219,,,,,,1.6,,
26/01/2017,19:40,,,229,,,,,,1.6,,
26/01/2017,19:50,,,226,,,,,,1.1,,
26/01/2017,20:00,,,220,222,,,,,1.5,1.6,
26/01/2017,20:10,,,216,,,,,,1.3,,
26/01/2017,20:20,,,226,,,,,,1.1,,
26/01/2017,20:30,,,235,,,,,,1.0,,
26/01/2017,20:40,,,239,,,,,,0.8,,
26/01/2017,20:50,,,224,,,,,,1.1,,
26/01/2017,21:00,,,221,227,,,,,0.8,1.0,
26/01/2017,21:10,,,200,,,,,,0.6,,
26/01/2017,21:20,,,152,,,,,,0.4,,
26/01/2017,21:30,,,248,,,,,,0.7,,
26/01/2017,21:40,,,293,,,,,,0.7,,
26/01/2017,21:50,,,281,,,,,,0.9,,
26/01/2017,22:00,,,265,240,,,,,0.8,0.7,
26/01/2017,22:10,,,329,,,,,,0.7,,
26/01/2017,22:20,,,345,,,,,,1.0,,
26/01/2017,22:30,,,327,,,,,,0.9,,
26/01/2017,22:40,,,332,,,,,,0.7,,
26/01/2017,22:50,,,277,,,,,,0.5,,
26/01/2017,23:00,,,324,322,,,,,0.6,0.7,
26/01/2017,23:10,,,261,,,,,,0.8,,
26/01/2017,23:20,,,295,,,,,,0.6,,
26/01/2017,23:30,,,321,,,,,,0.7,,
26/01/2017,23:40,,,328,,,,,,0.6,,
26/01/2017,23:50,,,324,,,,,,0.5,,
26/01/2017,24:00,,,310,307,230,,,,0.4,0.6,2.7
27/01/2017,00:10,,,333,,,,,,0.9,,
27/01/2017,00:20,,,292,,,,,,0.4,,
27/01/2017,00:30,,,322,,,,,,0.3,,
27/01/2017,00:40,,,329,,,,,,0.7,,
27/01/2017,00:50,,,350,,,,,,0.5,,
27/01/2017,01:00,,,327,326,,,,,0.5,0.5,
27/01/2017,01:10,,,338,,,,,,0.6,,
27/01/2017,01:20,,,336,,,,,,0.7,,
27/01/2017,01:30,,,345,,,,,,0.7,,
27/01/2017,01:40,,,295,,,,,,0.4,,
27/01/2017,01:50,,,314,,,,,,0.9,,
27/01/2017,02:00,,,280,318,,,,,0.4,0.6,
27/01/2017,02:10,,,266,,,,,,0.6,,
27/01/2017,02:20,,,203,,,,,,0.6,,
27/01/2017,02:30,,,250,,,,,,0.5,,
27/01/2017,02:40,,,321,,,,,,0.5,,
27/01/2017,02:50,,,239,,,,,,0.3,,
27/01/2017,03:00,,,262,257,,,,,0.6,0.5,
27/01/2017,03:10,,,231,,,,,,0.6,,
27/01/2017,03:20,,,237,,,,,,0.9,,
27/01/2017,03:30,,,217,,,,,,1.0,,
27/01/2017,03:40,,,208,,,,,,1.0,,
27/01/2017,03:50,,,208,,,,,,0.9,,
27/01/2017,04:00,,,246,225,,,,,1.1,0.9,
27/01/2017,04:10,,,255,,,,,,0.6,,
27/01/2017,04:20,,,266,,,,,,0.9,,
27/01/2017,04:30,,,211,,,,,,0.7,,
27/01/2017,04:40,,,237,,,,,,0.8,,
27/01/2017,04:50,,,261,,,,,,1.4,,
27/01/2017,05:00,,,276,251,,,,,0.9,0.9,
27/01/2017,05:10,,,301,,,,,,0.7,,
27/01/2017,05:20,,,300,,,,,,0.7,,
27/01/2017,05:30,,,313,,,,,,0.8,,
27/01/2017,05:40,,,284,,,,,,0.6,,
27/01/2017,05:50,,,286,,,,,,0.4,,
27/01/2017,06:00,,,334,303,,,,,0.7,0.7,
27/01/2017,06:10,,,257,,,,,,0.4,,
27/01/2017,06:20,,,282,,,,,,0.4,,
27/01/2017,06:30,,,281,,,,,,0.2,,
27/01/2017,06:40,,,329,,,,,,0.3,,
27/01/2017,06:50,,,268,,,,,,0.2,,
27/01/2017,07:00,,,220,273,,,,,0.8,0.4,
27/01/2017,07:10,,,199,,,,,,1.4,,
27/01/2017,07:20,,,201,,,,,,1.1,,
27/01/2017,07:30,,,223,,,,,,1.5,,
27/01/2017,07:40,,,219,,,,,,1.7,,
27/01/2017,07:50,,,235,,,,,,1.8,,
27/01/2017,08:00,,,287,227,,,,,1.5,1.5,
27/01/2017,08:10,,,280,,,,,,2.6,,
27/01/2017,08:20,,,283,,,,,,2.6,,
27/01/2017,08:30,,,285,,,,,,3.0,,
27/01/2017,08:40,,,280,,,,,,2.2,,
27/01/2017,08:50,,,284,,,,,,2.9,,
27/01/2017,09:00,,,288,283,,,,,2.7,2.7,
27/01/2017,09:10,,,260,,,,,,3.0,,
27/01/2017,09:20,,,266,,,,,,2.2,,
27/01/2017,09:30,,,216,,,,,,2.3,,
27/01/2017,09:40,,,238,,,,,,2.0,,
27/01/2017,09:50,,,244,,,,,,2.3,,
27/01/2017,10:00,,,238,244,,,,,2.5,2.4,
27/01/2017,10:10,,,208,,,,,,3.4,,
27/01/2017,10:20,,,211,,,,,,2.5,,
27/01/2017,10:30,,,259,,,,,,2.9,,
27/01/2017,10:40,,,213,,,,,,3.2,,
27/01/2017,10:50,,,223,,,,,,3.1,,
27/01/2017,11:00,,,270,231,,,,,3.3,3.1,
27/01/2017,11:10,,,225,,,,,,2.8,,
27/01/2017,11:20,,,179,,,,,,3.7,,
27/01/2017,11:30,,,182,,,,,,4.9,,
27/01/2017,11:40,,,171,,,,,,4.7,,
27/01/2017,11:50,,,184,,,,,,4.5,,
27/01/2017,12:00,,,185,188,,,,,3.7,4.0,
27/01/2017,12:10,,,201,,,,,,3.7,,
27/01/2017,12:20,,,205,,,,,,4.0,,
27/01/2017,12:30,,,200,,,,,,4.1,,
27/01/2017,12:40,,,203,,,,,,4.0,,
27/01/2017,12:50,,,188,,,,,,4.3,,
27/01/2017,13:00,,,206,200,,,,,3.4,3.9,
27/01/2017,13:10,,,190,,,,,,3.4,,
27/01/2017,13:20,,,190,,,,,,4.0,,
27/01/2017,13:30,,,193,,,,,,4.2,,
27/01/2017,13:40,,,200,,,,,,3.0,,
27/01/2017,13:50,,,205,,,,,,4.1,,
27/01/2017,14:00,,,195,196,,,,,3.6,3.7,
27/01/2017,14:10,,,188,,,,,,3.5,,
27/01/2017,14:20,,,203,,,,,,3.3,,
27/01/2017,14:30,,,184,,,,,,4.0,,
27/01/2017,14:40,,,187,,,,,,3.9,,
27/01/2017,14:50,,,197,,,,,,3.5,,
27/01/2017,15:00,,,192,192,,,,,4.4,3.8,
27/01/2017,15:10,,,198,,,,,,3.8,,
27/01/2017,15:20,,,195,,,,,,3.7,,
27/01/2017,15:30,,,199,,,,,,4.9,,
27/01/2017,15:40,,,208,,,,,,4.4,,
27/01/2017,15:50,,,207,,,,,,3.5,,
27/01/2017,16:00,,,201,201,,,,,4.5,4.1,
27/01/2017,16:10,,,202,,,,,,3.6,,
27/01/2017,16:20,,,195,,,,,,4.0,,
27/01/2017,16:30,,,190,,,,,,4.4,,
27/01/2017,16:40,,,192,,,,,,4.0,,
27/01/2017,16:50,,,206,,,,,,3.9,,
27/01/2017,17:00,,,197,197,,,,,4.1,4.0,
27/01/2017,17:10,,,203,,,,,,3.3,,
27/01/2017,17:20,,,214,,,,,,4.1,,
27/01/2017,17:30,,,193,,,,,,4.1,,
27/01/2017,17:40,,,215,,,,,,2.9,,
27/01/2017,17:50,,,217,,,,,,3.3,,
27/01/2017,18:00,,,233,212,,,,,3.0,3.4,
27/01/2017,18:10,,,246,,,,,,3.4,,
27/01/2017,18:20,,,228,,,,,,2.0,,
27/01/2017,18:30,,,250,,,,,,2.8,,
27/01/2017,18:40,,,238,,,,,,2.6,,
27/01/2017,18:50,,,222,,,,,,2.8,,
27/01/2017,19:00,,,230,236,,,,,2.5,2.7,
27/01/2017,19:10,,,229,,,,,,2.1,,
27/01/2017,19:20,,,238,,,,,,1.8,,
27/01/2017,19:30,,,231,,,,,,2.1,,
27/01/2017,19:40,,,239,,,,,,2.0,,
27/01/2017,19:50,,,230,,,,,,1.7,,
27/01/2017,20:00,,,228,233,,,,,1.8,1.9,
27/01/2017,20:10,,,224,,,,,,1.4,,
27/01/2017,20:20,,,217,,,,,,1.7,,
27/01/2017,20:30,,,214,,,,,,1.3,,
27/01/2017,20:40,,,213,,,,,,1.4,,
27/01/2017,20:50,,,216,,,,,,1.4,,
27/01/2017,21:00,,,227,218,,,,,1.4,1.4,
27/01/2017,21:10,,,242,,,,,,1.3,,
27/01/2017,21:20,,,237,,,,,,1.4,,
27/01/2017,21:30,,,226,,,,,,1.6,,
27/01/2017,21:40,,,214,,,,,,1.7,,
27/01/2017,21:50,,,202,,,,,,1.2,,
27/01/2017,22:00,,,199,220,,,,,0.7,1.3,
27/01/2017,22:10,,,218,,,,,,1.1,,
27/01/2017,22:20,,,,,,,,,,,
27/01/2017,22:30,,,,,,,,,,,
27/01/2017,22:40,,,,,,,,,,,
27/01/2017,22:50,,,,,,,,,,,
27/01/2017,23:00,,,,,,,,,,,
27/01/2017,23:10,,,,,,,,,,,
27/01/2017,23:20,,,,,,,,,,,
27/01/2017,23:30,,,,,,,,,,,
27/01/2017,23:40,,,,,,,,,,,
27/01/2017,23:50,,,,,,,,,,,
27/01/2017,24:00,,,,,238,,,,,,2.2
28/01/2017,00:10,,,,,,,,,,,
28/01/2017,00:20,,,,,,,,,,,
28/01/2017,00:30,,,,,,,,,,,
28/01/2017,00:40,,,,,,,,,,,
28/01/2017,00:50,,,,,,,,,,,
28/01/2017,01:00,,,,,,,,,,,
28/01/2017,01:10,,,,,,,,,,,
28/01/2017,01:20,,,,,,,,,,,
28/01/2017,01:30,,,,,,,,,,,
28/01/2017,01:40,,,,,,,,,,,
28/01/2017,01:50,,,,,,,,,,,
28/01/2017,02:00,,,238,,,,,,1.3,,
28/01/2017,02:10,,,243,,,,,,1.5,,
28/01/2017,02:20,,,222,,,,,,1.5,,
28/01/2017,02:30,,,235,,,,,,1.6,,
28/01/2017,02:40,,,209,,,,,,1.3,,
28/01/2017,02:50,,,232,,,,,,1.0,,
28/01/2017,03:00,,,252,232,,,,,0.9,1.3,
28/01/2017,03:10,,,253,,,,,,1.0,,
28/01/2017,03:20,,,271,,,,,,0.6,,
28/01/2017,03:30,,,265,,,,,,1.1,,
28/01/2017,03:40,,,234,,,,,,1.0,,
28/01/2017,03:50,,,228,,,,,,1.2,,
28/01/2017,04:00,,,242,249,,,,,1.2,1.0,
28/01/2017,04:10,,,255,,,,,,1.1,,
28/01/2017,04:20,,,233,,,,,,1.0,,
28/01/2017,04:30,,,262,,,,,,1.0,,
28/01/2017,04:40,,,235,,,,,,1.1,,
28/01/2017,04:50,,,195,,,,,,1.4,,
28/01/2017,05:00,,,204,231,,,,,1.6,1.2,
28/01/2017,05:10,,,203,,,,,,1.7,,
28/01/2017,05:20,,,197,,,,,,1.5,,
28/01/2017,05:30,,,213,,,,,,1.3,,
28/01/2017,05:40,,,192,,,,,,1.6,,
28/01/2017,05:50,,,210,,,,,,1.2,,
28/01/2017,06:00,,,191,201,,,,,1.0,1.4,
28/01/2017,06:10,,,212,,,,,,1.0,,
28/01/2017,06:20,,,190,,,,,,1.7,,
28/01/2017,06:30,,,188,,,,,,1.8,,
28/01/2017,06:40,,,194,,,,,,2.4,,
28/01/2017,06:50,,,186,,,,,,2.5,,
28/01/2017,07:00,,,180,192,,,,,2.4,2.0,
28/01/2017,07:10,,,177,,,,,,2.3,,
28/01/2017,07:20,,,169,,,,,,2.5,,
28/01/2017,07:30,,,198,,,,,,2.6,,
28/01/2017,07:40,,,197,,,,,,2.7,,
28/01/2017,07:50,,,203,,,,,,2.7,,
28/01/2017,08:00,,,199,191,,,,,3.2,2.7,
28/01/2017,08:10,,,189,,,,,,2.9,,
28/01/2017,08:20,,,191,,,,,,3.1,,
28/01/2017,08:30,,,187,,,,,,3.4,,
28/01/2017,08:40,,,211,,,,,,3.2,,
28/01/2017,08:50,,,178,,,,,,3.5,,
28/01/2017,09:00,,,181,189,,,,,3.4,3.3,
28/01/2017,09:10,,,189,,,,,,2.9,,
28/01/2017,09:20,,,210,,,,,,3.4,,
28/01/2017,09:30,,,175,,,,,,3.2,,
28/01/2017,09:40,,,192,,,,,,4.2,,
28/01/2017,09:50,,,221,,,,,,4.2,,
28/01/2017,10:00,,,236,204,,,,,3.2,3.5,
28/01/2017,10:10,,,201,,,,,,3.4,,
28/01/2017,10:20,,,181,,,,,,3.6,,
28/01/2017,10:30,,,207,,,,,,3.8,,
28/01/2017,10:40,,,185,,,,,,3.7,,
28/01/2017,10:50,,,207,,,,,,3.1,,
28/01/2017,11:00,,,212,199,,,,,3.5,3.5,
28/01/2017,11:10,,,212,,,,,,3.3,,
28/01/2017,11:20,,,205,,,,,,3.6,,
28/01/2017,11:30,,,215,,,,,,2.8,,
28/01/2017,11:40,,,211,,,,,,3.5,,
28/01/2017,11:50,,,223,,,,,,3.6,,
28/01/2017,12:00,,,202,212,,,,,2.9,3.3,
28/01/2017,12:10,,,204,,,,,,2.7,,
28/01/2017,12:20,,,188,,,,,,3.0,,
28/01/2017,12:30,,,168,,,,,,2.8,,
28/01/2017,12:40,,,170,,,,,,3.4,,
28/01/2017,12:50,,,180,,,,,,2.8,,
28/01/2017,13:00,,,210,187,,,,,2.7,2.9,
28/01/2017,13:10,,,207,,,,,,3.0,,
28/01/2017,13:20,,,184,,,,,,3.4,,
28/01/2017,13:30,,,233,,,,,,2.2,,
28/01/2017,13:40,,,190,,,,,,3.3,,
28/01/2017,13:50,,,199,,,,,,3.5,,
28/01/2017,14:00,,,190,201,,,,,2.9,3.0,
28/01/2017,14:10,,,190,,,,,,3.1,,
28/01/2017,14:20,,,212,,,,,,3.0,,
28/01/2017,14:30,,,215,,,,,,3.0,,
28/01/2017,14:40,,,211,,,,,,3.6,,
28/01/2017,14:50,,,194,,,,,,3.4,,
28/01/2017,15:00,,,205,204,,,,,3.3,3.2,
28/01/2017,15:10,,,196,,,,,,3.2,,
28/01/2017,15:20,,,193,,,,,,4.0,,
28/01/2017,15:30,,,189,,,,,,3.7,,
28/01/2017,15:40,,,191,,,,,,3.8,,
28/01/2017,15:50,,,173,,,,,,3.3,,
28/01/2017,16:00,,,199,190,,,,,3.8,3.7,
28/01/2017,16:10,,,186,,,,,,3.9,,
28/01/2017,16:20,,,182,,,,,,3.7,,
28/01/2017,16:30,,,191,,,,,,3.9,,
28/01/2017,16:40,,,183,,,,,,3.6,,
28/01/2017,16:50,,,183,,,,,,3.5,,
28/01/2017,17:00,,,173,183,,,,,3.6,3.7,
28/01/2017,17:10,,,180,,,,,,3.4,,
28/01/2017,17:20,,,192,,,,,,3.0,,
28/01/2017,17:30,,,188,,,,,,2.9,,
28/01/2017,17:40,,,193,,,,,,3.2,,
28/01/2017,17:50,,,186,,,,,,3.1,,
28/01/2017,18:00,,,190,188,,,,,3.0,3.1,
28/01/2017,18:10,,,192,,,,,,2.8,,
28/01/2017,18:20,,,182,,,,,,2.8,,
28/01/2017,18:30,,,184,,,,,,2.9,,
28/01/2017,18:40,,,171,,,,,,2.7,,
28/01/2017,18:50,,,175,,,,,,2.6,,
28/01/2017,19:00,,,176,180,,,,,1.9,2.6,
28/01/2017,19:10,,,174,,,,,,2.4,,
28/01/2017,19:20,,,177,,,,,,2.4,,
28/01/2017,19:30,,,176,,,,,,1.7,,
28/01/2017,19:40,,,190,,,,,,2.1,,
28/01/2017,19:50,,,184,,,,,,2.4,,
28/01/2017,20:00,,,188,181,,,,,2.1,2.2,
28/01/2017,20:10,,,181,,,,,,2.1,,
28/01/2017,20:20,,,178,,,,,,1.8,,
28/01/2017,20:30,,,182,,,,,,2.5,,
28/01/2017,20:40,,,169,,,,,,2.1,,
28/01/2017,20:50,,,169,,,,,,2.3,,
28/01/2017,21:00,,,173,175,,,,,2.0,2.1,
28/01/2017,21:10,,,171,,,,,,2.0,,
28/01/2017,21:20,,,162,,,,,,2.0,,
28/01/2017,21:30,,,158,,,,,,1.3,,
28/01/2017,21:40,,,176,,,,,,1.7,,
28/01/2017,21:50,,,165,,,,,,1.5,,
28/01/2017,22:00,,,143,162,,,,,0.9,1.6,
28/01/2017,22:10,,,149,,,,,,1.2,,
28/01/2017,22:20,,,163,,,,,,1.2,,
28/01/2017,22:30,,,136,,,,,,1.2,,
28/01/2017,22:40,,,138,,,,,,1.1,,
28/01/2017,22:50,,,132,,,,,,1.1,,
28/01/2017,23:00,,,130,141,,,,,1.1,1.1,
28/01/2017,23:10,,,129,,,,,,1.2,,
28/01/2017,23:20,,,119,,,,,,1.1,,
28/01/2017,23:30,,,132,,,,,,1.4,,
28/01/2017,23:40,,,131,,,,,,1.2,,
28/01/2017,23:50,,,122,,,,,,1.2,,
28/01/2017,24:00,,,125,126,192,,,,1.3,1.2,2.4
29/01/2017,00:10,,,128,,,,,,1.2,,
29/01/2017,00:20,,,120,,,,,,1.3,,
29/01/2017,00:30,,,124,,,,,,1.1,,
29/01/2017,00:40,,,129,,,,,,0.8,,
29/01/2017,00:50,,,128,,,,,,1.0,,
29/01/2017,01:00,,,143,129,,,,,1.3,1.1,
29/01/2017,01:10,,,131,,,,,,1.4,,
29/01/2017,01:20,,,121,,,,,,1.5,,
29/01/2017,01:30,,,127,,,,,,1.4,,
29/01/2017,01:40,,,128,,,,,,1.4,,
29/01/2017,01:50,,,143,,,,,,1.1,,
29/01/2017,02:00,,,141,132,,,,,1.4,1.4,
29/01/2017,02:10,,,158,,,,,,1.6,,
29/01/2017,02:20,,,170,,,,,,1.2,,
29/01/2017,02:30,,,170,,,,,,0.9,,
29/01/2017,02:40,,,160,,,,,,0.3,,
29/01/2017,02:50,,,132,,,,,,0.3,,
29/01/2017,03:00,,,360,192,,,,,0.6,0.8,
29/01/2017,03:10,,,337,,,,,,0.6,,
29/01/2017,03:20,,,351,,,,,,0.6,,
29/01/2017,03:30,,,332,,,,,,0.6,,
29/01/2017,03:40,,,332,,,,,,0.6,,
29/01/2017,03:50,,,316,,,,,,0.7,,
29/01/2017,04:00,,,317,331,,,,,0.2,0.5,
29/01/2017,04:10,,,180,,,,,,0.3,,
29/01/2017,04:20,,,141,,,,,,0.6,,
29/01/2017,04:30,,,127,,,,,,0.3,,
29/01/2017,04:40,,,241,,,,,,0.2,,
29/01/2017,04:50,,,162,,,,,,0.6,,
29/01/2017,05:00,,,135,164,,,,,0.8,0.5,
29/01/2017,05:10,,,157,,,,,,0.7,,
29/01/2017,05:20,,,172,,,,,,0.6,,
29/01/2017,05:30,,,176,,,,,,0.4,,
29/01/2017,05:40,,,197,,,,,,0.3,,
29/01/2017,05:50,,,327,,,,,,0.2,,
29/01/2017,06:00,,,327,226,,,,,0.2,0.4,
29/01/2017,06:10,,,313,,,,,,0.3,,
29/01/2017,06:20,,,59,,,,,,0.3,,
29/01/2017,06:30,,,141,,,,,,0.3,,
29/01/2017,06:40,,,322,,,,,,0.5,,
29/01/2017,06:50,,,330,,,,,,0.5,,
29/01/2017,07:00,,,354,253,,,,,0.4,0.4,
29/01/2017,07:10,,,187,,,,,,0.8,,
29/01/2017,07:20,,,151,,,,,,0.7,,
29/01/2017,07:30,,,121,,,,,,0.5,,
29/01/2017,07:40,,,127,,,,,,0.5,,
29/01/2017,07:50,,,207,,,,,,0.4,,
29/01/2017,08:00,,,83,146,,,,,1.1,0.7,
29/01/2017,08:10,,,114,,,,,,1.7,,
29/01/2017,08:20,,,135,,,,,,1.6,,
29/01/2017,08:30,,,120,,,,,,1.2,,
29/01/2017,08:40,,,93,,,,,,1.0,,
29/01/2017,08:50,,,64,,,,,,1.6,,
29/01/2017,09:00,,,44,95,,,,,1.1,1.3,
29/01/2017,09:10,,,359,,,,,,1.0,,
29/01/2017,09:20,,,335,,,,,,1.8,,
29/01/2017,09:30,,,329,,,,,,1.9,,
29/01/2017,09:40,,,346,,,,,,2.2,,
29/01/2017,09:50,,,327,,,,,,1.0,,
29/01/2017,10:00,,,287,330,,,,,1.1,1.5,
29/01/2017,10:10,,,39,,,,,,1.8,,
29/01/2017,10:20,,,353,,,,,,2.9,,
29/01/2017,10:30,,,4,,,,,,2.5,,
29/01/2017,10:40,,,8,,,,,,2.5,,
29/01/2017,10:50,,,305,,,,,,1.7,,
29/01/2017,11:00,,,181,148,,,,,1.6,2.2,
29/01/2017,11:10,,,164,,,,,,2.6,,
29/01/2017,11:20,,,175,,,,,,2.1,,
29/01/2017,11:30,,,185,,,,,,1.8,,
29/01/2017,11:40,,,162,,,,,,2.1,,
29/01/2017,11:50,,,173,,,,,,2.3,,
29/01/2017,12:00,,,150,168,,,,,2.5,2.2,
29/01/2017,12:10,,,173,,,,,,2.7,,
29/01/2017,12:20,,,179,,,,,,3.2,,
29/01/2017,12:30,,,182,,,,,,3.0,,
29/01/2017,12:40,,,184,,,,,,3.5,,
29/01/2017,12:50,,,204,,,,,,2.7,,
29/01/2017,13:00,,,184,185,,,,,2.7,3.0,
29/01/2017,13:10,,,193,,,,,,2.4,,
29/01/2017,13:20,,,189,,,,,,2.7,,
29/01/2017,13:30,,,178,,,,,,3.4,,
29/01/2017,13:40,,,187,,,,,,3.2,,
29/01/2017,13:50,,,188,,,,,,3.5,,
29/01/2017,14:00,,,185,187,,,,,2.9,3.0,
29/01/2017,14:10,,,193,,,,,,2.7,,
29/01/2017,14:20,,,182,,,,,,2.6,,
29/01/2017,14:30,,,184,,,,,,3.3,,
29/01/2017,14:40,,,172,,,,,,3.0,,
29/01/2017,14:50,,,193,,,,,,1.6,,
29/01/2017,15:00,,,186,185,,,,,2.7,2.6,
29/01/2017,15:10,,,180,,,,,,3.0,,
29/01/2017,15:20,,,210,,,,,,2.3,,
29/01/2017,15:30,,,198,,,,,,3.1,,
29/01/2017,15:40,,,211,,,,,,3.6,,
29/01/2017,15:50,,,185,,,,,,3.9,,
29/01/2017,16:00,,,198,197,,,,,3.1,3.2,
29/01/2017,16:10,,,201,,,,,,3.3,,
29/01/2017,16:20,,,193,,,,,,4.0,,
29/01/2017,16:30,,,191,,,,,,4.5,,
29/01/2017,16:40,,,188,,,,,,4.1,,
29/01/2017,16:50,,,194,,,,,,3.8,,
29/01/2017,17:00,,,189,193,,,,,4.1,4.0,
29/01/2017,17:10,,,195,,,,,,3.9,,
29/01/2017,17:20,,,187,,,,,,3.8,,
29/01/2017,17:30,,,191,,,,,,3.5,,
29/01/2017,17:40,,,187,,,,,,3.6,,
29/01/2017,17:50,,,186,,,,,,3.1,,
29/01/2017,18:00,,,192,190,,,,,3.1,3.5,
29/01/2017,18:10,,,191,,,,,,2.4,,
29/01/2017,18:20,,,200,,,,,,2.7,,
29/01/2017,18:30,,,191,,,,,,2.4,,
29/01/2017,18:40,,,192,,,,,,2.5,,
29/01/2017,18:50,,,194,,,,,,2.7,,
29/01/2017,19:00,,,184,192,,,,,2.7,2.6,
29/01/2017,19:10,,,193,,,,,,2.1,,
29/01/2017,19:20,,,184,,,,,,2.5,,
29/01/2017,19:30,,,198,,,,,,2.3,,
29/01/2017,19:40,,,206,,,,,,2.2,,
29/01/2017,19:50,,,197,,,,,,1.6,,
29/01/2017,20:00,,,209,198,,,,,1.0,2.0,
29/01/2017,20:10,,,203,,,,,,1.3,,
29/01/2017,20:20,,,209,,,,,,1.8,,
29/01/2017,20:30,,,201,,,,,,1.1,,
29/01/2017,20:40,,,203,,,,,,1.3,,
29/01/2017,20:50,,,207,,,,,,1.3,,
29/01/2017,21:00,,,245,211,,,,,0.8,1.3,
29/01/2017,21:10,,,210,,,,,,0.9,,
29/01/2017,21:20,,,255,,,,,,0.9,,
29/01/2017,21:30,,,297,,,,,,0.6,,
29/01/2017,21:40,,,308,,,,,,0.5,,
29/01/2017,21:50,,,357,,,,,,0.6,,
29/01/2017,22:00,,,7,239,,,,,0.5,0.7,
29/01/2017,22:10,,,113,,,,,,0.3,,
29/01/2017,22:20,,,168,,,,,,0.3,,
29/01/2017,22:30,,,27,,,,,,0.4,,
29/01/2017,22:40,,,1,,,,,,0.4,,
29/01/2017,22:50,,,3,,,,,,0.6,,
29/01/2017,23:00,,,282,99,,,,,0.4,0.4,
29/01/2017,23:10,,,118,,,,,,0.3,,
29/01/2017,23:20,,,114,,,,,,0.6,,
29/01/2017,23:30,,,132,,,,,,0.6,,
29/01/2017,23:40,,,127,,,,,,0.6,,
29/01/2017,23:50,,,89,,,,,,0.6,,
29/01/2017,24:00,,,15,99,187,,,,0.6,0.5,1.7
30/01/2017,00:10,,,56,,,,,,0.4,,
30/01/2017,00:20,,,12,,,,,,0.4,,
30/01/2017,00:30,,,352,,,,,,0.5,,
30/01/2017,00:40,,,338,,,,,,0.4,,
30/01/2017,00:50,,,340,,,,,,0.6,,
30/01/2017,01:00,,,330,238,,,,,0.7,0.5,
30/01/2017,01:10,,,340,,,,,,0.5,,
30/01/2017,01:20,,,4,,,,,,0.5,,
30/01/2017,01:30,,,339,,,,,,0.6,,
30/01/2017,01:40,,,148,,,,,,0.4,,
30/01/2017,01:50,,,145,,,,,,0.5,,
